거래ID,고객ID,거래일,거래금액,카테고리,결제방법
T006004,C01849,2023-01-04,213079.0,생활,간편결제
T006005,C01951,2023-03-22,146952.0,뷰티,간편결제
T006006,C00423,2023-04-14,117890.0,생활,간편결제
T006007,C01670,2024-06-24,220380.0,뷰티,카드
T006008,C01805,2023-05-15,153994.0,식품,카드
T006009,C00034,2023-12-24,143776.0,뷰티,카드
T006010,C00617,2023-04-24,8729.0,뷰티,카드
T006011,C00122,2023-03-09,152803.0,생활,간편결제
T006012,C00283,2023-05-19,49779.0,뷰티,현금
T006013,C00284,2023-06-11,112009.0,뷰티,현금
T006014,C01463,2023-07-14,186762.0,뷰티,간편결제
T006015,C00711,2023-06-10,414514.0,생활,간편결제
T006016,C00221,2023-04-18,88100.0,뷰티,현금
T006017,C00792,2023-01-31,107095.0,의류,카드
T006018,C00600,2023-04-07,62458.0,전자,현금
T006019,C00054,2024-01-05,105737.0,의류,카드
T006020,C00048,2023-08-27,80921.0,생활,카드
T006021,C00785,2023-03-17,105575.0,전자,현금
T006022,C00491,2023-01-09,193010.0,생활,간편결제
T006023,C00645,2023-12-06,345269.0,전자,현금
T006024,C01317,2023-03-31,314708.0,식품,카드
T006025,C01085,2024-04-12,38511.0,전자,간편결제
T006026,C01326,2023-02-26,133878.0,식품,카드
T006027,C00030,2024-06-29,96051.0,전자,간편결제
T006028,C01657,2023-04-26,18855.0,뷰티,현금
T006029,C00021,2023-02-01,467130.0,의류,카드
T006030,C00579,2023-02-17,258311.0,의류,카드
T006031,C00866,2023-06-27,87199.0,생활,카드
T006032,C00649,2023-01-25,453755.0,식품,카드
T006033,C00844,2023-05-28,79004.0,생활,카드
T006034,C00673,2023-05-26,270915.0,뷰티,카드
T006035,C00930,2023-05-05,76958.0,뷰티,카드
T006036,C01452,2023-02-01,21214.0,뷰티,카드
T006037,C01388,2023-07-29,387314.0,전자,카드
T006038,C01542,2023-02-18,138406.0,의류,간편결제
T006039,C00503,2024-01-26,148071.0,식품,간편결제
T006040,C01759,2023-05-19,289858.0,뷰티,간편결제
T006041,C00924,2023-12-17,177766.0,뷰티,카드
T006042,C00013,2023-11-26,,식품,카드
T006043,C01626,2023-03-29,186754.0,전자,간편결제
T006044,C00085,2024-05-04,169392.0,전자,카드
T006045,C00835,2023-01-31,269845.0,식품,간편결제
T006046,C01473,2023-02-09,27968.0,식품,카드
T006047,C01128,2023-03-08,13667.0,의류,카드
T006048,C00329,2023-07-01,126440.0,생활,간편결제
T006049,C00946,2023-02-12,87133.0,전자,간편결제
T006050,C00638,2023-09-17,443500.0,식품,현금
T006051,C00016,2023-11-17,10377.0,전자,카드
T006052,C00244,2023-02-28,474734.0,뷰티,간편결제
T006053,C00861,2023-09-05,327658.0,의류,현금
T006054,C01607,2023-02-25,155429.0,생활,간편결제
T006055,C00628,2023-01-13,237063.0,의류,간편결제
T006056,C01799,2023-08-25,27716.0,의류,카드
T006057,C01763,2023-12-28,306431.0,의류,간편결제
T006058,C00568,2023-04-19,36873.0,생활,간편결제
T006059,C00178,2023-07-12,379794.0,뷰티,카드
T006060,C01946,2023-06-05,122862.0,전자,카드
T006061,C00950,2023-03-09,293035.0,식품,카드
T006062,C00203,2023-07-12,88078.0,식품,카드
T006063,C00474,2023-09-03,239586.0,생활,간편결제
T006064,C00856,2023-06-22,257052.0,식품,현금
T006065,C00855,2023-05-03,239148.0,식품,현금
T006066,C00436,2023-05-06,11685.0,의류,간편결제
T006067,C01774,2023-08-17,132423.0,의류,카드
T006068,C00338,2023-02-20,205742.0,뷰티,간편결제
T006069,C00575,2023-06-23,334035.0,뷰티,카드
T006070,C01738,2023-06-11,427635.0,의류,카드
T006071,C01537,2023-01-18,234625.0,의류,간편결제
T006072,C00717,2023-08-31,137141.0,전자,카드
T006073,C00503,2023-06-18,465343.0,전자,카드
T006074,C00298,2023-02-07,349900.0,전자,카드
T006075,C00043,2023-03-27,178378.0,생활,카드
T006076,C00664,2023-04-25,179660.0,식품,간편결제
T006077,C01446,2023-03-19,172922.0,생활,간편결제
T006078,C01396,2023-09-17,207234.0,의류,현금
T006079,C01936,2023-07-30,123261.0,뷰티,간편결제
T006080,C00798,2023-01-03,256934.0,생활,간편결제
T006081,C00569,2023-04-13,48266.0,생활,카드
T006082,C00493,2023-02-07,241943.0,의류,카드
T006083,C00187,2023-08-08,206991.0,식품,카드
T006084,C01735,2023-02-13,282293.0,의류,현금
T006085,C00970,2023-08-09,88516.0,뷰티,카드
T006086,C01114,2024-04-07,404331.0,식품,카드
T006087,C00084,2023-07-10,241349.0,뷰티,카드
T006088,C00456,2023-09-03,165897.0,전자,카드
T006089,C01810,2023-03-05,31617.0,의류,간편결제
T006090,C00187,2024-05-11,456510.0,뷰티,카드
T006091,C01216,2023-03-04,31803.0,뷰티,카드
T006092,C01664,2023-11-22,410670.0,전자,카드
T006093,C00022,2023-04-02,238671.0,의류,카드
T006094,C00096,2023-02-15,419486.0,뷰티,카드
T006095,C00137,2024-02-03,56638.0,식품,카드
T006096,C01244,2023-08-06,,식품,카드
T006097,C00161,2024-01-21,198208.0,전자,현금
T006098,C00639,2024-01-01,454272.0,전자,간편결제
T006099,C01358,2024-06-13,232241.0,식품,간편결제
T006100,C00136,2023-04-30,154894.0,의류,카드
T006101,C00937,2024-04-11,366238.0,뷰티,간편결제
T006102,C01300,2023-07-21,135191.0,의류,현금
T006103,C01258,2023-03-06,225182.0,식품,현금
T006104,C01862,2023-03-09,265097.0,생활,간편결제
T006105,C01308,2023-04-23,183689.0,식품,카드
T006106,C00573,2024-01-28,123082.0,뷰티,간편결제
T006107,C01116,2024-06-18,55584.0,생활,카드
T006108,C01431,2023-08-30,282171.0,뷰티,간편결제
T006109,C01891,2023-11-22,198648.0,식품,카드
T006110,C01006,2024-06-13,14642.0,생활,카드
T006111,C01212,2023-05-24,91198.0,의류,카드
T006112,C00301,2023-04-28,387899.0,식품,간편결제
T006113,C00745,2023-04-29,345747.0,생활,간편결제
T006114,C00326,2024-02-25,362421.0,뷰티,카드
T006115,C01627,2023-06-30,454919.0,생활,카드
T006116,C00682,2023-05-20,161718.0,전자,카드
T006117,C01389,2023-12-03,6774.0,전자,현금
T006118,C01996,2024-05-30,358450.0,식품,간편결제
T006119,C01389,2024-05-14,297890.0,생활,카드
T006120,C01015,2024-05-16,240404.0,의류,간편결제
T006121,C01567,2023-12-08,202392.0,의류,현금
T006122,C01708,2023-05-21,34685.0,생활,간편결제
T006123,C01726,2024-06-16,13222.0,의류,카드
T006124,C01889,2023-09-11,230056.0,뷰티,카드
T006125,C01236,2023-07-01,217139.0,의류,카드
T006126,C00903,2023-05-13,42359.0,의류,현금
T006127,C01275,2024-03-26,110187.0,전자,간편결제
T006128,C00572,2023-05-10,134073.0,뷰티,카드
T006129,C01791,2023-03-06,219874.0,전자,카드
T006130,C01505,2023-04-26,46241.0,전자,카드
T006131,C00695,2023-03-30,317722.0,의류,간편결제
T006132,C01780,2023-04-03,40755.0,의류,간편결제
T006133,C01064,2023-12-01,463991.0,식품,간편결제
T006134,C01633,2023-01-25,282878.0,식품,간편결제
T006135,C01951,2023-03-02,152185.0,의류,간편결제
T006136,C00412,2024-06-14,247806.0,식품,간편결제
T006137,C00243,2023-03-08,195619.0,전자,카드
T006138,C00576,2024-01-12,346303.0,의류,카드
T006139,C01642,2023-04-13,192148.0,뷰티,카드
T006140,C01733,2023-08-08,159650.0,식품,간편결제
T006141,C01994,2023-11-28,92935.0,식품,카드
T006142,C00506,2023-10-25,150426.0,식품,카드
T006143,C01991,2023-12-26,448899.0,전자,간편결제
T006144,C00539,2023-02-13,282621.0,식품,카드
T006145,C01429,2023-08-29,156411.0,뷰티,카드
T006146,C00505,2024-02-27,148844.0,의류,현금
T006147,C01453,2024-04-19,200245.0,식품,간편결제
T006148,C00134,2023-02-21,254678.0,생활,현금
T006149,C00946,2023-01-22,66510.0,생활,카드
T006150,C01793,2023-06-01,327223.0,생활,간편결제
T006151,C01023,2023-10-27,387773.0,의류,현금
T006152,C01161,2023-02-20,435619.0,전자,카드
T006153,C00486,2023-02-05,320901.0,생활,간편결제
T006154,C00540,2023-08-16,83783.0,의류,현금
T006155,C00208,2023-09-14,139645.0,전자,카드
T006156,C00054,2023-04-25,220500.0,뷰티,간편결제
T006157,C01739,2024-05-20,485189.0,식품,간편결제
T006158,C00563,2023-03-05,237219.0,생활,카드
T006159,C01772,2023-02-17,173307.0,식품,카드
T006160,C01872,2023-07-08,218277.0,전자,카드
T006161,C01807,2023-04-10,168339.0,식품,카드
T006162,C01943,2024-03-10,61153.0,식품,간편결제
T006163,C00648,2024-04-08,195499.0,의류,간편결제
T006164,C00375,2023-04-30,124510.0,의류,카드
T006165,C01695,2023-06-19,204231.0,뷰티,현금
T006166,C01563,2023-06-08,30699.0,의류,카드
T006167,C00628,2024-03-27,172020.0,의류,간편결제
T006168,C01299,2023-08-21,120773.0,식품,간편결제
T006169,C01015,2023-03-25,240047.0,식품,간편결제
T006170,C01799,2023-01-24,281569.0,생활,현금
T006171,C00072,2023-12-11,226708.0,생활,카드
T006172,C00790,2023-09-10,492844.0,생활,현금
T006173,C01426,2024-03-14,284085.0,생활,간편결제
T006174,C00306,2024-02-01,284849.0,전자,간편결제
T006175,C00996,2024-06-15,297967.0,의류,카드
T006176,C00995,2023-11-16,476405.0,생활,간편결제
T006177,C00933,2023-07-08,,뷰티,간편결제
T006178,C00022,2023-02-17,109053.0,식품,카드
T006179,C01236,2023-07-27,193932.0,식품,현금
T006180,C00520,2023-05-08,272709.0,전자,카드
T006181,C00054,2024-01-08,375140.0,의류,간편결제
T006182,C00289,2023-01-01,365451.0,전자,현금
T006183,C01509,2023-09-22,196859.0,생활,간편결제
T006184,C01555,2023-02-07,113132.0,생활,간편결제
T006185,C00155,2023-10-28,150034.0,뷰티,현금
T006186,C01907,2023-04-13,45391.0,생활,카드
T006187,C00430,2023-08-05,191089.0,생활,카드
T006188,C01141,2023-05-12,139873.0,식품,카드
T006189,C01006,2023-04-06,218391.0,의류,카드
T006190,C00625,2024-03-22,390244.0,의류,카드
T006191,C01560,2023-12-24,21960.0,생활,카드
T006192,C00738,2023-06-15,264007.0,뷰티,카드
T006193,C00328,2023-09-24,29652.0,생활,간편결제
T006194,C01900,2024-03-18,238195.0,식품,간편결제
T006195,C01319,2024-06-19,122378.0,생활,간편결제
T006196,C01340,2024-02-19,455844.0,뷰티,간편결제
T006197,C01027,2023-05-21,189263.0,식품,카드
T006198,C01893,2023-09-22,245864.0,생활,카드
T006199,C01365,2023-02-15,272949.0,전자,간편결제
T006200,C00362,2024-04-28,211068.0,식품,카드
T006201,C01099,2023-05-01,238313.0,전자,간편결제
T006202,C01950,2024-06-08,330209.0,식품,간편결제
T006203,C00566,2024-03-22,370859.0,전자,간편결제
T006204,C00234,2024-05-26,17976.0,의류,카드
T006205,C01362,2023-01-24,98863.0,뷰티,카드
T006206,C00905,2023-09-20,188320.0,전자,간편결제
T006207,C00186,2023-06-19,466203.0,전자,간편결제
T006208,C00069,2023-08-20,434050.0,뷰티,카드
T006209,C01712,2023-07-11,330481.0,의류,간편결제
T006210,C01112,2023-08-08,59929.0,뷰티,카드
T006211,C00067,2023-12-21,301837.0,식품,현금
T006212,C01900,2023-10-26,210131.0,의류,간편결제
T006213,C00357,2024-04-28,225782.0,뷰티,카드
T006214,C00501,2024-06-11,40785.0,식품,현금
T006215,C01018,2023-01-16,447631.0,생활,간편결제
T006216,C00044,2024-02-14,490717.0,식품,간편결제
T006217,C00167,2023-12-18,424348.0,전자,카드
T006218,C00638,2023-05-17,462921.0,식품,간편결제
T006219,C00166,2023-12-12,217960.0,뷰티,카드
T006220,C00252,2023-09-26,72639.0,뷰티,카드
T006221,C00889,2023-06-15,134585.0,식품,현금
T006222,C01345,2023-10-22,428408.0,식품,카드
T006223,C00832,2023-02-23,415101.0,식품,현금
T006224,C01489,2023-03-01,325051.0,식품,카드
T006225,C00271,2023-08-27,40197.0,전자,간편결제
T006226,C00884,2023-04-12,32898.0,전자,간편결제
T006227,C01264,2023-12-15,230569.0,생활,간편결제
T006228,C00235,2023-12-16,208459.0,의류,카드
T006229,C01768,2023-11-27,376156.0,전자,카드
T006230,C01378,2023-04-29,276113.0,전자,카드
T006231,C00608,2023-09-24,246623.0,식품,간편결제
T006232,C00123,2023-03-07,82244.0,뷰티,간편결제
T006233,C00195,2023-03-03,272628.0,전자,현금
T006234,C01373,2024-04-03,327875.0,식품,카드
T006235,C00844,2023-09-19,,뷰티,카드
T006236,C01957,2023-02-02,236274.0,뷰티,간편결제
T006237,C00091,2023-05-11,336341.0,식품,카드
T006238,C01533,2023-03-17,246879.0,의류,간편결제
T006239,C01555,2023-05-09,287470.0,전자,카드
T006240,C01211,2023-05-16,202057.0,식품,카드
T006241,C01750,2023-05-26,285087.0,생활,간편결제
T006242,C01247,2023-07-30,482975.0,전자,간편결제
T006243,C00834,2023-11-01,112039.0,생활,간편결제
T006244,C00715,2024-05-25,334978.0,전자,간편결제
T006245,C01424,2024-03-02,385983.0,생활,카드
T006246,C00193,2023-05-21,399346.0,뷰티,간편결제
T006247,C00504,2024-04-28,71976.0,뷰티,간편결제
T006248,C01050,2023-06-01,135083.0,의류,카드
T006249,C00760,2024-06-26,246883.0,식품,현금
T006250,C01514,2024-06-22,126081.0,의류,간편결제
T006251,C01597,2023-06-11,289087.0,식품,카드
T006252,C01311,2024-05-24,260504.0,전자,간편결제
T006253,C01261,2024-03-19,111609.0,의류,간편결제
T006254,C01028,2024-02-09,,의류,카드
T006255,C01065,2023-06-13,230831.0,의류,간편결제
T006256,C01878,2023-02-13,201386.0,뷰티,간편결제
T006257,C00300,2023-10-21,354954.0,뷰티,현금
T006258,C01269,2023-09-18,164872.0,의류,카드
T006259,C00945,2024-02-20,111747.0,생활,카드
T006260,C01792,2024-06-24,140501.0,식품,간편결제
T006261,C00394,2023-06-14,260925.0,전자,카드
T006262,C01196,2024-06-17,33720.0,식품,카드
T006263,C01492,2023-07-04,291591.0,의류,간편결제
T006264,C01109,2023-05-20,100754.0,의류,간편결제
T006265,C01569,2023-08-02,73085.0,뷰티,현금
T006266,C01825,2023-03-29,192964.0,뷰티,간편결제
T006267,C01844,2023-05-24,243061.0,식품,카드
T006268,C01769,2024-04-02,320441.0,뷰티,현금
T006269,C00642,2023-11-14,478978.0,의류,간편결제
T006270,C00259,2023-01-10,250177.0,전자,간편결제
T006271,C00886,2024-05-08,59733.0,전자,카드
T006272,C00868,2023-05-11,121077.0,전자,현금
T006273,C01064,2023-09-03,60475.0,생활,카드
T006274,C00479,2023-03-07,486134.0,의류,간편결제
T006275,C01518,2023-03-30,174519.0,의류,간편결제
T006276,C00763,2024-04-04,309205.0,뷰티,현금
T006277,C01692,2023-02-13,245352.0,전자,간편결제
T006278,C01635,2023-12-02,76184.0,생활,간편결제
T006279,C01552,2023-03-25,117472.0,식품,간편결제
T006280,C00700,2023-07-05,299801.0,의류,카드
T006281,C00289,2023-07-23,307252.0,의류,간편결제
T006282,C00762,2023-06-28,115308.0,뷰티,카드
T006283,C00711,2024-04-10,374205.0,생활,간편결제
T006284,C00363,2023-10-09,429085.0,생활,간편결제
T006285,C00877,2023-06-10,119625.0,생활,카드
T006286,C00683,2023-07-07,309484.0,의류,간편결제
T006287,C01369,2023-01-16,133831.0,식품,간편결제
T006288,C00131,2024-01-23,495461.0,뷰티,카드
T006289,C00037,2024-03-12,446196.0,의류,카드
T006290,C00702,2023-03-20,315914.0,생활,카드
T006291,C01471,2023-05-20,475983.0,뷰티,현금
T006292,C01566,2023-05-01,292534.0,의류,간편결제
T006293,C01319,2023-11-16,369942.0,생활,카드
T006294,C00369,2023-03-25,9582.0,식품,카드
T006295,C00855,2024-06-27,190112.0,생활,간편결제
T006296,C00548,2023-07-23,103646.0,뷰티,카드
T006297,C01336,2023-07-29,11964.0,전자,카드
T006298,C00148,2023-05-26,285863.0,의류,카드
T006299,C00288,2023-03-28,86567.0,생활,간편결제
T006300,C01881,2023-05-18,53925.0,전자,카드
T006301,C00885,2023-05-16,186781.0,뷰티,간편결제
T006302,C01738,2023-07-11,300665.0,식품,현금
T006303,C01823,2023-02-02,128952.0,전자,간편결제
T006304,C01569,2023-11-03,481356.0,뷰티,간편결제
T006305,C00097,2023-10-11,253079.0,생활,카드
T006306,C01868,2023-10-29,251632.0,식품,카드
T006307,C01179,2024-01-30,26714.0,식품,간편결제
T006308,C01186,2023-06-17,34639.0,의류,카드
T006309,C01653,2024-02-11,83404.0,전자,간편결제
T006310,C00067,2023-01-07,94931.0,생활,간편결제
T006311,C00185,2023-03-22,224337.0,식품,카드
T006312,C00561,2023-03-25,223193.0,전자,간편결제
T006313,C00403,2023-04-09,134762.0,뷰티,간편결제
T006314,C01267,2024-01-27,467130.0,식품,간편결제
T006315,C01046,2023-09-03,343862.0,뷰티,카드
T006316,C01596,2023-08-28,200201.0,의류,카드
T006317,C00005,2023-05-11,237005.0,의류,현금
T006318,C00975,2023-05-12,72286.0,의류,카드
T006319,C01754,2023-08-09,32455.0,생활,간편결제
T006320,C00972,2024-05-20,481086.0,식품,간편결제
T006321,C01329,2023-02-07,131687.0,의류,간편결제
T006322,C01650,2023-05-23,83228.0,생활,간편결제
T006323,C00871,2024-03-05,254665.0,전자,카드
T006324,C00960,2023-03-06,392379.0,식품,카드
T006325,C00615,2023-02-05,53291.0,뷰티,간편결제
T006326,C01233,2023-04-02,201380.0,의류,간편결제
T006327,C00406,2023-05-28,446857.0,의류,간편결제
T006328,C01667,2023-04-24,278888.0,생활,현금
T006329,C01271,2023-08-13,187704.0,식품,카드
T006330,C00604,2023-08-05,169593.0,전자,현금
T006331,C00557,2023-04-02,180919.0,생활,카드
T006332,C01382,2023-07-14,217677.0,의류,간편결제
T006333,C00448,2024-04-20,63425.0,생활,카드
T006334,C00273,2023-02-26,490754.0,식품,간편결제
T006335,C00986,2023-12-27,473790.0,식품,현금
T006336,C00111,2023-08-30,226422.0,식품,카드
T006337,C01197,2024-05-17,376243.0,전자,카드
T006338,C00841,2024-03-25,397273.0,식품,간편결제
T006339,C00843,2023-04-08,443423.0,의류,현금
T006340,C01558,2023-08-16,35693.0,의류,카드
T006341,C01508,2023-08-07,88982.0,전자,카드
T006342,C00982,2023-09-09,403260.0,식품,카드
T006343,C00928,2023-06-12,78319.0,의류,간편결제
T006344,C00576,2023-08-22,182159.0,식품,카드
T006345,C01501,2023-02-07,40103.0,생활,현금
T006346,C00480,2023-01-03,264859.0,생활,현금
T006347,C01141,2023-09-20,77518.0,생활,현금
T006348,C01923,2023-04-28,125836.0,뷰티,카드
T006349,C00186,2023-05-09,9633.0,뷰티,간편결제
T006350,C00686,2023-08-31,451673.0,생활,현금
T006351,C00213,2024-02-12,74604.0,의류,간편결제
T006352,C00718,2023-02-18,183779.0,전자,간편결제
T006353,C00641,2023-01-17,251489.0,뷰티,카드
T006354,C00177,2023-05-16,358476.0,뷰티,간편결제
T006355,C00047,2023-02-18,186201.0,식품,현금
T006356,C01021,2023-12-30,236726.0,생활,카드
T006357,C00893,2023-08-07,441547.0,전자,간편결제
T006358,C01800,2023-04-21,34337.0,뷰티,간편결제
T006359,C01024,2023-03-07,55304.0,생활,간편결제
T006360,C01873,2023-04-15,270770.0,식품,현금
T006361,C01693,2023-06-26,77812.0,생활,카드
T006362,C00079,2023-05-20,331975.0,식품,현금
T006363,C01612,2024-02-24,195585.0,생활,카드
T006364,C00666,2023-01-17,279788.0,생활,간편결제
T006365,C01514,2023-12-07,208715.0,뷰티,간편결제
T006366,C00955,2023-04-22,107667.0,의류,현금
T006367,C01906,2023-08-15,118836.0,의류,간편결제
T006368,C01566,2023-08-10,21602.0,의류,간편결제
T006369,C01333,2023-03-11,302476.0,식품,카드
T006370,C01924,2023-09-20,62767.0,전자,카드
T006371,C01963,2023-11-23,137672.0,의류,카드
T006372,C01248,2023-02-17,389956.0,생활,현금
T006373,C00722,2023-08-03,216634.0,뷰티,카드
T006374,C01065,2023-01-21,129092.0,식품,간편결제
T006375,C00430,2023-02-17,200290.0,의류,현금
T006376,C00938,2023-11-08,50039.0,생활,간편결제
T006377,C01822,2023-07-25,210562.0,전자,간편결제
T006378,C01746,2023-05-24,111603.0,의류,카드
T006379,C01554,2023-05-14,218772.0,뷰티,카드
T006380,C01555,2023-04-23,161393.0,생활,현금
T006381,C00529,2023-04-01,29746.0,생활,카드
T006382,C01465,2023-03-03,98324.0,식품,현금
T006383,C01508,2024-03-04,335047.0,전자,카드
T006384,C00175,2023-10-04,37965.0,뷰티,카드
T006385,C00537,2023-04-23,54315.0,전자,카드
T006386,C01850,2023-03-31,475942.0,식품,현금
T006387,C01019,2023-10-23,425815.0,의류,카드
T006388,C00423,2023-11-23,19219.0,식품,간편결제
T006389,C01734,2023-10-11,37129.0,뷰티,카드
T006390,C00252,2023-04-03,438265.0,전자,현금
T006391,C00669,2023-01-27,261097.0,식품,간편결제
T006392,C00805,2024-02-19,118495.0,뷰티,카드
T006393,C01865,2023-03-04,487625.0,의류,간편결제
T006394,C00786,2023-05-21,308976.0,뷰티,카드
T006395,C01923,2023-01-29,347995.0,뷰티,현금
T006396,C01875,2024-04-03,167536.0,의류,간편결제
T006397,C00214,2024-04-01,184878.0,식품,간편결제
T006398,C00505,2023-08-29,110279.0,전자,간편결제
T006399,C00767,2023-03-09,236242.0,식품,카드
T006400,C00352,2023-10-18,297816.0,뷰티,카드
T006401,C00978,2024-05-04,491339.0,식품,카드
T006402,C00655,2023-04-09,127649.0,생활,간편결제
T006403,C00410,2023-10-23,246295.0,식품,간편결제
T006404,C01336,2023-03-06,30183.0,의류,현금
T006405,C01088,2023-08-13,263356.0,뷰티,카드
T006406,C00846,2023-03-22,234092.0,뷰티,카드
T006407,C01161,2024-03-13,81599.0,의류,간편결제
T006408,C01025,2023-07-12,284283.0,생활,카드
T006409,C01860,2023-05-19,84555.0,식품,현금
T006410,C01283,2023-11-08,334932.0,식품,간편결제
T006411,C01497,2023-12-02,185789.0,뷰티,간편결제
T006412,C00711,2024-05-07,134288.0,전자,카드
T006413,C01572,2024-04-21,67326.0,식품,현금
T006414,C00607,2023-02-07,195032.0,식품,카드
T006415,C01590,2024-05-05,453006.0,의류,카드
T006416,C01830,2023-11-10,438474.0,식품,현금
T006417,C00373,2023-03-31,281880.0,의류,카드
T006418,C00487,2024-02-01,250886.0,뷰티,현금
T006419,C00698,2023-12-29,242085.0,뷰티,현금
T006420,C01183,2023-11-24,153362.0,생활,간편결제
T006421,C00978,2024-05-09,5241.0,전자,간편결제
T006422,C01438,2023-08-06,493281.0,뷰티,간편결제
T006423,C01173,2023-06-12,149399.0,뷰티,현금
T006424,C00172,2024-04-04,214622.0,식품,현금
T006425,C00533,2023-06-01,297320.0,생활,카드
T006426,C01419,2024-06-09,421049.0,전자,간편결제
T006427,C00485,2023-10-08,334081.0,전자,간편결제
T006428,C01815,2024-04-28,264869.0,생활,현금
T006429,C01475,2024-06-14,424138.0,생활,카드
T006430,C01155,2023-04-02,348895.0,식품,카드
T006431,C00518,2023-04-13,109140.0,전자,간편결제
T006432,C01833,2024-04-26,268129.0,의류,카드
T006433,C00568,2024-05-16,212603.0,전자,간편결제
T006434,C00518,2023-02-02,89386.0,식품,간편결제
T006435,C00294,2024-04-27,235155.0,전자,간편결제
T006436,C01750,2023-05-14,203031.0,의류,간편결제
T006437,C01773,2024-06-13,238554.0,전자,간편결제
T006438,C01084,2023-04-01,40542.0,식품,카드
T006439,C01254,2023-03-17,58111.0,의류,현금
T006440,C01171,2024-05-29,182643.0,식품,카드
T006441,C00680,2023-02-18,341102.0,생활,카드
T006442,C01016,2023-12-31,63727.0,생활,간편결제
T006443,C00681,2024-05-29,99063.0,생활,카드
T006444,C01502,2023-07-26,160897.0,생활,현금
T006445,C01819,2023-08-03,85568.0,뷰티,카드
T006446,C01729,2023-08-14,24688.0,전자,현금
T006447,C00476,2023-01-21,75182.0,식품,현금
T006448,C00740,2023-06-08,275350.0,의류,간편결제
T006449,C00929,2024-05-12,95850.0,의류,간편결제
T006450,C01040,2023-07-06,212651.0,뷰티,현금
T006451,C00111,2023-07-24,56517.0,의류,카드
T006452,C01774,2023-08-27,191942.0,생활,현금
T006453,C00709,2024-05-25,287627.0,식품,카드
T006454,C01915,2023-07-05,14467.0,식품,간편결제
T006455,C01065,2023-01-06,197188.0,전자,카드
T006456,C01883,2023-07-17,49476.0,식품,현금
T006457,C01230,2023-01-03,323971.0,의류,간편결제
T006458,C00743,2023-08-16,468145.0,의류,현금
T006459,C00436,2023-09-26,424051.0,식품,간편결제
T006460,C01460,2024-05-03,237054.0,식품,카드
T006461,C00091,2023-05-19,256468.0,식품,카드
T006462,C00230,2024-01-15,55663.0,전자,카드
T006463,C01037,2023-08-27,385822.0,생활,간편결제
T006464,C00810,2023-12-27,254865.0,전자,간편결제
T006465,C01404,2023-02-12,287567.0,뷰티,간편결제
T006466,C01356,2023-08-05,144131.0,뷰티,카드
T006467,C00119,2023-12-15,23613.0,뷰티,간편결제
T006468,C00333,2023-07-07,266419.0,식품,카드
T006469,C00701,2023-10-03,139173.0,전자,카드
T006470,C01237,2023-10-05,274141.0,의류,카드
T006471,C01292,2023-01-28,464441.0,의류,카드
T006472,C01331,2023-05-04,19139.0,의류,카드
T006473,C00443,2023-02-09,38970.0,생활,간편결제
T006474,C00509,2024-01-07,318482.0,식품,간편결제
T006475,C00613,2024-04-25,187319.0,뷰티,카드
T006476,C00253,2023-04-14,219660.0,뷰티,간편결제
T006477,C00261,2023-06-30,30379.0,전자,현금
T006478,C01420,2023-12-09,10440.0,뷰티,카드
T006479,C01900,2023-03-18,396811.0,전자,카드
T006480,C00295,2023-03-21,457736.0,전자,카드
T006481,C01323,2023-04-11,38800.0,의류,카드
T006482,C01213,2024-04-13,498194.0,생활,간편결제
T006483,C01732,2023-06-29,430779.0,뷰티,간편결제
T006484,C00513,2023-11-20,250615.0,전자,카드
T006485,C00045,2024-06-01,391440.0,식품,카드
T006486,C00451,2024-04-26,48043.0,전자,카드
T006487,C00099,2023-06-02,427780.0,생활,카드
T006488,C01116,2024-05-15,76339.0,생활,간편결제
T006489,C00102,2023-08-15,161460.0,의류,현금
T006490,C00759,2023-09-10,72842.0,생활,카드
T006491,C01170,2023-11-05,6723.0,의류,현금
T006492,C00175,2024-03-24,18700.0,뷰티,카드
T006493,C00690,2024-04-22,123116.0,의류,카드
T006494,C01020,2023-05-16,112289.0,의류,간편결제
T006495,C01070,2024-02-29,118560.0,생활,카드
T006496,C00362,2023-07-05,24610.0,뷰티,현금
T006497,C00317,2024-04-12,115264.0,뷰티,카드
T006498,C00052,2023-02-15,215710.0,의류,카드
T006499,C01532,2023-11-26,462364.0,전자,간편결제
T006500,C00001,2023-09-14,72133.0,생활,카드
T006501,C00971,2023-01-24,475463.0,의류,간편결제
T006502,C01200,2023-08-16,276724.0,식품,카드
T006503,C00743,2024-05-15,481502.0,뷰티,카드
T006504,C01044,2023-07-12,44436.0,식품,간편결제
T006505,C00940,2024-03-14,67875.0,생활,현금
T006506,C01528,2023-04-05,40663.0,전자,카드
T006507,C00105,2023-07-29,25713.0,생활,카드
T006508,C00384,2023-08-18,200715.0,의류,카드
T006509,C00542,2023-09-08,168618.0,뷰티,간편결제
T006510,C01141,2023-07-24,101111.0,의류,카드
T006511,C01673,2024-03-24,,식품,카드
T006512,C01679,2023-05-26,260647.0,생활,간편결제
T006513,C00021,2023-04-24,336982.0,의류,카드
T006514,C00803,2023-09-10,190643.0,의류,간편결제
T006515,C00168,2023-01-16,31764.0,전자,간편결제
T006516,C01926,2023-01-20,4797.0,의류,카드
T006517,C01985,2023-04-01,11178.0,의류,카드
T006518,C01556,2024-01-22,423417.0,뷰티,현금
