고객ID,연월,로그인횟수,서비스이용시간(분),문의횟수,불만횟수
C00928,2023-05,44,1034,1,2
C00928,2023-07,43,1655,0,0
C00928,2023-08,33,966,3,0
C00928,2023-12,29,1605,0,1
C00928,2024-02,31,2113,3,0
C00928,2024-03,37,1643,0,0
C00928,2024-04,45,1065,1,0
C00928,2024-05,47,750,3,0
C00929,2023-01,35,1749,1,0
C00929,2023-02,22,1257,0,1
C00929,2023-03,46,1631,0,1
C00929,2023-04,33,956,2,0
C00929,2023-05,24,1114,2,1
C00929,2023-06,34,1592,2,0
C00929,2023-07,27,1354,3,0
C00929,2023-08,51,1849,0,0
C00929,2023-09,39,1543,4,1
C00929,2023-10,35,1916,0,0
C00929,2023-11,41,1664,2,0
C00929,2023-12,38,804,2,0
C00929,2024-01,33,1695,0,0
C00929,2024-02,15,1837,2,0
C00929,2024-03,16,1449,1,0
C00929,2024-04,31,1620,3,0
C00929,2024-05,42,1067,2,0
C00929,2024-06,35,1181,1,0
C00930,2023-01,34,2170,5,0
C00930,2023-02,43,2176,3,1
C00930,2023-04,23,1637,3,1
C00930,2023-05,34,1507,0,0
C00930,2023-06,34,1564,3,0
C00930,2023-07,14,1421,2,0
C00930,2023-08,34,1540,4,1
C00930,2023-09,29,1562,5,4
C00930,2023-10,19,1794,4,3
C00930,2023-11,18,1396,4,1
C00930,2023-12,27,1509,5,1
C00930,2024-01,18,940,2,1
C00930,2024-02,13,723,6,2
C00930,2024-03,23,719,2,2
C00930,2024-04,18,1038,6,2
C00930,2024-05,25,1009,4,5
C00930,2024-06,12,810,6,4
C00931,2023-01,54,1268,2,0
C00931,2023-02,24,1373,3,0
C00931,2023-03,46,1568,3,0
C00931,2023-04,40,1610,0,1
C00931,2023-05,45,1705,2,1
C00931,2023-07,41,1383,4,0
C00931,2023-08,31,1583,0,0
C00931,2023-09,53,1985,0,0
C00931,2023-10,24,1275,1,3
C00931,2023-11,31,1734,2,0
C00931,2023-12,39,1882,2,1
C00931,2024-01,35,1302,2,0
C00931,2024-02,25,1946,1,0
C00931,2024-03,46,1025,4,0
C00931,2024-04,22,1143,3,0
C00931,2024-05,35,1412,3,0
C00931,2024-06,37,2048,2,0
C00932,2023-01,36,1565,5,0
C00932,2023-02,32,2148,1,0
C00932,2023-03,28,1864,1,1
C00932,2023-04,28,1877,1,1
C00932,2023-05,53,1902,3,0
C00932,2023-06,20,1292,3,1
C00932,2023-07,48,1715,3,2
C00932,2023-08,12,1560,4,1
C00932,2023-09,24,1086,9,2
C00932,2023-10,26,1167,6,3
C00932,2023-12,26,1211,3,1
C00932,2024-01,22,1272,5,2
C00932,2024-02,8,1403,6,3
C00932,2024-03,17,626,3,1
C00932,2024-04,13,926,1,2
C00932,2024-05,9,747,7,3
C00932,2024-06,9,819,5,4
C00933,2023-02,47,1967,2,0
C00933,2023-03,38,1275,0,0
C00933,2023-04,47,1760,3,0
C00933,2023-05,26,2111,0,1
C00933,2023-06,28,2050,3,0
C00933,2023-07,54,1701,2,0
C00933,2023-10,30,1591,4,0
C00933,2023-11,53,1696,4,0
C00933,2023-12,29,1537,4,0
C00933,2024-01,24,999,1,1
C00933,2024-02,35,1715,0,0
C00933,2024-03,52,1456,0,0
C00933,2024-04,25,1746,2,0
C00933,2024-06,34,1154,2,0
C00934,2023-01,19,1688,0,0
C00934,2023-02,20,1825,1,1
C00934,2023-04,33,1344,1,0
C00934,2023-05,35,1904,0,0
C00934,2023-06,49,1551,2,0
C00934,2023-07,31,1247,4,0
C00934,2023-08,26,1488,0,1
C00934,2023-09,41,1081,0,4
C00934,2023-11,39,1316,2,0
C00934,2023-12,32,1538,3,0
C00934,2024-03,42,1340,0,0
C00934,2024-04,19,1365,0,0
C00934,2024-05,29,1435,1,0
C00934,2024-06,39,1362,1,0
C00935,2023-01,26,1159,2,1
C00935,2023-02,43,1556,1,1
C00935,2023-03,56,1593,1,1
C00935,2023-04,35,1896,1,0
C00935,2023-05,31,1247,2,0
C00935,2023-06,42,1940,3,1
C00935,2023-08,26,1152,2,0
C00935,2023-09,31,1798,1,0
C00935,2023-10,33,1876,1,0
C00935,2023-12,39,1799,4,0
C00935,2024-01,29,1242,3,0
C00935,2024-02,52,1798,2,0
C00935,2024-03,56,1427,2,1
C00935,2024-04,12,1488,1,1
C00935,2024-05,45,1355,3,0
C00935,2024-06,46,2041,0,0
C00936,2023-01,34,1456,1,0
C00936,2023-02,35,1168,2,0
C00936,2023-03,36,1211,2,0
C00936,2023-04,36,1816,5,0
C00936,2023-08,22,1689,2,1
C00936,2023-09,35,1006,0,0
C00936,2023-10,29,2598,3,0
C00936,2023-12,34,694,0,0
C00936,2024-01,56,2315,1,1
C00936,2024-03,33,1621,0,0
C00936,2024-04,50,1451,1,0
C00936,2024-05,48,1648,2,1
C00937,2023-01,29,858,2,0
C00937,2023-02,42,1484,3,0
C00937,2023-05,44,1613,3,0
C00937,2023-06,48,1163,1,1
C00937,2023-08,39,1151,3,0
C00937,2023-09,29,820,1,0
C00937,2023-12,48,870,2,0
C00937,2024-03,40,1308,3,0
C00937,2024-04,33,1712,1,0
C00937,2024-05,36,1850,2,1
C00938,2023-01,40,1970,2,1
C00938,2023-02,44,2194,0,1
C00938,2023-03,37,2026,0,0
C00938,2023-04,44,1762,4,3
C00938,2023-05,52,1841,1,1
C00938,2023-06,22,1573,4,0
C00938,2023-07,17,1302,3,0
C00938,2023-08,25,1006,1,3
C00938,2023-09,27,643,2,1
C00938,2023-11,15,950,4,2
C00938,2023-12,34,1037,0,0
C00938,2024-01,23,632,2,3
C00938,2024-02,16,745,5,1
C00938,2024-03,12,639,5,4
C00938,2024-04,15,446,3,3
C00938,2024-05,7,317,5,1
C00938,2024-06,13,335,4,1
C00939,2023-03,31,1932,4,0
C00939,2023-04,49,1392,4,0
C00939,2023-05,39,1576,3,0
C00939,2023-06,38,1381,1,0
C00939,2023-07,22,1242,4,0
C00939,2023-09,36,1468,3,1
C00939,2023-10,22,1134,5,2
C00939,2023-11,19,1307,8,2
C00939,2023-12,14,988,5,2
C00939,2024-02,21,702,5,3
C00939,2024-03,14,1062,7,0
C00939,2024-04,5,463,6,3
C00939,2024-06,19,687,7,3
C00940,2023-01,43,1690,0,0
C00940,2023-03,25,1976,0,0
C00940,2023-04,25,1289,0,0
C00940,2023-05,35,1928,3,0
C00940,2023-06,31,1708,1,3
C00940,2023-07,38,1505,3,1
C00940,2023-08,20,1841,1,2
C00940,2023-09,29,1077,2,0
C00940,2023-10,24,1294,4,1
C00940,2023-11,24,805,2,1
C00940,2023-12,29,782,3,3
C00940,2024-01,14,918,5,3
C00940,2024-02,25,920,3,3
C00940,2024-04,5,1011,1,3
C00940,2024-05,23,484,4,3
C00940,2024-06,5,346,5,5
C00941,2023-01,18,952,2,0
C00941,2023-02,17,1809,2,1
C00941,2023-03,41,978,0,0
C00941,2023-04,31,1070,0,1
C00941,2023-05,38,1709,0,0
C00941,2023-06,51,1538,1,2
C00941,2023-07,53,1811,2,0
C00941,2023-08,56,1678,0,0
C00941,2023-09,32,1163,2,0
C00941,2023-10,24,2312,2,0
C00941,2023-11,31,1364,1,0
C00941,2023-12,24,962,0,1
C00941,2024-01,50,1868,0,2
C00941,2024-02,42,1570,1,0
C00941,2024-03,36,1433,4,0
C00941,2024-04,25,1649,3,0
C00941,2024-06,35,1902,1,0
C00942,2023-01,45,2417,2,0
C00942,2023-02,37,1594,3,0
C00942,2023-03,35,1774,0,0
C00942,2023-04,14,1778,1,2
C00942,2023-05,32,1716,2,1
C00942,2023-06,21,1858,5,2
C00942,2023-07,18,1932,5,2
C00942,2023-08,35,1264,5,1
C00942,2023-09,13,805,2,3
C00942,2023-10,29,1392,4,2
C00942,2023-12,27,261,3,0
C00942,2024-01,38,618,2,2
C00942,2024-02,5,1076,5,2
C00942,2024-03,12,1057,2,1
C00942,2024-04,19,289,1,3
C00942,2024-05,20,900,4,1
C00942,2024-06,10,589,8,4
C00943,2023-01,38,728,1,0
C00943,2023-02,40,2245,0,0
C00943,2023-03,40,931,4,1
C00943,2023-04,39,1522,3,0
C00943,2023-05,28,2544,2,1
C00943,2023-06,46,1000,3,1
C00943,2023-07,40,1689,2,0
C00943,2023-08,41,1376,0,0
C00943,2023-09,50,1377,1,0
C00943,2023-10,28,1348,3,0
C00943,2023-11,17,1028,2,0
C00943,2023-12,18,1335,1,0
C00943,2024-01,26,1378,2,0
C00943,2024-02,41,1983,1,2
C00943,2024-03,39,1665,2,0
C00943,2024-04,45,1839,3,2
C00943,2024-05,31,2165,0,0
C00943,2024-06,29,2016,1,1
C00944,2023-01,26,1873,5,1
C00944,2023-03,37,2354,7,0
C00944,2023-04,32,1680,2,0
C00944,2023-05,13,1122,1,0
C00944,2023-06,36,1368,8,0
C00944,2023-08,26,1608,3,0
C00944,2023-09,40,1541,3,2
C00944,2023-10,11,1537,2,2
C00944,2023-11,20,1320,5,1
C00944,2024-01,13,844,3,0
C00944,2024-03,13,427,5,0
C00944,2024-04,0,912,8,2
C00945,2023-01,20,1130,2,0
C00945,2023-04,31,1426,3,0
C00945,2023-05,52,758,5,0
C00945,2023-06,38,2630,0,0
C00945,2023-07,17,1203,1,0
C00945,2023-09,26,1502,2,0
C00945,2023-10,48,1418,0,1
C00945,2023-11,37,937,0,0
C00945,2023-12,46,1410,5,0
C00945,2024-01,23,1716,2,0
C00945,2024-03,18,1780,3,0
C00945,2024-06,41,1216,3,1
C00946,2023-01,31,1361,0,0
C00946,2023-04,27,1850,4,0
C00946,2023-05,32,1449,0,1
C00946,2023-06,28,1837,3,1
C00946,2023-07,23,1868,4,2
C00946,2023-09,30,1693,0,3
C00946,2023-10,31,1144,5,0
C00946,2023-11,19,1453,7,1
C00946,2023-12,32,905,7,3
C00946,2024-01,6,501,5,2
C00946,2024-02,33,919,3,3
C00946,2024-03,17,738,3,3
C00946,2024-04,20,403,5,2
C00946,2024-06,0,665,5,4
C00947,2023-01,27,730,1,1
C00947,2023-03,33,1896,2,0
C00947,2023-04,44,1146,4,0
C00947,2023-05,34,1996,2,2
C00947,2023-06,42,1336,2,0
C00947,2023-07,23,1749,2,0
C00947,2023-08,21,1165,3,0
C00947,2023-09,35,2056,4,0
C00947,2023-11,30,1208,2,0
C00947,2023-12,39,1684,1,0
C00947,2024-01,50,2108,1,2
C00947,2024-03,29,2165,0,0
C00947,2024-04,40,973,1,1
C00947,2024-05,27,1421,3,0
C00947,2024-06,24,1357,3,0
C00948,2023-01,43,1417,5,0
C00948,2023-02,34,683,1,0
C00948,2023-03,34,1255,1,0
C00948,2023-04,24,2196,0,1
C00948,2023-05,37,1582,3,0
C00948,2023-06,23,1492,1,0
C00948,2023-07,28,1978,2,1
C00948,2023-08,31,1705,2,0
C00948,2023-10,43,1627,0,0
C00948,2023-11,38,2087,2,1
C00948,2024-01,42,1346,2,0
C00948,2024-02,29,1568,1,0
C00948,2024-03,34,1230,3,1
C00948,2024-04,36,1468,3,0
C00948,2024-05,46,2184,0,1
C00948,2024-06,26,1202,3,0
C00949,2023-01,23,916,1,0
C00949,2023-03,27,1878,0,1
C00949,2023-04,30,1004,2,0
C00949,2023-05,9,2057,3,1
C00949,2023-07,37,1157,4,0
C00949,2023-08,32,2132,1,0
C00949,2023-09,35,1416,0,1
C00949,2023-10,34,2194,2,0
C00949,2023-11,32,1701,1,0
C00949,2023-12,51,1460,2,0
C00949,2024-01,36,1951,0,2
C00949,2024-02,30,1490,1,1
C00949,2024-03,25,1370,2,2
C00949,2024-04,32,1801,3,0
C00950,2023-01,27,697,1,0
C00950,2023-02,36,1432,0,0
C00950,2023-03,24,1475,0,0
C00950,2023-04,22,802,2,0
C00950,2023-06,49,1880,4,0
C00950,2023-08,51,1259,1,0
C00950,2023-09,35,1505,4,0
C00950,2023-10,29,1806,3,0
C00950,2023-11,34,1387,2,0
C00950,2023-12,46,1921,1,0
C00950,2024-03,37,977,3,0
C00950,2024-05,31,1434,0,1
C00950,2024-06,51,1464,0,0
C00951,2023-01,31,2021,3,2
C00951,2023-04,37,1346,2,0
C00951,2023-05,42,1199,2,0
C00951,2023-07,8,1594,0,0
C00951,2023-08,25,1986,4,1
C00951,2023-09,20,2062,2,1
C00951,2023-11,38,1223,2,1
C00951,2023-12,30,1321,1,0
C00951,2024-01,39,1555,2,1
C00951,2024-02,31,1896,2,1
C00951,2024-04,36,1025,1,0
C00951,2024-06,32,1621,0,0
C00952,2023-06,25,1646,2,2
C00952,2023-07,22,1753,2,0
C00952,2023-09,45,1265,3,1
C00952,2023-10,29,1161,2,0
C00952,2023-12,48,1139,1,0
C00952,2024-01,31,2505,1,0
C00952,2024-04,33,1009,1,0
C00952,2024-05,37,2253,2,0
C00953,2023-02,26,1728,0,1
C00953,2023-03,41,858,5,0
C00953,2023-04,44,1802,1,0
C00953,2023-05,41,1589,1,0
C00953,2023-06,51,974,1,0
C00953,2023-07,20,1437,0,0
C00953,2023-08,25,1434,1,1
C00953,2023-09,52,1785,0,0
C00953,2023-10,35,1429,0,0
C00953,2023-11,26,1522,1,1
C00953,2024-01,18,1286,2,0
C00953,2024-04,39,1255,1,1
C00953,2024-05,51,1111,1,0
C00953,2024-06,49,1417,1,0
C00954,2023-01,22,1951,3,0
C00954,2023-02,45,1635,2,0
C00954,2023-03,48,1576,4,0
C00954,2023-04,30,1777,4,0
C00954,2023-05,43,1831,4,1
C00954,2023-07,29,1628,3,1
C00954,2023-08,20,1454,0,3
C00954,2023-09,37,856,1,3
C00954,2023-10,15,1364,4,4
C00954,2023-11,10,985,8,4
C00954,2023-12,33,573,4,3
C00954,2024-01,25,378,3,1
C00954,2024-02,15,283,2,2
C00954,2024-03,12,625,4,3
C00954,2024-05,8,939,4,4
C00954,2024-06,16,534,6,1
C00955,2023-01,37,2052,3,0
C00955,2023-02,44,1763,3,2
C00955,2023-03,33,2131,4,0
C00955,2023-06,39,1815,2,1
C00955,2023-07,27,1283,6,1
C00955,2023-08,28,1181,3,1
C00955,2023-09,23,955,5,2
C00955,2023-10,26,976,5,1
C00955,2023-11,24,1039,3,4
C00955,2023-12,10,718,6,2
C00955,2024-02,21,826,6,4
C00955,2024-04,13,299,3,4
C00955,2024-05,18,381,7,1
C00956,2023-01,55,1804,0,0
C00956,2023-05,13,1279,1,0
C00956,2023-06,33,949,3,1
C00956,2023-09,37,1521,1,0
C00956,2024-01,46,1818,2,0
C00956,2024-04,24,1549,2,0
C00956,2024-05,29,1943,3,0
C00956,2024-06,34,1063,1,0
C00957,2023-01,38,982,0,1
C00957,2023-02,45,804,3,1
C00957,2023-03,25,1655,0,0
C00957,2023-04,25,1083,0,1
C00957,2023-05,26,782,3,0
C00957,2023-06,40,1315,2,0
C00957,2023-07,31,1553,0,1
C00957,2023-08,22,1996,2,0
C00957,2023-09,30,1540,0,0
C00957,2023-10,42,731,2,1
C00957,2023-11,38,1536,2,0
C00957,2023-12,38,1316,0,0
C00957,2024-01,51,2467,0,0
C00957,2024-02,47,1446,2,0
C00957,2024-03,52,1676,0,0
C00957,2024-04,24,1658,2,0
C00957,2024-05,43,1358,3,0
C00957,2024-06,35,1852,0,1
C00958,2023-01,28,1809,2,0
C00958,2023-02,42,1815,0,0
C00958,2023-03,37,2143,0,1
C00958,2023-04,22,1540,2,1
C00958,2023-05,26,1441,4,0
C00958,2023-06,47,1027,0,0
C00958,2023-07,35,1427,2,2
C00958,2023-08,28,1307,5,0
C00958,2023-09,22,1523,3,1
C00958,2023-10,27,1028,2,2
C00958,2023-11,26,1186,4,2
C00958,2023-12,19,455,4,2
C00958,2024-01,9,504,8,4
C00958,2024-02,11,1361,0,1
C00958,2024-03,24,1197,7,1
C00958,2024-04,22,618,3,4
C00958,2024-05,6,668,3,3
C00958,2024-06,2,333,3,1
C00959,2023-01,36,1370,1,2
C00959,2023-02,33,1826,1,0
C00959,2023-03,15,985,0,1
C00959,2023-04,36,1442,0,1
C00959,2023-05,29,927,0,0
C00959,2023-06,29,1827,1,0
C00959,2023-07,39,1787,2,0
C00959,2023-08,35,1333,3,0
C00959,2023-09,33,1399,1,0
C00959,2023-10,25,2460,0,0
C00959,2023-11,26,902,3,1
C00959,2023-12,40,1411,3,0
C00959,2024-01,38,1105,0,0
C00959,2024-03,33,1612,0,1
C00959,2024-04,41,1511,4,0
C00959,2024-05,36,1652,2,0
C00959,2024-06,34,2277,1,0
C00960,2023-01,26,1416,4,0
C00960,2023-02,14,847,2,0
C00960,2023-03,27,1756,1,0
C00960,2023-04,28,1183,4,0
C00960,2023-05,31,1747,2,0
C00960,2023-06,42,1740,3,0
C00960,2023-07,31,1310,0,0
C00960,2023-09,31,1798,4,0
C00960,2023-10,18,1387,2,0
C00960,2023-11,36,1768,4,0
C00960,2023-12,40,2123,0,0
C00960,2024-01,33,1375,3,1
C00960,2024-02,36,1832,2,1
C00960,2024-03,37,1885,0,1
C00960,2024-04,28,982,2,1
C00960,2024-05,36,2265,2,0
C00960,2024-06,54,1249,2,2
C00961,2023-02,40,1851,1,0
C00961,2023-07,17,1820,4,0
C00961,2023-10,29,1578,1,2
C00961,2023-12,24,1426,0,0
C00961,2024-01,2,972,4,0
C00961,2024-02,30,1079,2,2
C00961,2024-03,20,687,7,2
C00961,2024-05,17,630,5,3
C00961,2024-06,15,462,7,3
C00962,2023-01,20,1711,2,0
C00962,2023-02,20,744,1,0
C00962,2023-03,49,1291,3,0
C00962,2023-04,22,1464,0,0
C00962,2023-05,55,1101,2,0
C00962,2023-06,47,911,2,1
C00962,2023-07,14,1217,2,2
C00962,2023-09,34,1564,0,1
C00962,2023-11,35,2375,3,0
C00962,2023-12,31,1702,3,0
C00962,2024-01,33,1477,3,0
C00962,2024-02,28,1265,2,1
C00962,2024-04,41,1221,2,0
C00962,2024-05,44,1595,3,0
C00962,2024-06,44,1874,0,0
C00963,2023-01,37,1639,2,0
C00963,2023-02,32,648,0,2
C00963,2023-03,50,2250,0,0
C00963,2023-04,24,1678,2,0
C00963,2023-05,31,1809,1,0
C00963,2023-06,36,1776,0,1
C00963,2023-07,43,1498,0,0
C00963,2023-08,50,2001,1,0
C00963,2023-09,31,1868,6,0
C00963,2023-11,38,1893,3,0
C00963,2023-12,43,1891,3,0
C00963,2024-01,37,1666,1,0
C00963,2024-02,44,1203,0,1
C00963,2024-03,15,1533,5,0
C00963,2024-04,30,1513,2,2
C00963,2024-05,54,1135,2,0
C00963,2024-06,39,1870,0,0
C00964,2023-01,33,1323,2,0
C00964,2023-04,21,905,1,0
C00964,2023-05,28,1146,4,0
C00964,2023-07,37,1798,1,0
C00964,2023-08,31,1000,1,1
C00964,2023-09,49,587,1,1
C00964,2023-10,40,1552,0,0
C00964,2023-11,19,1267,5,1
C00964,2024-01,44,1373,1,0
C00964,2024-02,52,2338,1,0
C00964,2024-03,39,1253,1,0
C00964,2024-05,43,1998,0,0
C00964,2024-06,40,1243,2,1
C00965,2023-01,24,1178,3,0
C00965,2023-03,29,1694,0,0
C00965,2023-06,19,1815,1,0
C00965,2023-09,44,1460,3,0
C00965,2023-10,27,1067,3,0
C00965,2023-11,38,611,1,0
C00965,2024-03,48,1923,2,0
C00965,2024-04,65,1334,0,0
C00965,2024-05,26,973,0,0
C00966,2023-01,21,2199,1,0
C00966,2023-02,29,1096,1,2
C00966,2023-03,29,1600,0,0
C00966,2023-04,57,1483,3,0
C00966,2023-05,39,1553,2,1
C00966,2023-06,40,1769,3,1
C00966,2023-07,29,1727,1,0
C00966,2023-08,37,925,3,1
C00966,2023-09,20,1499,1,0
C00966,2023-10,34,1872,2,2
C00966,2023-11,41,2025,0,0
C00966,2023-12,31,1509,0,1
C00966,2024-01,37,1596,1,0
C00966,2024-02,37,1646,1,0
C00966,2024-03,25,806,2,0
C00966,2024-04,26,1171,1,0
C00966,2024-05,25,1490,0,1
C00966,2024-06,26,1782,1,0
C00967,2023-01,35,2386,0,0
C00967,2023-03,29,1912,3,1
C00967,2023-04,43,1524,4,1
C00967,2023-05,25,1523,3,1
C00967,2023-06,31,1541,1,0
C00967,2023-09,26,1532,3,0
C00967,2023-10,40,1355,2,2
C00967,2023-12,23,1077,1,2
C00967,2024-01,0,1324,5,1
C00967,2024-02,8,757,4,4
C00967,2024-04,22,597,1,3
C00967,2024-05,2,1027,6,4
C00967,2024-06,18,816,5,3
C00968,2023-01,29,1355,2,0
C00968,2023-02,25,1117,1,0
C00968,2023-03,26,2124,1,0
C00968,2023-04,53,1599,4,0
C00968,2023-05,41,744,1,0
C00968,2023-06,42,1862,0,0
C00968,2023-07,40,1880,0,0
C00968,2023-08,39,1415,0,1
C00968,2023-09,36,1808,2,1
C00968,2023-10,51,1036,2,0
C00968,2023-12,39,2116,1,0
C00968,2024-01,45,937,3,0
C00968,2024-03,54,2368,1,0
C00968,2024-04,41,1774,1,0
C00968,2024-05,16,1187,4,0
C00968,2024-06,31,1311,0,0
C00969,2023-01,34,1506,5,0
C00969,2023-02,39,1372,0,0
C00969,2023-04,19,1336,3,0
C00969,2023-05,33,1088,3,0
C00969,2023-06,27,1375,0,1
C00969,2023-08,28,1680,0,0
C00969,2023-09,40,1949,2,0
C00969,2023-10,22,1843,4,0
C00969,2023-11,30,2386,3,0
C00969,2023-12,43,2481,4,1
C00969,2024-01,30,953,0,0
C00969,2024-02,39,1361,0,0
C00969,2024-03,3,1063,3,0
C00969,2024-04,51,1860,0,0
C00969,2024-05,44,1600,3,1
C00970,2023-01,37,1585,3,0
C00970,2023-02,30,1756,0,1
C00970,2023-03,39,1796,4,1
C00970,2023-04,39,1391,2,0
C00970,2023-05,29,1911,1,1
C00970,2023-07,33,1575,4,1
C00970,2023-08,21,1722,7,1
C00970,2023-09,15,884,4,1
C00970,2023-10,8,919,7,0
C00970,2023-11,6,679,5,2
C00970,2023-12,24,1421,5,3
C00970,2024-01,21,723,7,1
C00970,2024-03,20,1190,3,2
C00970,2024-04,14,1306,5,3
C00970,2024-05,17,923,5,3
C00970,2024-06,9,317,6,2
C00971,2023-01,39,1605,4,0
C00971,2023-02,29,1461,1,0
C00971,2023-03,43,1912,3,0
C00971,2023-04,29,1220,3,1
C00971,2023-05,61,1094,3,0
C00971,2023-08,27,1417,0,0
C00971,2023-10,29,1829,2,0
C00971,2024-01,30,763,0,1
C00971,2024-02,24,2046,0,1
C00971,2024-03,32,1169,3,1
C00971,2024-04,30,1481,2,0
C00971,2024-05,27,1051,4,0
C00971,2024-06,34,1052,1,0
C00972,2023-01,38,1828,3,0
C00972,2023-02,27,1996,1,3
C00972,2023-03,45,1982,4,1
C00972,2023-04,43,1175,2,0
C00972,2023-05,39,1714,1,0
C00972,2023-06,48,1056,0,0
C00972,2023-07,35,1169,2,0
C00972,2023-08,34,1348,6,0
C00972,2023-09,43,1053,2,0
C00972,2023-10,31,1167,3,0
C00972,2023-11,15,1460,1,0
C00972,2023-12,30,1229,4,0
C00972,2024-01,32,1499,3,0
C00972,2024-02,47,1656,2,1
C00972,2024-03,29,1591,1,1
C00972,2024-04,25,1170,4,0
C00972,2024-05,25,1552,0,1
C00972,2024-06,29,1632,1,0
C00973,2023-01,61,1245,3,1
C00973,2023-04,41,1312,0,0
C00973,2023-05,27,1853,3,1
C00973,2023-06,33,2163,4,0
C00973,2023-08,36,1486,4,1
C00973,2023-10,58,1714,2,0
C00973,2023-11,6,1166,0,1
C00973,2023-12,50,1845,2,0
C00973,2024-01,37,1460,0,0
C00973,2024-02,24,1358,0,1
C00973,2024-03,31,946,0,0
C00973,2024-05,36,1634,0,0
C00973,2024-06,20,1573,2,0
C00974,2023-02,21,1339,0,1
C00974,2023-06,40,1946,0,0
C00974,2023-07,45,1967,0,0
C00974,2023-09,31,2047,0,0
C00974,2023-10,36,1521,0,0
C00974,2024-01,28,1813,1,0
C00974,2024-02,36,1147,4,0
C00974,2024-05,13,2344,4,0
C00974,2024-06,31,1374,2,1
C00975,2023-01,53,1898,3,0
C00975,2023-03,30,1990,3,0
C00975,2023-04,31,1484,3,1
C00975,2023-05,31,1201,3,2
C00975,2023-08,16,1117,4,1
C00975,2023-12,18,1142,4,1
C00975,2024-03,2,595,6,4
C00975,2024-04,14,301,6,2
C00976,2023-01,34,1590,1,0
C00976,2023-02,29,1120,1,0
C00976,2023-03,10,1489,2,0
C00976,2023-05,33,2054,2,1
C00976,2023-06,39,1463,1,1
C00976,2023-07,38,1276,1,0
C00976,2023-08,45,1554,2,0
C00976,2023-09,12,1947,2,1
C00976,2023-10,32,1523,1,1
C00976,2023-11,16,1077,2,0
C00976,2023-12,41,1101,0,1
C00976,2024-01,42,1993,2,0
C00976,2024-02,19,1939,3,0
C00976,2024-03,40,1652,2,2
C00976,2024-04,35,1759,3,1
C00976,2024-05,45,1857,7,0
C00976,2024-06,44,2126,2,0
C00977,2023-02,33,2000,3,1
C00977,2023-05,40,1188,0,0
C00977,2023-06,29,1395,1,0
C00977,2023-08,46,1294,3,0
C00977,2023-10,36,1160,1,0
C00977,2023-11,29,1096,0,1
C00977,2023-12,37,1228,3,0
C00977,2024-01,35,1694,1,0
C00977,2024-02,28,659,2,0
C00977,2024-04,52,1305,0,0
C00977,2024-05,24,2124,3,1
C00978,2023-01,27,1598,0,0
C00978,2023-02,31,2172,1,0
C00978,2023-03,23,1154,3,1
C00978,2023-04,19,1016,0,0
C00978,2023-05,25,612,5,0
C00978,2023-06,52,1298,3,0
C00978,2023-07,28,818,1,1
C00978,2023-08,46,2222,3,1
C00978,2023-09,44,1662,4,1
C00978,2023-10,29,1755,2,1
C00978,2023-11,31,766,0,0
C00978,2023-12,49,876,2,0
C00978,2024-01,43,1500,2,0
C00978,2024-02,39,549,1,0
C00978,2024-03,34,2001,5,0
C00978,2024-04,38,1595,2,0
C00978,2024-05,29,1360,2,0
C00978,2024-06,36,2083,0,1
C00979,2023-01,39,1074,2,1
C00979,2023-04,40,2329,5,0
C00979,2023-07,15,1258,1,0
C00979,2023-09,48,1938,2,1
C00979,2023-11,33,1659,2,0
C00979,2023-12,25,1352,2,0
C00979,2024-02,32,1516,3,1
C00979,2024-03,8,1652,4,0
C00979,2024-04,35,1422,3,1
C00980,2023-01,44,1787,2,0
C00980,2023-02,53,2047,0,2
C00980,2023-03,36,1735,1,0
C00980,2023-04,36,1351,1,1
C00980,2023-05,20,1138,3,0
C00980,2023-06,15,1801,0,3
C00980,2023-07,16,1531,1,0
C00980,2023-08,19,1404,3,0
C00980,2023-09,19,1441,7,1
C00980,2023-10,16,1673,4,2
C00980,2023-11,26,617,4,0
C00980,2023-12,26,1428,1,2
C00980,2024-01,28,963,3,3
C00980,2024-02,11,1065,8,1
C00980,2024-03,12,822,6,3
C00980,2024-04,34,1245,4,4
C00980,2024-05,0,757,5,3
C00980,2024-06,0,471,5,2
C00981,2023-01,41,984,1,0
C00981,2023-04,35,2154,3,0
C00981,2023-07,30,1222,2,0
C00981,2023-08,34,1624,1,0
C00981,2023-09,37,1345,1,0
C00981,2023-10,32,1936,1,0
C00981,2023-11,24,1472,0,0
C00981,2024-01,37,1092,2,0
C00981,2024-04,44,1705,1,0
C00981,2024-05,32,1551,0,0
C00982,2023-01,41,1900,3,0
C00982,2023-02,42,1180,2,0
C00982,2023-03,26,1603,0,1
C00982,2023-04,29,1491,0,0
C00982,2023-05,32,1265,1,0
C00982,2023-06,39,1581,0,0
C00982,2023-07,53,2004,0,0
C00982,2023-08,37,1592,3,0
C00982,2023-09,16,1654,1,0
C00982,2023-11,42,1558,0,0
C00982,2024-01,32,2198,4,1
C00982,2024-02,29,2387,2,0
C00982,2024-03,20,1575,3,0
C00982,2024-05,16,1605,2,0
C00982,2024-06,36,1676,3,0
C00983,2023-01,56,1670,1,0
C00983,2023-03,22,1766,4,1
C00983,2023-04,41,1674,3,0
C00983,2023-06,29,1961,3,0
C00983,2023-08,31,727,2,0
