날짜,카테고리,카테고리매출,카테고리주문수
2024-01-03,뷰티,27.3,4
2024-01-03,생활,33.7,4
2024-01-03,스포츠,15.0,2
2024-01-03,가구,30.1,7
2024-01-03,도서,17.3,2
2024-01-03,완구,17.1,8
2024-01-03,반려,14.3,3
2024-01-04,식품,129.1,16
2024-01-04,의류,50.4,10
2024-01-04,전자,69.8,27
2024-01-04,뷰티,44.2,11
2024-01-04,생활,55.6,9
2024-01-04,스포츠,27.3,9
2024-01-04,가구,45.7,7
2024-01-04,도서,25.6,5
2024-01-04,완구,30.8,4
2024-01-04,반려,22.5,5
2024-01-05,식품,53.4,8
2024-01-05,의류,26.7,3
2024-01-05,전자,29.0,10
2024-01-05,뷰티,17.6,2
2024-01-05,생활,21.3,8
2024-01-05,스포츠,11.2,1
2024-01-05,가구,16.0,4
2024-01-05,도서,9.3,4
2024-01-05,완구,12.2,3
2024-01-05,반려,10.4,1
2024-01-06,식품,142.0,35
2024-01-06,의류,68.1,14
2024-01-06,전자,76.7,10
2024-01-06,뷰티,53.5,7
2024-01-06,생활,56.9,19
2024-01-06,스포츠,34.4,6
2024-01-06,가구,49.1,9
2024-01-06,도서,24.6,3
2024-01-06,완구,28.2,5
2024-01-06,반려,27.5,3
2024-01-07,식품,119.5,42
2024-01-07,의류,60.6,23
2024-01-07,전자,64.3,29
2024-01-07,뷰티,47.2,18
2024-01-07,생활,55.9,7
2024-01-07,스포츠,28.1,11
2024-01-07,가구,39.3,6
2024-01-07,도서,26.3,11
2024-01-07,완구,30.9,5
2024-01-07,반려,23.8,3
2024-01-08,식품,95.2,13
2024-01-08,의류,42.4,7
2024-01-08,전자,54.6,13
2024-01-08,뷰티,35.9,10
2024-01-08,생활,37.7,8
2024-01-08,스포츠,21.1,2
2024-01-08,가구,31.6,5
2024-01-08,도서,15.5,2
2024-01-08,완구,21.5,3
2024-01-08,반려,19.1,5
2024-01-09,식품,70.8,9
2024-01-09,의류,30.8,5
2024-01-09,전자,47.6,12
2024-01-09,뷰티,30.9,4
2024-01-09,생활,35.9,10
2024-01-09,스포츠,14.8,6
2024-01-09,가구,27.9,3
2024-01-09,도서,14.5,3
2024-01-09,완구,14.6,2
2024-01-09,반려,14.9,1
2024-01-10,식품,117.9,16
2024-01-10,의류,59.2,10
2024-01-10,전자,64.2,8
2024-01-10,뷰티,45.7,10
2024-01-10,생활,45.9,12
2024-01-10,스포츠,24.8,6
2024-01-10,가구,36.5,7
2024-01-10,도서,19.7,2
2024-01-10,완구,26.1,4
2024-01-10,반려,19.6,4
2024-01-11,식품,98.5,14
2024-01-11,의류,54.7,16
2024-01-11,전자,62.3,18
2024-01-11,뷰티,46.0,5
2024-01-11,생활,49.1,7
2024-01-11,스포츠,24.5,3
2024-01-11,가구,38.7,4
2024-01-11,도서,20.7,3
2024-01-11,완구,26.6,4
2024-01-11,반려,21.5,6
2024-01-12,식품,63.2,21
2024-01-12,의류,32.9,6
2024-01-12,전자,44.9,7
2024-01-12,뷰티,28.3,7
2024-01-12,생활,34.4,6
2024-01-12,스포츠,15.5,4
2024-01-12,가구,24.1,4
2024-01-12,도서,13.4,1
2024-01-12,완구,17.5,2
2024-01-12,반려,13.7,1
2024-01-13,식품,112.4,31
2024-01-13,의류,50.0,14
2024-01-13,전자,51.8,16
2024-01-13,뷰티,34.5,5
2024-01-13,생활,47.6,12
2024-01-13,스포츠,24.5,3
2024-01-13,가구,42.2,7
2024-01-13,도서,20.0,5
2024-01-13,완구,22.3,6
2024-01-13,반려,19.7,2
2024-01-14,식품,66.3,20
2024-01-14,의류,35.4,5
2024-01-14,전자,44.4,9
2024-01-14,뷰티,27.7,6
2024-01-14,생활,32.7,6
2024-01-14,스포츠,15.2,2
2024-01-14,가구,28.7,4
2024-01-14,도서,15.1,3
2024-01-14,완구,16.3,3
2024-01-14,반려,15.5,3
2024-01-15,식품,81.4,11
2024-01-15,의류,40.8,14
2024-01-15,전자,46.8,18
2024-01-15,뷰티,31.9,7
2024-01-15,생활,32.2,4
2024-01-15,스포츠,17.4,4
2024-01-15,가구,23.5,4
2024-01-15,도서,17.0,3
2024-01-15,완구,20.6,7
2024-01-15,반려,15.4,2
2024-01-16,식품,83.0,32
2024-01-16,의류,42.2,7
2024-01-16,전자,52.4,7
2024-01-16,뷰티,35.3,5
2024-01-16,생활,35.9,8
2024-01-16,스포츠,19.8,2
2024-01-16,가구,26.0,4
2024-01-16,도서,15.4,4
2024-01-16,완구,19.6,3
2024-01-16,반려,13.9,2
2024-01-17,식품,79.1,10
2024-01-17,의류,32.6,5
2024-01-17,전자,42.0,10
2024-01-17,뷰티,29.2,4
2024-01-17,생활,29.4,3
2024-01-17,스포츠,17.5,2
2024-01-17,가구,28.1,6
2024-01-17,도서,15.4,3
2024-01-17,완구,19.2,6
2024-01-17,반려,13.4,2
2024-01-18,식품,87.0,19
2024-01-18,의류,45.9,6
2024-01-18,전자,55.1,13
2024-01-18,뷰티,33.7,7
2024-01-18,생활,44.0,6
2024-01-18,스포츠,18.1,5
2024-01-18,가구,32.0,7
2024-01-18,도서,17.6,2
2024-01-18,완구,20.7,4
2024-01-18,반려,18.9,5
2024-01-19,식품,84.9,16
2024-01-19,의류,39.2,5
2024-01-19,전자,43.8,6
2024-01-19,뷰티,32.2,5
2024-01-19,생활,42.2,6
2024-01-19,스포츠,18.2,2
2024-01-19,가구,28.2,5
2024-01-19,도서,13.7,5
2024-01-19,완구,20.8,8
2024-01-19,반려,14.2,2
2024-01-20,식품,141.1,38
2024-01-20,의류,85.1,15
2024-01-20,전자,107.0,21
2024-01-20,뷰티,66.0,10
2024-01-20,생활,79.0,13
2024-01-20,스포츠,41.3,9
2024-01-20,가구,57.9,28
2024-01-20,도서,34.0,15
2024-01-20,완구,39.6,5
2024-01-20,반려,33.4,9
2024-01-21,식품,166.1,45
2024-01-21,의류,81.8,14
2024-01-21,전자,82.0,11
2024-01-21,뷰티,55.3,6
2024-01-21,생활,62.1,17
2024-01-21,스포츠,30.9,14
2024-01-21,가구,59.1,9
2024-01-21,도서,33.0,9
2024-01-21,완구,35.8,6
2024-01-21,반려,29.8,4
2024-01-22,식품,55.4,20
2024-01-22,의류,28.9,4
2024-01-22,전자,33.2,11
2024-01-22,뷰티,19.7,4
2024-01-22,생활,23.7,7
2024-01-22,스포츠,12.9,2
2024-01-22,가구,19.6,5
2024-01-22,도서,11.9,3
2024-01-22,완구,13.8,1
2024-01-22,반려,11.3,1
2024-01-23,식품,99.1,29
2024-01-23,의류,43.2,10
2024-01-23,전자,48.1,7
2024-01-23,뷰티,35.0,5
2024-01-23,생활,43.2,8
2024-01-23,스포츠,24.0,6
2024-01-23,가구,36.5,5
2024-01-23,도서,17.2,3
2024-01-23,완구,21.6,3
2024-01-23,반려,19.5,4
2024-01-24,식품,73.9,21
2024-01-24,의류,36.7,5
2024-01-24,전자,45.2,6
2024-01-24,뷰티,26.3,3
2024-01-24,생활,31.3,5
2024-01-24,스포츠,13.6,1
2024-01-24,가구,26.1,4
2024-01-24,도서,11.8,1
2024-01-24,완구,17.6,2
2024-01-24,반려,12.7,2
2024-01-25,식품,81.1,16
2024-01-25,의류,42.4,10
2024-01-25,전자,49.1,14
2024-01-25,뷰티,31.8,4
2024-01-25,생활,44.1,10
2024-01-25,스포츠,20.6,3
2024-01-25,가구,37.4,12
2024-01-25,도서,17.1,2
2024-01-25,완구,21.0,9
2024-01-25,반려,16.3,7
2024-01-26,식품,112.9,30
2024-01-26,의류,55.5,6
2024-01-26,전자,60.3,27
2024-01-26,뷰티,34.2,6
2024-01-26,생활,45.6,8
2024-01-26,스포츠,21.5,2
2024-01-26,가구,35.9,5
2024-01-26,도서,21.9,7
2024-01-26,완구,21.5,8
2024-01-26,반려,17.4,3
2024-01-27,식품,116.1,25
2024-01-27,의류,70.2,23
2024-01-27,전자,73.9,28
2024-01-27,뷰티,46.0,8
2024-01-27,생활,66.2,15
2024-01-27,스포츠,23.7,5
2024-01-27,가구,39.6,11
2024-01-27,도서,25.2,10
2024-01-27,완구,28.9,5
2024-01-27,반려,23.8,11
2024-01-28,식품,150.9,35
2024-01-28,의류,71.4,18
2024-01-28,전자,77.8,17
2024-01-28,뷰티,49.8,23
2024-01-28,생활,60.1,8
2024-01-28,스포츠,30.9,10
2024-01-28,가구,48.9,6
2024-01-28,도서,27.7,9
2024-01-28,완구,34.8,9
2024-01-28,반려,25.8,5
2024-01-29,식품,69.7,9
2024-01-29,의류,35.6,17
2024-01-29,전자,42.3,18
2024-01-29,뷰티,23.3,4
2024-01-29,생활,29.9,5
2024-01-29,스포츠,13.9,1
2024-01-29,가구,21.0,5
2024-01-29,도서,14.1,5
2024-01-29,완구,15.5,2
2024-01-29,반려,12.5,2
2024-01-30,식품,47.9,6
2024-01-30,의류,23.7,5
2024-01-30,전자,27.6,5
2024-01-30,뷰티,22.1,2
2024-01-30,생활,27.1,5
2024-01-30,스포츠,13.3,2
2024-01-30,가구,19.5,3
2024-01-30,도서,10.2,1
2024-01-30,완구,11.4,2
2024-01-30,반려,11.2,1
2024-01-31,식품,86.3,17
2024-01-31,의류,40.3,9
2024-01-31,전자,45.6,6
2024-01-31,뷰티,34.7,4
2024-01-31,생활,32.8,4
2024-01-31,스포츠,19.5,4
2024-01-31,가구,28.1,4
2024-01-31,도서,15.6,1
2024-01-31,완구,18.2,2
2024-01-31,반려,16.7,3
2024-02-01,식품,84.5,16
2024-02-01,의류,37.2,14
2024-02-01,전자,44.0,6
2024-02-01,뷰티,34.1,9
2024-02-01,생활,34.8,11
2024-02-01,스포츠,17.9,2
2024-02-01,가구,28.7,5
2024-02-01,도서,15.4,6
2024-02-01,완구,19.4,3
2024-02-01,반려,15.9,2
2024-02-02,식품,134.1,20
2024-02-02,의류,69.7,8
2024-02-02,전자,75.4,28
2024-02-02,뷰티,48.4,7
2024-02-02,생활,50.5,21
2024-02-02,스포츠,23.9,3
2024-02-02,가구,44.6,10
2024-02-02,도서,21.6,3
2024-02-02,완구,27.8,7
2024-02-02,반려,25.6,4
2024-02-03,식품,148.2,25
2024-02-03,의류,72.0,10
2024-02-03,전자,84.5,28
2024-02-03,뷰티,66.5,10
2024-02-03,생활,66.6,24
2024-02-03,스포츠,37.8,5
2024-02-03,가구,52.9,8
2024-02-03,도서,27.2,5
2024-02-03,완구,31.5,7
2024-02-03,반려,26.8,5
2024-02-04,식품,169.2,36
2024-02-04,의류,74.8,17
2024-02-04,전자,111.0,26
2024-02-04,뷰티,73.2,17
2024-02-04,생활,80.6,14
2024-02-04,스포츠,43.7,16
2024-02-04,가구,53.8,9
2024-02-04,도서,39.0,4
2024-02-04,완구,41.0,8
2024-02-04,반려,35.9,6
2024-02-05,식품,115.5,15
2024-02-05,의류,59.6,11
2024-02-05,전자,65.3,11
2024-02-05,뷰티,43.5,9
2024-02-05,생활,45.2,14
2024-02-05,스포츠,24.6,3
2024-02-05,가구,37.4,7
2024-02-05,도서,21.0,7
2024-02-05,완구,30.1,4
2024-02-05,반려,19.2,3
2024-02-06,식품,54.1,6
2024-02-06,의류,26.7,7
2024-02-06,전자,34.4,4
2024-02-06,뷰티,20.4,3
2024-02-06,생활,23.4,3
2024-02-06,스포츠,11.0,1
2024-02-06,가구,20.4,4
2024-02-06,도서,12.8,1
2024-02-06,완구,14.1,5
2024-02-06,반려,11.3,2
2024-02-07,식품,123.0,22
2024-02-07,의류,52.4,8
2024-02-07,전자,77.6,28
2024-02-07,뷰티,49.6,9
2024-02-07,생활,61.5,24
2024-02-07,스포츠,28.3,7
2024-02-07,가구,44.3,6
2024-02-07,도서,25.8,9
2024-02-07,완구,30.0,3
2024-02-07,반려,21.8,3
2024-02-08,식품,104.1,15
2024-02-08,의류,45.9,12
2024-02-08,전자,65.6,15
2024-02-08,뷰티,33.9,6
2024-02-08,생활,41.5,6
2024-02-08,스포츠,22.7,3
2024-02-08,가구,38.5,14
2024-02-08,도서,18.8,2
2024-02-08,완구,22.8,2
2024-02-08,반려,20.9,9
2024-02-09,식품,147.1,56
2024-02-09,의류,58.9,9
2024-02-09,전자,87.2,16
2024-02-09,뷰티,49.1,11
2024-02-09,생활,59.9,15
2024-02-09,스포츠,27.1,4
2024-02-09,가구,53.4,13
2024-02-09,도서,23.7,3
2024-02-09,완구,33.7,4
2024-02-09,반려,23.6,8
2024-02-10,식품,150.4,26
2024-02-10,의류,73.8,13
2024-02-10,전자,79.9,16
2024-02-10,뷰티,61.7,13
2024-02-10,생활,74.5,15
2024-02-10,스포츠,31.4,8
2024-02-10,가구,52.2,24
2024-02-10,도서,31.0,4
2024-02-10,완구,33.8,14
2024-02-10,반려,33.8,9
2024-02-11,식품,128.2,30
2024-02-11,의류,77.3,20
2024-02-11,전자,87.8,19
2024-02-11,뷰티,50.7,12
2024-02-11,생활,73.4,12
2024-02-11,스포츠,28.4,9
2024-02-11,가구,54.3,7
2024-02-11,도서,27.3,4
2024-02-11,완구,31.0,8
2024-02-11,반려,24.5,3
2024-02-12,식품,111.0,16
2024-02-12,의류,60.8,8
2024-02-12,전자,63.7,20
2024-02-12,뷰티,51.8,8
2024-02-12,생활,60.0,28
2024-02-12,스포츠,24.3,3
2024-02-12,가구,36.1,6
2024-02-12,도서,22.2,10
2024-02-12,완구,25.1,6
2024-02-12,반려,20.1,3
2024-02-13,식품,104.8,28
2024-02-13,의류,63.5,13
2024-02-13,전자,65.4,10
2024-02-13,뷰티,50.6,23
2024-02-13,생활,53.2,9
2024-02-13,스포츠,23.9,3
2024-02-13,가구,46.8,6
2024-02-13,도서,20.9,6
2024-02-13,완구,30.7,6
2024-02-13,반려,20.6,3
2024-02-14,식품,47.7,13
2024-02-14,의류,28.4,9
2024-02-14,전자,26.4,7
2024-02-14,뷰티,20.9,7
2024-02-14,생활,24.1,4
2024-02-14,스포츠,12.5,3
2024-02-14,가구,20.2,5
2024-02-14,도서,10.7,2
2024-02-14,완구,10.7,1
2024-02-14,반려,9.3,3
2024-02-15,식품,71.0,11
2024-02-15,의류,34.1,10
2024-02-15,전자,37.6,7
2024-02-15,뷰티,28.8,8
2024-02-15,생활,30.6,6
2024-02-15,스포츠,17.9,2
2024-02-15,가구,29.7,14
2024-02-15,도서,16.8,4
2024-02-15,완구,20.2,5
2024-02-15,반려,14.6,3
2024-02-16,식품,121.0,17
2024-02-16,의류,67.9,8
2024-02-16,전자,77.9,16
2024-02-16,뷰티,44.0,5
2024-02-16,생활,61.2,9
2024-02-16,스포츠,27.3,5
2024-02-16,가구,51.7,17
2024-02-16,도서,23.5,8
2024-02-16,완구,32.8,13
2024-02-16,반려,21.9,5
2024-02-17,식품,167.5,37
2024-02-17,의류,72.0,9
2024-02-17,전자,112.8,30
2024-02-17,뷰티,70.8,12
2024-02-17,생활,73.2,20
2024-02-17,스포츠,37.0,8
2024-02-17,가구,56.5,8
2024-02-17,도서,32.9,5
2024-02-17,완구,36.0,6
2024-02-17,반려,31.3,6
2024-02-18,식품,155.2,23
2024-02-18,의류,68.5,11
2024-02-18,전자,96.5,16
2024-02-18,뷰티,50.8,8
2024-02-18,생활,60.1,8
2024-02-18,스포츠,32.0,7
2024-02-18,가구,44.8,10
2024-02-18,도서,31.8,14
2024-02-18,완구,33.8,4
2024-02-18,반려,27.5,6
2024-02-19,식품,62.2,13
2024-02-19,의류,27.4,12
2024-02-19,전자,37.3,4
2024-02-19,뷰티,21.3,6
2024-02-19,생활,27.8,4
2024-02-19,스포츠,12.6,1
2024-02-19,가구,19.0,2
2024-02-19,도서,12.3,2
2024-02-19,완구,13.9,2
2024-02-19,반려,10.8,4
2024-02-20,식품,123.0,17
2024-02-20,의류,68.4,13
2024-02-20,전자,77.2,27
2024-02-20,뷰티,55.5,8
2024-02-20,생활,63.3,13
2024-02-20,스포츠,32.2,4
2024-02-20,가구,47.8,11
2024-02-20,도서,26.1,4
2024-02-20,완구,29.3,7
2024-02-20,반려,24.5,4
2024-02-21,식품,64.5,18
2024-02-21,의류,35.5,6
2024-02-21,전자,34.1,8
2024-02-21,뷰티,29.2,4
2024-02-21,생활,29.7,3
2024-02-21,스포츠,12.8,1
2024-02-21,가구,22.0,10
2024-02-21,도서,12.8,3
2024-02-21,완구,15.9,2
2024-02-21,반려,14.4,3
2024-02-22,식품,106.8,36
2024-02-22,의류,47.1,8
2024-02-22,전자,56.4,8
2024-02-22,뷰티,43.8,13
2024-02-22,생활,52.6,16
2024-02-22,스포츠,23.8,3
2024-02-22,가구,38.9,13
2024-02-22,도서,23.1,7
2024-02-22,완구,27.8,5
2024-02-22,반려,21.3,2
2024-02-23,식품,118.8,54
2024-02-23,의류,52.5,7
2024-02-23,전자,56.9,10
2024-02-23,뷰티,47.4,8
2024-02-23,생활,57.4,9
2024-02-23,스포츠,26.3,3
2024-02-23,가구,42.1,9
2024-02-23,도서,22.0,3
2024-02-23,완구,29.6,8
2024-02-23,반려,21.1,2
2024-02-24,식품,118.5,38
2024-02-24,의류,60.7,7
2024-02-24,전자,75.6,11
2024-02-24,뷰티,41.9,5
2024-02-24,생활,55.6,7
2024-02-24,스포츠,24.4,10
2024-02-24,가구,41.5,11
2024-02-24,도서,24.5,3
2024-02-24,완구,29.1,3
2024-02-24,반려,22.6,3
2024-02-25,식품,90.2,14
2024-02-25,의류,41.0,7
2024-02-25,전자,51.6,14
2024-02-25,뷰티,35.4,4
2024-02-25,생활,38.5,6
2024-02-25,스포츠,19.5,3
2024-02-25,가구,29.9,4
2024-02-25,도서,16.0,6
2024-02-25,완구,21.5,3
2024-02-25,반려,17.9,6
2024-02-26,식품,51.1,6
2024-02-26,의류,26.6,3
2024-02-26,전자,38.8,6
2024-02-26,뷰티,21.0,3
2024-02-26,생활,31.6,6
2024-02-26,스포츠,12.9,2
2024-02-26,가구,18.8,2
2024-02-26,도서,13.1,1
2024-02-26,완구,14.5,2
2024-02-26,반려,10.7,1
2024-02-27,식품,75.7,10
2024-02-27,의류,39.8,5
2024-02-27,전자,47.9,6
2024-02-27,뷰티,25.0,3
2024-02-27,생활,35.6,8
2024-02-27,스포츠,14.0,2
2024-02-27,가구,24.8,5
2024-02-27,도서,15.2,2
2024-02-27,완구,18.9,4
2024-02-27,반려,13.9,4
2024-02-28,식품,123.9,46
2024-02-28,의류,73.5,13
2024-02-28,전자,68.1,16
2024-02-28,뷰티,51.8,9
2024-02-28,생활,52.8,6
2024-02-28,스포츠,26.7,12
2024-02-28,가구,40.6,7
2024-02-28,도서,22.8,10
2024-02-28,완구,29.6,5
2024-02-28,반려,22.6,5
2024-02-29,식품,117.6,39
2024-02-29,의류,60.4,24
2024-02-29,전자,62.0,12
2024-02-29,뷰티,44.2,17
2024-02-29,생활,56.1,7
2024-02-29,스포츠,28.6,4
2024-02-29,가구,48.4,6
2024-02-29,도서,25.8,4
2024-02-29,완구,27.5,8
2024-02-29,반려,25.3,3
2024-03-01,식품,94.5,14
2024-03-01,의류,74.1,16
2024-03-01,전자,77.4,15
2024-03-01,뷰티,50.9,7
2024-03-01,생활,70.8,9
2024-03-01,스포츠,38.9,5
2024-03-01,가구,35.3,9
2024-03-01,도서,28.3,7
2024-03-01,완구,27.5,6
2024-03-01,반려,28.3,7
2024-03-02,식품,80.0,13
2024-03-02,의류,64.1,8
2024-03-02,전자,62.8,20
2024-03-02,뷰티,40.4,8
2024-03-02,생활,54.6,26
2024-03-02,스포츠,32.3,4
2024-03-02,가구,31.5,4
2024-03-02,도서,23.4,3
2024-03-02,완구,27.1,5
2024-03-02,반려,24.5,4
2024-03-03,식품,124.9,33
2024-03-03,의류,112.9,14
2024-03-03,전자,103.3,41
2024-03-03,뷰티,84.9,11
2024-03-03,생활,85.3,20
2024-03-03,스포츠,63.9,16
2024-03-03,가구,59.4,22
2024-03-03,도서,32.8,10
2024-03-03,완구,42.8,15
2024-03-03,반려,33.1,5
2024-03-04,식품,39.2,5
2024-03-04,의류,32.6,5
2024-03-04,전자,33.3,9
2024-03-04,뷰티,24.8,4
2024-03-04,생활,31.4,4
2024-03-04,스포츠,20.4,4
2024-03-04,가구,18.9,3
2024-03-04,도서,13.9,2
2024-03-04,완구,12.5,3
2024-03-04,반려,12.4,1
2024-03-05,식품,47.6,7
2024-03-05,의류,34.1,10
2024-03-05,전자,33.9,6
2024-03-05,뷰티,27.5,6
2024-03-05,생활,32.4,14
2024-03-05,스포츠,18.3,2
2024-03-05,가구,17.5,2
2024-03-05,도서,14.3,2
2024-03-05,완구,14.1,2
2024-03-05,반려,13.9,2
2024-03-06,식품,58.2,17
2024-03-06,의류,37.8,6
2024-03-06,전자,47.9,12
2024-03-06,뷰티,26.2,4
2024-03-06,생활,33.6,11
2024-03-06,스포츠,21.3,5
2024-03-06,가구,21.4,5
2024-03-06,도서,12.7,4
2024-03-06,완구,16.7,2
2024-03-06,반려,13.1,2
2024-03-07,식품,53.6,16
2024-03-07,의류,42.5,17
2024-03-07,전자,53.0,11
2024-03-07,뷰티,37.0,14
2024-03-07,생활,36.1,9
2024-03-07,스포츠,29.0,7
2024-03-07,가구,22.9,6
2024-03-07,도서,14.7,1
2024-03-07,완구,20.5,3
2024-03-07,반려,17.6,3
2024-03-08,식품,55.2,9
2024-03-08,의류,43.9,9
2024-03-08,전자,54.5,8
2024-03-08,뷰티,36.9,6
2024-03-08,생활,37.6,9
2024-03-08,스포츠,24.2,3
2024-03-08,가구,27.8,7
2024-03-08,도서,15.3,3
2024-03-08,완구,23.2,4
2024-03-08,반려,15.1,1
2024-03-09,식품,82.2,29
2024-03-09,의류,65.6,13
2024-03-09,전자,60.0,12
2024-03-09,뷰티,45.7,7
2024-03-09,생활,43.3,5
2024-03-09,스포츠,29.7,4
2024-03-09,가구,30.3,9
2024-03-09,도서,18.7,2
2024-03-09,완구,24.3,4
2024-03-09,반려,20.8,3
2024-03-10,식품,98.7,26
2024-03-10,의류,74.0,10
2024-03-10,전자,81.9,24
2024-03-10,뷰티,62.3,9
2024-03-10,생활,57.4,7
2024-03-10,스포츠,46.7,15
2024-03-10,가구,35.6,5
2024-03-10,도서,29.9,8
2024-03-10,완구,30.7,7
2024-03-10,반려,28.4,9
2024-03-11,식품,62.6,10
2024-03-11,의류,59.9,11
2024-03-11,전자,56.8,12
2024-03-11,뷰티,38.1,4
2024-03-11,생활,51.2,15
2024-03-11,스포츠,30.5,5
2024-03-11,가구,28.6,5
2024-03-11,도서,21.6,3
2024-03-11,완구,23.7,3
2024-03-11,반려,21.2,3
2024-03-12,식품,102.6,28
2024-03-12,의류,65.3,8
2024-03-12,전자,81.3,10
2024-03-12,뷰티,43.6,7
2024-03-12,생활,53.7,10
2024-03-12,스포츠,36.0,13
2024-03-12,가구,29.9,5
2024-03-12,도서,24.0,9
2024-03-12,완구,28.5,9
2024-03-12,반려,28.4,7
2024-03-13,식품,54.5,7
2024-03-13,의류,46.6,7
2024-03-13,전자,49.7,6
2024-03-13,뷰티,29.0,3
2024-03-13,생활,42.0,7
2024-03-13,스포츠,26.7,4
2024-03-13,가구,19.3,5
2024-03-13,도서,18.1,3
2024-03-13,완구,18.4,2
2024-03-13,반려,16.0,7
2024-03-14,식품,104.5,16
2024-03-14,의류,68.3,8
2024-03-14,전자,74.6,15
2024-03-14,뷰티,47.9,8
2024-03-14,생활,62.6,15
2024-03-14,스포츠,47.6,23
2024-03-14,가구,41.3,7
2024-03-14,도서,31.1,5
2024-03-14,완구,28.2,12
2024-03-14,반려,30.2,4
2024-03-15,식품,89.2,15
2024-03-15,의류,72.5,9
2024-03-15,전자,88.4,11
2024-03-15,뷰티,57.7,7
2024-03-15,생활,57.0,8
2024-03-15,스포츠,44.2,5
2024-03-15,가구,37.1,14
2024-03-15,도서,26.7,4
2024-03-15,완구,28.5,6
2024-03-15,반려,26.7,6
2024-03-16,식품,108.8,38
2024-03-16,의류,99.6,15
2024-03-16,전자,80.1,12
2024-03-16,뷰티,67.3,32
2024-03-16,생활,72.4,12
2024-03-16,스포츠,49.5,7
2024-03-16,가구,43.0,14
2024-03-16,도서,35.9,10
2024-03-16,완구,40.2,14
2024-03-16,반려,29.8,6
2024-03-17,식품,86.3,18
2024-03-17,의류,66.4,12
2024-03-17,전자,83.1,34
2024-03-17,뷰티,58.7,18
2024-03-17,생활,58.2,9
2024-03-17,스포츠,41.9,8
2024-03-17,가구,32.9,4
2024-03-17,도서,27.3,9
2024-03-17,완구,30.5,4
2024-03-17,반려,27.0,10
2024-03-18,식품,72.7,21
2024-03-18,의류,59.1,8
2024-03-18,전자,61.8,13
2024-03-18,뷰티,47.1,8
2024-03-18,생활,51.4,14
2024-03-18,스포츠,34.7,6
2024-03-18,가구,28.5,3
2024-03-18,도서,23.4,3
2024-03-18,완구,25.5,5
2024-03-18,반려,19.0,4
2024-03-19,식품,95.4,20
2024-03-19,의류,76.4,26
2024-03-19,전자,73.6,12
2024-03-19,뷰티,49.2,6
2024-03-19,생활,67.4,25
2024-03-19,스포츠,34.8,12
2024-03-19,가구,36.1,8
2024-03-19,도서,26.2,5
2024-03-19,완구,30.5,4
2024-03-19,반려,24.8,4
2024-03-20,식품,56.6,12
2024-03-20,의류,50.9,10
2024-03-20,전자,60.3,8
2024-03-20,뷰티,39.4,9
2024-03-20,생활,45.9,10
2024-03-20,스포츠,26.4,6
2024-03-20,가구,21.9,5
2024-03-20,도서,17.7,2
2024-03-20,완구,20.3,2
2024-03-20,반려,16.5,5
2024-03-21,식품,71.8,11
2024-03-21,의류,47.9,14
2024-03-21,전자,58.7,14
2024-03-21,뷰티,42.2,8
2024-03-21,생활,42.8,5
2024-03-21,스포츠,29.8,4
2024-03-21,가구,30.1,3
2024-03-21,도서,19.8,3
2024-03-21,완구,22.6,3
2024-03-21,반려,19.6,4
2024-03-22,식품,72.1,31
2024-03-22,의류,56.5,7
2024-03-22,전자,54.4,11
2024-03-22,뷰티,34.7,4
2024-03-22,생활,38.4,6
2024-03-22,스포츠,30.5,4
2024-03-22,가구,27.5,4
2024-03-22,도서,16.0,3
2024-03-22,완구,19.4,2
2024-03-22,반려,19.4,2
2024-03-23,식품,109.3,21
2024-03-23,의류,72.8,18
2024-03-23,전자,77.6,12
2024-03-23,뷰티,52.2,8
2024-03-23,생활,73.7,15
2024-03-23,스포츠,41.4,10
2024-03-23,가구,38.5,6
2024-03-23,도서,25.7,3
2024-03-23,완구,37.6,12
2024-03-23,반려,30.9,5
2024-03-24,식품,137.5,43
2024-03-24,의류,89.3,26
2024-03-24,전자,102.4,15
2024-03-24,뷰티,76.2,10
2024-03-24,생활,74.0,35
2024-03-24,스포츠,60.3,16
2024-03-24,가구,47.3,8
2024-03-24,도서,31.3,5
2024-03-24,완구,40.4,6
2024-03-24,반려,39.1,12
2024-03-25,식품,103.1,19
2024-03-25,의류,80.0,24
2024-03-25,전자,78.5,17
2024-03-25,뷰티,54.9,9
2024-03-25,생활,60.8,8
2024-03-25,스포츠,39.1,11
2024-03-25,가구,36.7,6
2024-03-25,도서,24.9,5
2024-03-25,완구,34.6,5
2024-03-25,반려,22.4,6
2024-03-26,식품,84.2,13
2024-03-26,의류,64.5,16
2024-03-26,전자,65.9,10
2024-03-26,뷰티,38.4,7
2024-03-26,생활,51.0,10
2024-03-26,스포츠,36.0,5
2024-03-26,가구,31.7,4
2024-03-26,도서,20.4,4
2024-03-26,완구,27.0,5
2024-03-26,반려,18.9,3
2024-03-27,식품,76.2,12
2024-03-27,의류,63.1,17
2024-03-27,전자,80.9,12
2024-03-27,뷰티,51.5,8
2024-03-27,생활,62.7,9
2024-03-27,스포츠,39.1,5
2024-03-27,가구,30.1,3
2024-03-27,도서,23.0,4
2024-03-27,완구,25.2,4
2024-03-27,반려,24.5,3
2024-03-28,식품,56.8,7
2024-03-28,의류,36.9,4
2024-03-28,전자,40.9,5
2024-03-28,뷰티,25.3,5
2024-03-28,생활,37.8,4
