유저ID,상품ID,평점,구매일자
USER157,ITEM033,4,2024-08-15
USER157,ITEM015,3,2024-06-26
USER157,ITEM031,5,2024-03-13
USER157,ITEM044,4,2024-11-23
USER157,ITEM023,1,2024-10-09
USER157,ITEM024,2,2024-10-27
USER157,ITEM034,5,2024-12-03
USER157,ITEM047,4,2024-09-17
USER157,ITEM006,2,2024-02-29
USER157,ITEM017,3,2024-07-30
USER157,ITEM009,3,2024-06-17
USER157,ITEM040,5,2024-12-29
USER157,ITEM013,4,2024-02-18
USER157,ITEM002,4,2024-12-18
USER157,ITEM046,5,2024-09-24
USER157,ITEM029,2,2024-09-16
USER157,ITEM004,3,2024-03-16
USER157,ITEM030,4,2024-09-14
USER157,ITEM019,3,2024-01-29
USER157,ITEM020,3,2024-11-24
USER157,ITEM035,5,2024-02-09
USER157,ITEM048,4,2024-03-19
USER157,ITEM049,4,2024-05-13
USER157,ITEM037,5,2024-02-17
USER157,ITEM042,5,2024-01-05
USER157,ITEM018,3,2024-07-16
USER157,ITEM008,3,2024-02-23
USER157,ITEM026,3,2024-03-17
USER157,ITEM036,5,2024-11-18
USER157,ITEM007,2,2024-05-10
USER157,ITEM050,4,2024-08-15
USER157,ITEM021,3,2024-11-17
USER157,ITEM003,2,2024-07-19
USER157,ITEM005,2,2024-08-25
USER157,ITEM001,2,2024-04-11
USER157,ITEM016,2,2024-02-19
USER157,ITEM022,3,2024-04-11
USER157,ITEM039,5,2024-06-04
USER157,ITEM028,2,2024-11-16
USER157,ITEM043,5,2024-07-16
USER157,ITEM012,3,2024-06-06
USER157,ITEM045,4,2024-10-03
USER158,ITEM047,2,2024-09-27
USER158,ITEM015,5,2024-04-07
USER158,ITEM012,5,2024-12-27
USER158,ITEM021,2,2024-05-04
USER158,ITEM026,2,2024-10-12
USER158,ITEM019,4,2024-11-27
USER158,ITEM004,1,2024-01-21
USER158,ITEM035,2,2024-10-07
USER158,ITEM010,1,2024-12-27
USER158,ITEM040,2,2024-12-19
USER158,ITEM046,3,2024-10-10
USER158,ITEM017,5,2024-09-05
USER158,ITEM018,5,2024-11-17
USER158,ITEM007,1,2024-11-14
USER158,ITEM033,2,2024-04-07
USER158,ITEM037,1,2024-03-26
USER158,ITEM031,2,2024-01-02
USER158,ITEM009,2,2024-05-16
USER158,ITEM032,2,2024-10-05
USER158,ITEM025,2,2024-12-20
USER158,ITEM014,5,2024-05-13
USER158,ITEM013,4,2024-12-31
USER158,ITEM048,1,2024-07-30
USER158,ITEM005,1,2024-09-17
USER159,ITEM048,1,2024-02-02
USER159,ITEM022,5,2024-08-18
USER159,ITEM044,1,2024-05-03
USER159,ITEM036,2,2024-04-04
USER159,ITEM030,5,2024-04-05
USER159,ITEM005,4,2024-06-13
USER159,ITEM027,5,2024-12-11
USER159,ITEM049,1,2024-09-18
USER159,ITEM042,1,2024-02-13
USER159,ITEM040,1,2024-02-09
USER159,ITEM039,2,2024-04-27
USER159,ITEM047,2,2024-07-25
USER159,ITEM015,4,2024-04-09
USER159,ITEM013,4,2024-10-13
USER159,ITEM023,5,2024-08-21
USER159,ITEM032,1,2024-11-29
USER159,ITEM046,2,2024-01-14
USER159,ITEM026,4,2024-08-09
USER159,ITEM007,4,2024-12-15
USER159,ITEM001,5,2024-07-21
USER159,ITEM020,5,2024-04-03
USER159,ITEM035,2,2024-11-21
USER159,ITEM012,3,2024-03-01
USER159,ITEM024,5,2024-09-18
USER159,ITEM025,4,2024-11-09
USER159,ITEM011,4,2024-06-30
USER160,ITEM032,3,2024-02-04
USER160,ITEM020,3,2024-10-20
USER160,ITEM031,3,2024-01-21
USER160,ITEM024,5,2024-01-08
USER160,ITEM050,4,2024-08-22
USER160,ITEM034,2,2024-07-23
USER160,ITEM049,5,2024-03-04
USER160,ITEM004,3,2024-07-01
USER160,ITEM009,3,2024-12-03
USER160,ITEM045,4,2024-06-12
USER160,ITEM029,5,2024-03-28
USER160,ITEM012,2,2024-07-01
USER160,ITEM002,2,2024-12-06
USER160,ITEM008,2,2024-10-15
USER160,ITEM039,3,2024-11-10
USER160,ITEM014,2,2024-12-10
USER160,ITEM015,2,2024-10-18
USER160,ITEM010,4,2024-07-18
USER160,ITEM007,1,2024-03-27
USER160,ITEM041,4,2024-08-21
USER161,ITEM034,1,2024-05-22
USER161,ITEM044,3,2024-09-04
USER161,ITEM022,3,2024-05-14
USER161,ITEM041,2,2024-02-20
USER161,ITEM024,4,2024-05-18
USER161,ITEM013,2,2024-05-30
USER161,ITEM006,5,2024-01-17
USER161,ITEM018,2,2024-10-04
USER161,ITEM042,4,2024-10-14
USER161,ITEM047,3,2024-11-11
USER162,ITEM047,4,2024-02-27
USER162,ITEM026,4,2024-06-28
USER162,ITEM002,2,2024-11-16
USER162,ITEM046,3,2024-06-27
USER162,ITEM006,3,2024-01-17
USER162,ITEM031,1,2024-07-04
USER162,ITEM004,3,2024-08-09
USER162,ITEM020,3,2024-12-20
USER162,ITEM035,2,2024-02-16
USER162,ITEM013,3,2024-02-22
USER162,ITEM036,2,2024-04-22
USER162,ITEM008,4,2024-09-24
USER162,ITEM003,3,2024-10-15
USER162,ITEM045,2,2024-10-11
USER162,ITEM044,2,2024-01-12
USER162,ITEM010,2,2024-02-07
USER162,ITEM050,1,2024-11-06
USER162,ITEM001,2,2024-12-16
USER162,ITEM034,2,2024-09-05
USER162,ITEM023,4,2024-07-01
USER162,ITEM028,5,2024-12-12
USER162,ITEM024,4,2024-07-20
USER162,ITEM005,3,2024-10-27
USER162,ITEM049,2,2024-06-18
USER162,ITEM015,4,2024-04-02
USER162,ITEM016,4,2024-05-19
USER162,ITEM037,3,2024-12-25
USER162,ITEM017,4,2024-06-16
USER162,ITEM025,4,2024-11-22
USER162,ITEM030,3,2024-02-29
USER162,ITEM011,5,2024-05-07
USER162,ITEM043,2,2024-11-11
USER162,ITEM033,2,2024-01-24
USER163,ITEM010,5,2024-04-08
USER163,ITEM005,4,2024-06-27
USER163,ITEM022,1,2024-03-08
USER163,ITEM013,1,2024-05-12
USER163,ITEM014,2,2024-07-10
USER163,ITEM006,4,2024-12-06
USER163,ITEM001,3,2024-02-01
USER163,ITEM021,3,2024-06-16
USER163,ITEM020,1,2024-03-27
USER163,ITEM031,2,2024-08-01
USER163,ITEM017,1,2024-09-19
USER163,ITEM043,3,2024-02-28
USER163,ITEM047,4,2024-03-07
USER163,ITEM004,4,2024-08-03
USER163,ITEM028,1,2024-07-15
USER163,ITEM016,3,2024-12-03
USER163,ITEM025,4,2024-07-22
USER163,ITEM040,2,2024-04-09
USER163,ITEM045,3,2024-04-27
USER163,ITEM023,2,2024-01-29
USER163,ITEM030,1,2024-09-22
USER163,ITEM032,2,2024-12-21
USER163,ITEM049,3,2024-12-07
USER163,ITEM018,3,2024-10-30
USER163,ITEM036,3,2024-11-15
USER163,ITEM008,4,2024-01-04
USER163,ITEM024,3,2024-01-29
USER163,ITEM011,2,2024-09-23
USER163,ITEM027,3,2024-09-22
USER163,ITEM019,2,2024-11-13
USER163,ITEM041,3,2024-09-21
USER164,ITEM039,4,2024-05-30
USER164,ITEM019,2,2024-09-05
USER164,ITEM003,2,2024-01-01
USER164,ITEM010,3,2024-12-07
USER164,ITEM008,3,2024-09-13
USER164,ITEM023,3,2024-08-16
USER164,ITEM001,2,2024-06-30
USER164,ITEM033,4,2024-05-19
USER164,ITEM022,5,2024-05-15
USER164,ITEM031,4,2024-03-18
USER164,ITEM016,2,2024-08-30
USER164,ITEM013,2,2024-11-11
USER164,ITEM009,3,2024-08-27
USER164,ITEM044,3,2024-03-09
USER164,ITEM025,4,2024-11-21
USER164,ITEM036,4,2024-01-10
USER164,ITEM034,3,2024-07-15
USER164,ITEM035,3,2024-07-15
USER164,ITEM038,5,2024-11-06
USER164,ITEM027,4,2024-06-15
USER164,ITEM014,4,2024-12-11
USER164,ITEM037,2,2024-05-20
USER164,ITEM024,5,2024-11-07
USER164,ITEM047,3,2024-11-07
USER164,ITEM012,3,2024-03-08
USER164,ITEM005,3,2024-08-11
USER164,ITEM040,4,2024-06-06
USER164,ITEM032,3,2024-05-10
USER164,ITEM030,4,2024-10-29
USER164,ITEM015,2,2024-06-19
USER164,ITEM002,3,2024-07-17
USER164,ITEM006,3,2024-09-25
USER164,ITEM017,4,2024-07-22
USER164,ITEM018,3,2024-11-21
USER164,ITEM028,3,2024-03-23
USER164,ITEM048,2,2024-10-29
USER164,ITEM029,4,2024-12-05
USER164,ITEM004,3,2024-10-23
USER165,ITEM045,2,2024-09-22
USER165,ITEM006,3,2024-09-15
USER165,ITEM034,4,2024-10-15
USER165,ITEM013,3,2024-06-27
USER165,ITEM038,5,2024-03-04
USER165,ITEM012,2,2024-12-23
USER165,ITEM019,3,2024-12-18
USER165,ITEM014,3,2024-09-10
USER165,ITEM015,1,2024-06-17
USER165,ITEM022,3,2024-04-14
USER165,ITEM042,1,2024-06-06
USER165,ITEM002,1,2024-12-20
USER165,ITEM037,4,2024-12-07
USER165,ITEM009,2,2024-06-08
USER165,ITEM016,3,2024-09-23
USER165,ITEM027,3,2024-03-02
USER165,ITEM033,4,2024-08-18
USER165,ITEM044,2,2024-10-09
USER165,ITEM018,3,2024-02-24
USER165,ITEM039,5,2024-09-04
USER165,ITEM050,1,2024-02-01
USER165,ITEM032,4,2024-12-31
USER165,ITEM004,3,2024-01-19
USER165,ITEM049,1,2024-05-22
USER165,ITEM029,2,2024-09-06
USER166,ITEM011,5,2024-03-03
USER166,ITEM027,2,2024-03-27
USER166,ITEM020,4,2024-07-03
USER166,ITEM028,3,2024-03-14
USER166,ITEM023,2,2024-06-10
USER166,ITEM039,3,2024-07-14
USER166,ITEM008,2,2024-11-30
USER166,ITEM035,4,2024-09-27
USER166,ITEM036,2,2024-10-11
USER166,ITEM026,2,2024-02-16
USER166,ITEM048,4,2024-02-28
USER166,ITEM033,4,2024-06-21
USER166,ITEM045,4,2024-06-03
USER166,ITEM043,4,2024-04-03
USER166,ITEM012,4,2024-12-17
USER166,ITEM021,1,2024-11-07
USER166,ITEM006,2,2024-07-28
USER166,ITEM038,3,2024-03-16
USER166,ITEM046,4,2024-09-22
USER166,ITEM002,3,2024-01-10
USER166,ITEM016,4,2024-02-28
USER166,ITEM025,2,2024-11-16
USER166,ITEM030,2,2024-08-06
USER166,ITEM034,4,2024-07-27
USER166,ITEM013,3,2024-12-12
USER166,ITEM037,4,2024-09-20
USER166,ITEM003,3,2024-11-22
USER166,ITEM022,3,2024-08-16
USER166,ITEM014,4,2024-09-07
USER166,ITEM019,4,2024-10-13
USER167,ITEM043,5,2024-02-05
USER167,ITEM006,2,2024-09-12
USER167,ITEM024,3,2024-07-26
USER167,ITEM007,4,2024-09-17
USER167,ITEM016,2,2024-04-02
USER167,ITEM033,4,2024-04-05
USER167,ITEM004,3,2024-09-17
USER167,ITEM001,2,2024-05-23
USER167,ITEM002,3,2024-12-05
USER167,ITEM009,3,2024-04-13
USER167,ITEM017,3,2024-11-24
USER167,ITEM005,2,2024-01-31
USER167,ITEM015,2,2024-05-08
USER167,ITEM021,4,2024-11-01
USER167,ITEM010,3,2024-07-18
USER167,ITEM012,2,2024-07-09
USER167,ITEM026,2,2024-07-27
USER167,ITEM036,3,2024-04-21
USER167,ITEM050,4,2024-04-15
USER167,ITEM032,4,2024-10-22
USER167,ITEM046,4,2024-11-10
USER167,ITEM037,3,2024-03-06
USER167,ITEM013,4,2024-05-02
USER167,ITEM047,5,2024-08-08
USER167,ITEM030,3,2024-09-26
USER167,ITEM044,5,2024-11-11
USER167,ITEM035,3,2024-04-02
USER167,ITEM042,4,2024-01-24
USER167,ITEM045,5,2024-03-31
USER167,ITEM019,3,2024-11-01
USER167,ITEM022,3,2024-02-28
USER168,ITEM019,3,2024-02-26
USER168,ITEM016,2,2024-09-11
USER168,ITEM045,5,2024-11-05
USER168,ITEM031,2,2024-05-10
USER168,ITEM038,1,2024-12-08
USER168,ITEM032,1,2024-05-25
USER168,ITEM024,5,2024-05-28
USER168,ITEM035,2,2024-01-18
USER168,ITEM006,3,2024-10-28
USER168,ITEM020,4,2024-06-18
USER168,ITEM039,3,2024-07-21
USER168,ITEM046,5,2024-12-06
USER168,ITEM018,3,2024-04-12
USER168,ITEM017,2,2024-07-30
USER168,ITEM022,5,2024-12-01
USER168,ITEM044,4,2024-03-03
USER168,ITEM015,3,2024-08-13
USER168,ITEM040,2,2024-11-08
USER168,ITEM037,2,2024-11-16
USER168,ITEM023,5,2024-02-18
USER168,ITEM026,5,2024-11-27
USER168,ITEM008,1,2024-07-30
USER168,ITEM033,2,2024-08-15
USER168,ITEM007,1,2024-10-15
USER168,ITEM002,2,2024-02-13
USER168,ITEM050,5,2024-09-20
USER168,ITEM009,2,2024-09-11
USER168,ITEM049,5,2024-07-13
USER168,ITEM011,3,2024-01-12
USER168,ITEM013,2,2024-11-03
USER168,ITEM028,4,2024-02-09
USER168,ITEM030,5,2024-05-24
USER168,ITEM004,2,2024-12-18
USER168,ITEM001,2,2024-02-02
USER168,ITEM041,5,2024-03-16
USER168,ITEM025,5,2024-06-28
USER168,ITEM048,5,2024-08-20
USER168,ITEM029,5,2024-09-07
USER168,ITEM010,1,2024-01-04
USER169,ITEM031,2,2024-02-29
USER169,ITEM022,4,2024-09-24
USER169,ITEM019,4,2024-02-08
USER169,ITEM013,3,2024-09-09
USER169,ITEM038,1,2024-11-26
USER169,ITEM004,2,2024-08-12
USER169,ITEM050,4,2024-09-17
USER169,ITEM006,3,2024-03-12
USER169,ITEM003,3,2024-09-24
USER169,ITEM017,4,2024-03-14
USER169,ITEM043,3,2024-01-07
USER169,ITEM046,4,2024-02-11
USER169,ITEM035,2,2024-12-13
USER169,ITEM041,2,2024-03-17
USER169,ITEM015,2,2024-02-11
USER169,ITEM047,3,2024-05-02
USER169,ITEM036,2,2024-11-13
USER169,ITEM010,2,2024-04-19
USER169,ITEM027,3,2024-05-17
USER169,ITEM007,4,2024-08-30
USER169,ITEM045,4,2024-09-17
USER169,ITEM034,2,2024-10-31
USER169,ITEM021,3,2024-12-21
USER169,ITEM029,4,2024-08-10
USER169,ITEM044,4,2024-03-02
USER169,ITEM008,2,2024-08-24
USER169,ITEM014,2,2024-03-24
USER169,ITEM018,3,2024-03-04
USER169,ITEM040,2,2024-07-23
USER169,ITEM023,4,2024-10-18
USER169,ITEM049,3,2024-04-12
USER170,ITEM012,2,2024-04-24
USER170,ITEM047,4,2024-10-20
USER170,ITEM007,3,2024-10-01
USER170,ITEM014,2,2024-10-26
USER170,ITEM030,2,2024-03-29
USER170,ITEM038,4,2024-02-27
USER170,ITEM050,4,2024-11-01
USER170,ITEM026,4,2024-04-05
USER170,ITEM005,3,2024-04-09
USER170,ITEM024,2,2024-09-22
USER171,ITEM044,2,2024-05-29
USER171,ITEM035,2,2024-05-14
USER171,ITEM020,3,2024-08-10
USER171,ITEM039,2,2024-10-19
USER171,ITEM017,4,2024-04-04
USER171,ITEM002,3,2024-11-26
USER171,ITEM046,4,2024-09-11
USER171,ITEM019,3,2024-11-15
USER171,ITEM041,3,2024-10-28
USER171,ITEM004,5,2024-05-11
USER171,ITEM050,3,2024-10-13
USER171,ITEM029,4,2024-04-11
USER171,ITEM015,3,2024-05-03
USER171,ITEM034,2,2024-10-21
USER171,ITEM022,4,2024-03-26
USER171,ITEM008,4,2024-12-01
USER171,ITEM042,3,2024-07-23
USER171,ITEM003,3,2024-07-06
USER171,ITEM025,4,2024-12-03
USER171,ITEM007,5,2024-10-23
USER171,ITEM009,4,2024-01-15
USER171,ITEM032,2,2024-06-20
USER171,ITEM010,5,2024-09-04
USER171,ITEM014,3,2024-03-17
USER171,ITEM045,3,2024-02-15
USER171,ITEM001,4,2024-07-14
USER171,ITEM028,4,2024-10-10
USER171,ITEM018,2,2024-11-28
USER171,ITEM026,4,2024-04-07
USER171,ITEM036,1,2024-03-21
USER171,ITEM011,3,2024-10-19
USER171,ITEM013,3,2024-08-07
USER171,ITEM016,4,2024-12-06
USER171,ITEM023,4,2024-07-18
USER171,ITEM024,5,2024-12-29
USER171,ITEM012,2,2024-08-04
USER171,ITEM038,3,2024-03-01
USER172,ITEM035,3,2024-09-19
USER172,ITEM023,2,2024-09-01
USER172,ITEM040,3,2024-02-03
USER172,ITEM043,5,2024-03-11
USER172,ITEM032,3,2024-09-04
USER172,ITEM025,1,2024-08-20
USER172,ITEM009,2,2024-10-25
USER172,ITEM033,5,2024-02-21
USER172,ITEM030,4,2024-06-17
USER172,ITEM029,1,2024-01-29
USER172,ITEM015,3,2024-07-19
USER172,ITEM010,3,2024-02-03
USER172,ITEM021,3,2024-05-19
USER172,ITEM041,4,2024-08-09
USER172,ITEM046,3,2024-08-24
USER172,ITEM001,2,2024-05-09
USER172,ITEM034,3,2024-07-05
USER172,ITEM008,1,2024-08-17
USER172,ITEM031,4,2024-10-22
USER172,ITEM038,3,2024-07-14
USER172,ITEM018,3,2024-12-22
USER172,ITEM026,1,2024-06-01
USER172,ITEM003,3,2024-11-06
USER172,ITEM002,3,2024-11-24
USER172,ITEM006,4,2024-07-04
USER172,ITEM012,2,2024-08-06
USER172,ITEM005,3,2024-01-19
USER172,ITEM048,4,2024-10-28
USER172,ITEM011,3,2024-12-16
USER172,ITEM044,4,2024-01-28
USER172,ITEM014,3,2024-04-22
USER172,ITEM022,2,2024-08-14
USER172,ITEM027,3,2024-10-09
USER172,ITEM019,3,2024-09-07
USER172,ITEM016,2,2024-03-31
USER172,ITEM042,5,2024-12-24
USER172,ITEM039,4,2024-03-10
USER172,ITEM004,3,2024-04-24
USER172,ITEM028,3,2024-12-31
USER172,ITEM045,4,2024-05-07
USER172,ITEM024,2,2024-03-08
USER172,ITEM047,5,2024-08-10
USER172,ITEM049,5,2024-03-19
USER172,ITEM017,3,2024-02-27
USER172,ITEM007,2,2024-04-21
USER172,ITEM050,5,2024-01-28
USER173,ITEM005,2,2024-04-09
USER173,ITEM030,4,2024-05-11
USER173,ITEM034,3,2024-07-15
USER173,ITEM009,5,2024-12-20
USER173,ITEM029,5,2024-05-17
USER173,ITEM037,2,2024-09-17
USER173,ITEM024,4,2024-11-26
USER173,ITEM041,2,2024-10-20
USER173,ITEM004,3,2024-04-23
USER173,ITEM008,3,2024-05-20
USER173,ITEM023,4,2024-10-23
USER173,ITEM019,1,2024-02-29
USER173,ITEM042,1,2024-06-04
USER173,ITEM006,4,2024-05-05
USER173,ITEM048,1,2024-12-21
USER173,ITEM007,3,2024-08-09
USER173,ITEM025,3,2024-01-06
USER173,ITEM021,4,2024-05-01
USER173,ITEM040,2,2024-12-02
USER173,ITEM046,1,2024-12-15
USER173,ITEM043,2,2024-04-15
USER173,ITEM013,2,2024-11-25
USER173,ITEM033,2,2024-02-13
USER173,ITEM039,1,2024-11-05
USER173,ITEM018,2,2024-09-17
USER173,ITEM014,2,2024-02-11
USER173,ITEM020,1,2024-07-15
USER173,ITEM026,2,2024-01-13
USER173,ITEM002,4,2024-09-26
USER173,ITEM010,4,2024-01-05
USER173,ITEM017,2,2024-05-17
USER173,ITEM038,2,2024-12-05
USER173,ITEM003,3,2024-09-30
USER173,ITEM015,2,2024-01-02
USER173,ITEM035,3,2024-09-12
USER173,ITEM028,3,2024-04-30
USER173,ITEM036,2,2024-03-21
USER173,ITEM016,2,2024-03-12
USER173,ITEM050,2,2024-11-02
USER173,ITEM049,2,2024-08-18
USER173,ITEM012,3,2024-03-25
USER173,ITEM022,4,2024-01-31
USER173,ITEM032,3,2024-09-18
USER173,ITEM011,1,2024-11-16
USER174,ITEM014,1,2024-10-09
USER174,ITEM029,5,2024-10-11
USER174,ITEM016,2,2024-08-06
USER174,ITEM001,3,2024-05-21
USER174,ITEM018,2,2024-07-24
USER174,ITEM042,3,2024-02-06
USER174,ITEM038,3,2024-09-05
USER174,ITEM024,5,2024-07-09
USER174,ITEM044,3,2024-08-23
USER174,ITEM021,5,2024-07-05
USER174,ITEM035,4,2024-07-13
USER174,ITEM049,3,2024-07-24
USER174,ITEM046,3,2024-03-26
USER174,ITEM030,5,2024-03-06
USER174,ITEM037,3,2024-05-26
USER174,ITEM015,1,2024-04-13
USER174,ITEM023,3,2024-02-22
USER174,ITEM008,2,2024-09-22
USER174,ITEM039,3,2024-05-23
USER174,ITEM003,1,2024-03-12
USER174,ITEM040,2,2024-06-19
USER174,ITEM020,1,2024-06-20
USER174,ITEM009,4,2024-10-11
USER174,ITEM026,5,2024-11-30
USER174,ITEM050,3,2024-02-01
USER174,ITEM006,2,2024-04-15
USER174,ITEM013,3,2024-05-19
USER174,ITEM036,2,2024-02-20
USER174,ITEM019,1,2024-08-13
USER174,ITEM010,3,2024-11-19
USER174,ITEM012,2,2024-10-29
USER174,ITEM041,4,2024-06-15
USER174,ITEM031,2,2024-01-02
USER174,ITEM002,2,2024-08-28
USER174,ITEM043,4,2024-04-28
USER174,ITEM028,5,2024-03-25
USER174,ITEM034,2,2024-04-28
USER174,ITEM011,2,2024-05-25
USER174,ITEM017,2,2024-03-16
USER174,ITEM032,2,2024-07-04
USER174,ITEM004,1,2024-02-13
USER174,ITEM045,3,2024-05-13
USER174,ITEM022,4,2024-06-10
USER175,ITEM036,2,2024-06-25
USER175,ITEM005,2,2024-01-21
USER175,ITEM037,4,2024-06-29
USER175,ITEM029,2,2024-10-02
USER175,ITEM032,4,2024-07-01
USER175,ITEM004,3,2024-05-13
USER175,ITEM016,4,2024-05-07
USER175,ITEM031,3,2024-02-27
USER175,ITEM017,3,2024-09-04
USER175,ITEM047,4,2024-06-10
USER175,ITEM028,2,2024-09-08
USER175,ITEM023,3,2024-07-09
USER175,ITEM008,3,2024-11-04
USER175,ITEM013,2,2024-04-11
USER175,ITEM024,2,2024-01-13
USER175,ITEM033,4,2024-01-22
USER175,ITEM048,3,2024-04-05
USER175,ITEM027,3,2024-07-01
USER175,ITEM030,3,2024-08-20
USER175,ITEM025,3,2024-01-03
USER175,ITEM002,3,2024-08-31
USER175,ITEM026,2,2024-04-21
USER175,ITEM019,3,2024-09-07
USER175,ITEM021,4,2024-08-02
USER175,ITEM014,3,2024-12-10
USER175,ITEM034,3,2024-07-27
USER175,ITEM046,3,2024-02-13
USER175,ITEM006,3,2024-04-19
USER175,ITEM045,5,2024-11-22
USER175,ITEM009,4,2024-08-10
USER175,ITEM042,3,2024-09-01
USER175,ITEM020,3,2024-04-16
USER175,ITEM003,4,2024-02-04
USER175,ITEM012,4,2024-12-09
USER176,ITEM015,3,2024-07-12
USER176,ITEM036,4,2024-01-08
USER176,ITEM023,4,2024-01-28
USER176,ITEM002,4,2024-04-06
USER176,ITEM008,4,2024-07-08
USER176,ITEM018,3,2024-11-30
USER176,ITEM038,3,2024-12-10
USER176,ITEM043,3,2024-02-07
USER177,ITEM022,2,2024-01-04
USER177,ITEM029,3,2024-01-05
USER177,ITEM034,2,2024-06-29
USER177,ITEM041,4,2024-11-01
USER177,ITEM016,3,2024-04-21
USER177,ITEM028,2,2024-01-26
USER177,ITEM009,4,2024-06-21
USER177,ITEM031,2,2024-01-02
USER177,ITEM023,1,2024-05-21
USER177,ITEM040,1,2024-09-20
USER177,ITEM010,4,2024-01-28
USER177,ITEM019,1,2024-02-06
USER177,ITEM015,3,2024-10-14
USER177,ITEM033,3,2024-01-12
USER177,ITEM037,3,2024-02-28
USER177,ITEM013,2,2024-05-28
USER177,ITEM001,5,2024-03-01
USER177,ITEM045,5,2024-01-25
USER177,ITEM020,1,2024-01-07
USER177,ITEM032,2,2024-02-22
USER177,ITEM006,4,2024-04-04
USER177,ITEM025,1,2024-12-20
USER177,ITEM011,2,2024-02-14
USER177,ITEM007,4,2024-05-15
USER177,ITEM012,1,2024-04-18
USER177,ITEM014,2,2024-04-26
USER177,ITEM005,5,2024-05-11
USER177,ITEM038,1,2024-12-25
USER177,ITEM003,5,2024-06-23
USER177,ITEM002,4,2024-11-03
USER177,ITEM044,4,2024-06-21
USER177,ITEM024,2,2024-01-28
USER177,ITEM043,4,2024-09-09
USER177,ITEM030,1,2024-12-26
USER177,ITEM021,3,2024-04-25
USER177,ITEM035,2,2024-05-01
USER177,ITEM018,2,2024-01-02
USER177,ITEM036,3,2024-12-24
USER177,ITEM039,3,2024-07-24
USER177,ITEM050,5,2024-07-14
USER177,ITEM008,4,2024-07-09
USER178,ITEM019,3,2024-11-18
USER178,ITEM037,3,2024-01-16
USER178,ITEM042,1,2024-07-10
USER178,ITEM011,3,2024-02-10
USER178,ITEM002,3,2024-05-19
USER178,ITEM040,2,2024-06-04
USER178,ITEM026,3,2024-10-27
USER178,ITEM032,3,2024-12-21
USER178,ITEM021,1,2024-10-09
USER178,ITEM048,3,2024-05-16
USER178,ITEM030,3,2024-10-17
USER178,ITEM036,2,2024-01-02
USER178,ITEM050,3,2024-10-26
USER178,ITEM047,1,2024-08-05
USER178,ITEM012,4,2024-07-20
USER178,ITEM043,2,2024-03-30
USER178,ITEM008,3,2024-10-06
USER178,ITEM017,2,2024-04-04
USER178,ITEM045,1,2024-02-14
USER178,ITEM013,3,2024-10-03
USER178,ITEM027,3,2024-04-02
USER178,ITEM016,4,2024-06-02
USER178,ITEM005,3,2024-09-10
USER178,ITEM004,2,2024-06-03
USER178,ITEM009,4,2024-01-28
USER178,ITEM014,2,2024-10-20
USER178,ITEM003,4,2024-05-07
USER179,ITEM008,3,2024-04-29
USER179,ITEM048,3,2024-03-25
USER179,ITEM011,1,2024-10-28
USER179,ITEM043,3,2024-07-31
USER179,ITEM015,3,2024-12-03
USER179,ITEM035,5,2024-04-05
USER179,ITEM003,2,2024-03-13
USER179,ITEM032,5,2024-01-19
USER179,ITEM016,2,2024-02-27
USER179,ITEM028,3,2024-07-21
USER179,ITEM026,3,2024-08-10
USER179,ITEM020,1,2024-11-21
USER179,ITEM044,3,2024-06-17
USER179,ITEM031,4,2024-03-17
USER179,ITEM030,3,2024-09-23
USER179,ITEM049,3,2024-08-16
USER179,ITEM025,3,2024-11-22
USER179,ITEM001,2,2024-01-07
USER179,ITEM014,2,2024-04-16
USER180,ITEM006,3,2024-08-02
USER180,ITEM004,2,2024-10-26
USER180,ITEM005,3,2024-06-21
USER180,ITEM037,3,2024-03-22
USER180,ITEM040,3,2024-09-17
USER180,ITEM039,2,2024-01-03
USER180,ITEM038,3,2024-11-07
USER180,ITEM028,1,2024-02-06
USER180,ITEM021,2,2024-06-13
USER180,ITEM033,2,2024-09-10
USER180,ITEM008,2,2024-07-12
USER180,ITEM045,3,2024-12-19
USER180,ITEM010,1,2024-04-09
USER180,ITEM029,2,2024-01-23
USER180,ITEM018,4,2024-11-19
USER180,ITEM030,1,2024-04-02
USER180,ITEM024,2,2024-08-17
USER180,ITEM032,3,2024-01-02
USER180,ITEM013,3,2024-12-06
USER181,ITEM024,5,2024-03-16
USER181,ITEM037,3,2024-09-16
USER181,ITEM010,3,2024-08-20
USER181,ITEM031,1,2024-03-30
USER181,ITEM006,2,2024-10-07
USER181,ITEM019,4,2024-05-30
USER181,ITEM043,3,2024-06-11
USER181,ITEM004,2,2024-07-20
USER181,ITEM003,3,2024-05-06
USER181,ITEM038,3,2024-12-01
USER181,ITEM020,5,2024-04-14
USER181,ITEM049,3,2024-01-20
USER181,ITEM027,5,2024-09-16
USER181,ITEM029,4,2024-01-07
USER181,ITEM044,2,2024-03-15
USER181,ITEM015,5,2024-06-01
USER182,ITEM032,1,2024-03-12
USER182,ITEM044,4,2024-03-28
USER182,ITEM019,3,2024-10-30
USER182,ITEM015,3,2024-08-30
USER182,ITEM035,3,2024-04-28
USER182,ITEM008,3,2024-12-26
USER182,ITEM007,4,2024-08-02
USER182,ITEM028,3,2024-07-12
USER182,ITEM002,2,2024-07-28
USER182,ITEM005,2,2024-07-19
USER182,ITEM037,4,2024-11-18
