주문ID,주문일자,고객ID,성별,연령,지역,유입채널,카테고리,상품명,단가,수량,할인율,결제방법,주문상태,평점
ORD00955,2023-12-29,CUST0148,남,26.0,서울,검색,의류,청바지,109000.0,3,0.1,계좌이체,배송완료,4.0
ORD00956,2023-12-29,CUST0038,남,30.0,광주,SNS,전자기기,스피커,288000.0,2,0.05,포인트,배송중,
ORD00957,2023-12-29,CUST0147,여,,서울,검색,식품,차세트,49000.0,1,0.0,간편결제,배송완료,4.0
ORD00958,2023-12-29,CUST0187,남,27.0,인천,검색,생활용품,텀블러,48000.0,1,0.0,신용카드,배송중,
ORD00959,2023-12-29,CUST0038,남,31.0,부산,검색,전자기기,이어폰,326000.0,3,0.1,신용카드,배송완료,4.0
ORD00960,2023-12-30,CUST0117,남,28.0,서울,제휴,식품,과일선물세트,61000.0,3,0.2,간편결제,배송중,
ORD00961,2023-12-30,CUST0003,여,25.0,서울,SNS,생활용품,조명,59000.0,1,0.05,간편결제,배송완료,5.0
ORD00962,2023-12-30,CUST0164,여,35.0,세종,SNS,전자기기,스피커,43000.0,1,0.3,신용카드,배송완료,4.0
ORD00963,2023-12-31,CUST0134,여,37.0,세종,직접방문,식품,커피세트,15000.0,2,0.0,신용카드,반품,
ORD00964,2023-12-31,CUST0177,남,42.0,대전,검색,의류,티셔츠,28000.0,3,0.2,간편결제,배송완료,4.0
ORD00965,2023-12-31,CUST0005,남,32.0,서울,SNS,전자기기,이어폰,349000.0,1,0.05,포인트,배송중,
ORD00966,2023-12-31,CUST0055,여,33.0,인천,검색,뷰티,스킨케어세트,131000.0,1,0.2,신용카드,취소,
ORD00967,2023-12-31,CUST0042,남,43.0,서울,SNS,뷰티,립스틱,138000.0,2,0.15,신용카드,배송완료,3.0
ORD00968,2024-01-01,CUST0175,여,,대전,검색,의류,청바지,107000.0,2,0.1,간편결제,배송완료,5.0
ORD00969,2024-01-01,CUST0182,여,48.0,서울,검색,생활용품,방향제,17000.0,1,0.05,간편결제,배송완료,4.0
ORD00970,2024-01-01,CUST0095,여,46.0,경기,제휴,전자기기,이어폰,295000.0,1,0.0,간편결제,배송중,
ORD00971,2024-01-02,CUST0149,여,43.0,서울,이메일,의류,청바지,53000.0,2,0.0,간편결제,취소,
ORD00972,2024-01-02,CUST0188,여,46.0,제주,검색,의류,니트,118000.0,1,0.0,간편결제,배송완료,
ORD00973,2024-01-02,CUST0170,여,52.0,대구,직접방문,생활용품,텀블러,49000.0,1,0.3,간편결제,배송완료,4.0
ORD00974,2024-01-03,CUST0012,남,38.0,세종,직접방문,식품,차세트,38000.0,3,0.05,신용카드,배송완료,4.0
ORD00975,2024-01-03,CUST0060,여,33.0,경기,검색,식품,과일선물세트,71000.0,3,0.2,신용카드,배송완료,5.0
ORD00976,2024-01-03,CUST0016,남,30.0,서울,검색,전자기기,스마트워치,212000.0,1,0.0,신용카드,배송완료,4.0
ORD00977,2024-01-03,CUST0069,남,19.0,제주,SNS,식품,건강즙,44000.0,3,0.15,계좌이체,배송중,
ORD00978,2024-01-03,CUST0173,여,40.0,인천,SNS,식품,과일선물세트,61000.0,2,0.1,포인트,취소,
ORD00979,2024-01-03,CUST0032,남,22.0,세종,이메일,생활용품,쿠션,49000.0,1,0.1,신용카드,배송완료,4.0
ORD00980,2024-01-04,CUST0071,여,22.0,대구,검색,전자기기,스마트워치,193000.0,1,0.05,신용카드,반품,
ORD00981,2024-01-04,CUST0014,여,32.0,대전,직접방문,생활용품,쿠션,55000.0,1,0.3,간편결제,배송완료,4.0
ORD00982,2024-01-05,CUST0002,여,36.0,서울,SNS,의류,티셔츠,65000.0,1,0.05,신용카드,배송중,
ORD00983,2024-01-05,CUST0165,남,35.0,부산,직접방문,전자기기,충전기,297000.0,1,0.0,신용카드,취소,
ORD00984,2024-01-05,CUST0074,남,31.0,서울,SNS,전자기기,스마트워치,78000.0,2,0.3,신용카드,배송완료,5.0
ORD00985,2024-01-06,CUST0015,남,29.0,제주,직접방문,전자기기,스피커,161000.0,3,0.0,계좌이체,배송완료,4.0
ORD00986,2024-01-06,CUST0112,n,39.0,경기,직접방문,의류,원피스,75000.0,2,0.1,간편결제,배송완료,4.0
ORD00987,2024-01-06,CUST0156,남,57.0,서울,이메일,전자기기,충전기,201000.0,1,0.0,간편결제,배송완료,4.0
ORD00988,2024-01-06,CUST0034,남,26.0,대구,SNS,전자기기,충전기,246000.0,2,0.15,신용카드,배송완료,4.0
ORD00989,2024-01-07,CUST0060,남,39.0,경기,검색,식품,커피세트,33000.0,3,0.0,간편결제,배송완료,5.0
ORD00990,2024-01-08,CUST0148,남,27.0,경기,검색,의류,원피스,57000.0,3,0.0,신용카드,배송완료,5.0
ORD00991,2024-01-08,CUST0082,여,44.0,서울,검색,전자기기,보조배터리,272000.0,2,0.15,포인트,배송완료,4.0
ORD00992,2024-01-09,CUST0185,여,34.0,대구,검색,의류,원피스,43000.0,1,0.2,계좌이체,배송완료,5.0
ORD00993,2024-01-09,CUST0183,여,39.0,인천,SNS,전자기기,보조배터리,318000.0,1,0.05,포인트,배송완료,5.0
ORD00994,2024-01-09,CUST0095,남,28.0,인천,이메일,전자기기,보조배터리,193000.0,2,0.0,간편결제,배송완료,3.0
ORD00995,2024-01-09,CUST0184,남,37.0,서울,SNS,전자기기,스피커,30000.0,2,0.2,신용카드,배송완료,5.0
ORD00996,2024-01-10,CUST0186,남,35.0,부산,이메일,전자기기,이어폰,23000.0,1,0.05,간편결제,배송완료,5.0
ORD00997,2024-01-10,CUST0021,여,26.0,대구,SNS,의류,패딩,53000.0,2,0.0,신용카드,반품,
ORD00998,2024-01-11,CUST0075,여,23.0,제주,직접방문,의류,청바지,100000.0,2,0.2,신용카드,배송완료,4.0
ORD00999,2024-01-11,CUST0140,여,19.0,부산,SNS,식품,견과류,29000.0,3,0.0,신용카드,배송완료,4.0
ORD01000,2024-01-11,CUST0137,남,38.0,인천,검색,생활용품,수건세트,35000.0,1,0.3,간편결제,배송완료,5.0
ORD01001,2024-01-12,CUST0004,남,21.0,부산,SNS,전자기기,스피커,211000.0,2,0.15,신용카드,배송중,
ORD01002,2024-01-12,CUST0172,남,18.0,부산,직접방문,생활용품,텀블러,47000.0,2,0.0,간편결제,배송완료,5.0
ORD01003,2024-01-12,CUST0118,여,48.0,서울,검색,의류,원피스,102000.0,2,0.05,신용카드,배송완료,4.0
ORD01004,2024-01-13,CUST0045,남,45.0,제주,SNS,의류,청바지,113000.0,1,0.2,신용카드,배송완료,
ORD01005,2024-01-13,CUST0168,여,43.0,대구,SNS,전자기기,이어폰,298000.0,1,0.3,계좌이체,배송중,
ORD01006,2024-01-13,CUST0032,여,44.0,제주,직접방문,생활용품,조명,17000.0,1,0.2,신용카드,배송완료,4.0
ORD01007,2024-01-14,CUST0035,여,18.0,제주,검색,생활용품,쿠션,12000.0,3,0.15,신용카드,배송완료,5.0
ORD01008,2024-01-14,CUST0115,남,18.0,광주,직접방문,생활용품,수건세트,57000.0,2,0.15,신용카드,배송완료,5.0
ORD01009,2024-01-14,CUST0077,여,31.0,경기,직접방문,식품,차세트,72000.0,1,0.0,신용카드,배송완료,4.0
ORD01010,2024-01-15,CUST0108,여,29.0,서울,직접방문,전자기기,충전기,210000.0,1,0.1,간편결제,배송완료,4.0
ORD01011,2024-01-15,CUST0177,여,24.0,부산,직접방문,뷰티,립스틱,19000.0,1,0.0,신용카드,반품,
ORD01012,2024-01-15,CUST0018,여,35.0,서울,SNS,전자기기,충전기,234000.0,1,0.15,간편결제,배송중,
ORD01013,2024-01-15,CUST0046,남,39.0,인천,검색,생활용품,수건세트,45000.0,2,0.1,간편결제,배송완료,4.0
ORD01014,2024-01-15,CUST0103,남,34.0,제주,SNS,전자기기,충전기,79000.0,2,0.3,신용카드,배송완료,4.0
ORD01015,2024-01-16,CUST0089,여,52.0,대전,직접방문,전자기기,이어폰,198000.0,1,0.0,신용카드,배송완료,3.0
ORD01016,2024-01-16,CUST0053,남,32.0,서울,검색,의류,원피스,85000.0,1,0.0,포인트,배송중,
ORD01017,2024-01-16,CUST0011,남,59.0,대구,직접방문,의류,패딩,70000.0,1,0.15,포인트,배송완료,5.0
ORD01018,2024-01-17,CUST0027,여,25.0,경기,SNS,의류,티셔츠,51000.0,1,0.0,간편결제,배송완료,5.0
ORD01019,2024-01-17,CUST0126,남,46.0,서울,SNS,뷰티,스킨케어세트,104000.0,3,0.1,간편결제,배송완료,4.0
ORD01020,2024-01-17,CUST0068,남,27.0,제주,직접방문,뷰티,마스크팩,135000.0,1,0.2,계좌이체,배송완료,5.0
ORD01021,2024-01-17,CUST0044,남,26.0,대구,이메일,의류,패딩,26000.0,1,0.0,간편결제,배송완료,5.0
ORD01022,2024-01-18,CUST0165,남,23.0,서울,SNS,생활용품,텀블러,11000.0,2,0.1,간편결제,배송완료,
ORD01023,2024-01-19,CUST0050,남,45.0,서울,검색,의류,패딩,116000.0,1,0.1,신용카드,반품,
ORD01024,2024-01-19,CUST0005,남,34.0,광주,검색,의류,패딩,58000.0,1,0.1,신용카드,배송완료,
ORD01025,2024-01-20,CUST0150,여,35.0,제주,제휴,전자기기,보조배터리,296000.0,2,0.0,신용카드,배송완료,
ORD01026,2024-01-20,CUST0043,남,32.0,경기,검색,뷰티,선크림,87000.0,2,0.0,신용카드,배송완료,5.0
ORD01027,2024-01-20,CUST0094,여,39.0,제주,SNS,생활용품,텀블러,34000.0,3,0.0,계좌이체,배송완료,
ORD01028,2024-01-21,CUST0189,남,22.0,경기,SNS,식품,과일선물세트,68000.0,2,0.1,계좌이체,배송완료,4.0
ORD01029,2024-01-22,CUST0081,여,45.0,세종,검색,전자기기,스피커,76000.0,1,0.05,신용카드,배송중,
ORD01030,2024-01-23,CUST0022,남,45.0,대구,SNS,생활용품,조명,48000.0,1,0.0,간편결제,배송완료,4.0
ORD01031,2024-01-23,CUST0016,남,41.0,부산,SNS,생활용품,텀블러,24000.0,1,0.1,간편결제,배송완료,5.0
ORD01032,2024-01-24,CUST0096,여,38.0,세종,검색,전자기기,충전기,17000.0,1,0.2,신용카드,배송완료,5.0
ORD01033,2024-01-24,CUST0023,남,29.0,인천,검색,전자기기,보조배터리,144000.0,2,0.3,신용카드,배송완료,4.0
ORD01034,2024-01-24,CUST0130,여,44.0,광주,검색,뷰티,스킨케어세트,73000.0,1,0.2,포인트,취소,
ORD01035,2024-01-24,CUST0059,여,23.0,경기,SNS,전자기기,보조배터리,141000.0,1,0.2,신용카드,배송완료,5.0
ORD01036,2024-01-25,CUST0020,여,37.0,서울,직접방문,전자기기,스마트워치,84000.0,1,0.0,계좌이체,반품,
ORD01037,2024-01-26,CUST0001,남,26.0,인천,검색,의류,청바지,55000.0,1,0.05,간편결제,배송완료,4.0
ORD01038,2024-01-26,CUST0056,여,23.0,서울,검색,생활용품,텀블러,40000.0,1,0.0,신용카드,배송중,
ORD01039,2024-01-26,CUST0131,여,,인천,검색,뷰티,선크림,106000.0,1,0.0,계좌이체,배송완료,4.0
ORD01040,2024-01-27,CUST0018,n,33.0,대전,검색,뷰티,선크림,103000.0,2,0.1,신용카드,배송완료,4.0
ORD01041,2024-01-27,CUST0015,여,27.0,경기,SNS,식품,차세트,69000.0,1,0.3,간편결제,배송완료,4.0
ORD01042,2024-01-28,CUST0013,여,39.0,서울,직접방문,전자기기,이어폰,300000.0,1,0.0,신용카드,취소,
ORD01043,2024-01-28,CUST0088,남,57.0,서울,검색,식품,과일선물세트,51000.0,1,0.1,계좌이체,반품,
ORD01044,2024-01-29,CUST0011,여,33.0,인천,검색,의류,티셔츠,45000.0,1,0.0,신용카드,취소,
ORD01045,2024-01-29,CUST0083,여,40.0,서울,검색,뷰티,선크림,11000.0,1,0.05,신용카드,배송완료,5.0
ORD01046,2024-01-29,CUST0039,여,45.0,경기,직접방문,식품,차세트,25000.0,2,0.05,신용카드,배송완료,5.0
ORD01047,2024-01-29,CUST0163,여,26.0,서울,검색,식품,건강즙,61000.0,1,0.05,간편결제,배송완료,4.0
ORD01048,2024-01-31,CUST0014,남,32.0,서울,검색,뷰티,립스틱,74000.0,1,0.0,신용카드,반품,
ORD01049,2024-02-01,CUST0197,남,48.0,제주,검색,의류,패딩,,3,0.3,신용카드,배송완료,4.0
ORD01050,2024-02-01,CUST0054,남,34.0,서울,SNS,뷰티,마스크팩,42000.0,2,0.0,신용카드,배송완료,5.0
ORD01051,2024-02-01,CUST0004,남,,대구,직접방문,의류,티셔츠,26000.0,3,0.0,간편결제,배송중,
ORD01052,2024-02-02,CUST0107,여,38.0,인천,SNS,의류,청바지,112000.0,2,0.0,신용카드,배송완료,5.0
ORD01053,2024-02-02,CUST0156,남,22.0,경기,검색,뷰티,립스틱,9000.0,1,0.05,간편결제,배송완료,3.0
ORD01054,2024-02-03,CUST0037,남,31.0,세종,SNS,식품,과일선물세트,19000.0,3,0.1,포인트,배송완료,4.0
ORD01055,2024-02-03,CUST0055,남,18.0,서울,직접방문,의류,원피스,98000.0,2,0.2,신용카드,취소,
ORD01056,2024-02-03,CUST0092,여,35.0,서울,검색,식품,커피세트,65000.0,2,0.15,간편결제,배송완료,4.0
ORD01057,2024-02-03,CUST0033,남,25.0,서울,이메일,생활용품,조명,41000.0,2,0.15,계좌이체,배송중,
ORD01058,2024-02-04,CUST0022,여,18.0,제주,SNS,전자기기,스피커,304000.0,1,0.2,신용카드,배송완료,4.0
ORD01059,2024-02-05,CUST0186,남,40.0,서울,SNS,식품,커피세트,68000.0,3,0.3,신용카드,반품,
ORD01060,2024-02-05,CUST0160,남,23.0,부산,검색,의류,티셔츠,86000.0,1,0.1,간편결제,배송완료,4.0
ORD01061,2024-02-05,CUST0144,여,29.0,인천,검색,의류,원피스,65000.0,2,0.2,신용카드,반품,
ORD01062,2024-02-05,CUST0050,여,41.0,대구,검색,의류,청바지,25000.0,1,0.3,간편결제,배송완료,
ORD01063,2024-02-06,CUST0129,남,47.0,부산,직접방문,전자기기,이어폰,172000.0,1,0.0,신용카드,배송완료,
ORD01064,2024-02-06,CUST0182,남,37.0,대구,직접방문,식품,과일선물세트,18000.0,1,0.15,간편결제,배송완료,4.0
ORD01065,2024-02-06,CUST0079,남,29.0,경기,검색,전자기기,충전기,91000.0,3,0.0,포인트,배송중,
ORD01066,2024-02-07,CUST0141,여,26.0,경기,SNS,의류,패딩,49000.0,3,0.0,간편결제,배송완료,4.0
ORD01067,2024-02-08,CUST0083,여,23.0,인천,직접방문,의류,청바지,85000.0,1,0.3,신용카드,반품,
ORD01068,2024-02-08,CUST0175,여,43.0,부산,SNS,전자기기,스마트워치,96000.0,1,0.15,계좌이체,배송완료,4.0
ORD01069,2024-02-09,CUST0171,여,38.0,경기,직접방문,전자기기,스마트워치,348000.0,1,0.0,간편결제,반품,
ORD01070,2024-02-09,CUST0025,여,37.0,서울,직접방문,전자기기,보조배터리,244000.0,1,0.0,간편결제,배송완료,4.0
ORD01071,2024-02-10,CUST0147,남,40.0,인천,검색,생활용품,조명,28000.0,1,0.0,간편결제,배송중,
ORD01072,2024-02-10,CUST0092,여,40.0,부산,SNS,의류,티셔츠,90000.0,1,0.2,신용카드,배송완료,5.0
ORD01073,2024-02-11,CUST0022,남,34.0,서울,검색,의류,원피스,112000.0,1,0.0,간편결제,배송완료,4.0
ORD01074,2024-02-12,CUST0061,남,42.0,대전,직접방문,식품,건강즙,61000.0,1,0.05,간편결제,배송완료,5.0
ORD01075,2024-02-12,CUST0159,남,45.0,서울,SNS,전자기기,보조배터리,273000.0,2,0.0,신용카드,배송완료,4.0
ORD01076,2024-02-12,CUST0119,남,24.0,제주,SNS,생활용품,조명,23000.0,1,0.05,간편결제,배송완료,4.0
ORD01077,2024-02-12,CUST0168,여,37.0,세종,SNS,전자기기,스피커,176000.0,1,0.3,포인트,배송완료,5.0
ORD01078,2024-02-13,CUST0196,남,21.0,서울,검색,전자기기,이어폰,54000.0,3,0.1,신용카드,배송중,
ORD01079,2024-02-13,CUST0114,남,22.0,제주,SNS,의류,니트,17000.0,1,0.0,간편결제,배송완료,5.0
ORD01080,2024-02-13,CUST0005,여,29.0,제주,직접방문,전자기기,이어폰,72000.0,3,0.15,신용카드,배송완료,
ORD01081,2024-02-13,CUST0055,남,25.0,광주,SNS,식품,견과류,44000.0,1,0.1,계좌이체,배송완료,4.0
ORD01082,2024-02-13,CUST0070,여,28.0,부산,직접방문,의류,패딩,100000.0,1,0.1,신용카드,배송완료,4.0
ORD01083,2024-02-13,CUST0082,여,31.0,세종,직접방문,뷰티,선크림,133000.0,1,0.05,포인트,배송완료,
ORD01084,2024-02-14,CUST0122,여,18.0,인천,SNS,식품,차세트,23000.0,1,0.2,신용카드,배송완료,5.0
ORD01085,2024-02-14,CUST0121,여,23.0,대전,SNS,의류,패딩,111000.0,1,0.05,포인트,배송완료,5.0
ORD01086,2024-02-14,CUST0143,여,46.0,제주,이메일,전자기기,스피커,191000.0,2,0.0,계좌이체,배송완료,4.0
ORD01087,2024-02-14,CUST0167,여,53.0,부산,SNS,전자기기,스마트워치,28000.0,1,0.0,신용카드,배송완료,4.0
ORD01088,2024-02-14,CUST0093,여,29.0,부산,직접방문,뷰티,립스틱,138000.0,1,0.0,신용카드,반품,
ORD01089,2024-02-14,CUST0180,여,28.0,경기,검색,전자기기,충전기,280000.0,1,0.1,신용카드,취소,
ORD01090,2024-02-15,CUST0121,남,47.0,서울,제휴,전자기기,충전기,339000.0,2,0.0,신용카드,배송완료,4.0
ORD01091,2024-02-15,CUST0136,여,29.0,대구,SNS,의류,청바지,110000.0,1,0.1,신용카드,반품,
ORD01092,2024-02-15,CUST0081,여,54.0,서울,직접방문,의류,티셔츠,115000.0,1,0.0,포인트,배송완료,5.0
ORD01093,2024-02-15,CUST0166,여,28.0,제주,제휴,뷰티,선크림,60000.0,2,0.05,계좌이체,배송완료,4.0
ORD01094,2024-02-16,CUST0048,여,29.0,경기,SNS,의류,청바지,52000.0,3,0.0,계좌이체,배송중,
ORD01095,2024-02-16,CUST0150,여,18.0,서울,제휴,의류,티셔츠,102000.0,2,0.0,계좌이체,취소,
ORD01096,2024-02-16,CUST0029,남,38.0,서울,제휴,뷰티,선크림,132000.0,2,0.3,간편결제,배송완료,3.0
ORD01097,2024-02-16,CUST0033,남,35.0,경기,검색,뷰티,마스크팩,22000.0,3,0.0,신용카드,배송완료,4.0
ORD01098,2024-02-17,CUST0101,여,29.0,인천,SNS,전자기기,보조배터리,79000.0,1,0.0,간편결제,배송중,
ORD01099,2024-02-17,CUST0113,남,20.0,서울,이메일,의류,티셔츠,17000.0,1,0.2,신용카드,배송중,
ORD01100,2024-02-17,CUST0152,남,18.0,대구,SNS,생활용품,방향제,41000.0,1,0.0,포인트,배송완료,5.0
ORD01101,2024-02-18,CUST0039,남,19.0,제주,SNS,의류,티셔츠,66000.0,1,0.05,간편결제,배송완료,
ORD01102,2024-02-18,CUST0114,남,46.0,대전,직접방문,의류,티셔츠,71000.0,2,0.2,신용카드,배송완료,4.0
ORD01103,2024-02-19,CUST0071,여,45.0,대구,직접방문,식품,건강즙,75000.0,2,0.0,신용카드,배송중,
ORD01104,2024-02-19,CUST0116,남,39.0,부산,검색,의류,원피스,82000.0,1,0.0,계좌이체,배송중,
ORD01105,2024-02-19,CUST0070,남,52.0,광주,직접방문,의류,원피스,92000.0,2,0.1,계좌이체,배송완료,4.0
ORD01106,2024-02-19,CUST0077,남,18.0,경기,이메일,뷰티,선크림,123000.0,2,0.15,계좌이체,배송완료,5.0
ORD01107,2024-02-20,CUST0032,여,39.0,대구,직접방문,생활용품,쿠션,16000.0,2,0.3,간편결제,배송완료,4.0
ORD01108,2024-02-20,CUST0004,여,32.0,제주,SNS,의류,티셔츠,115000.0,2,0.1,간편결제,배송완료,4.0
ORD01109,2024-02-21,CUST0034,남,25.0,서울,제휴,전자기기,이어폰,86000.0,1,0.1,간편결제,배송중,
ORD01110,2024-02-21,CUST0078,여,44.0,경기,직접방문,뷰티,선크림,148000.0,1,0.0,신용카드,배송완료,4.0
ORD01111,2024-02-22,CUST0113,여,36.0,대구,SNS,식품,견과류,16000.0,2,0.0,간편결제,배송완료,4.0
ORD01112,2024-02-22,CUST0168,여,23.0,광주,SNS,전자기기,충전기,28000.0,1,0.3,신용카드,배송중,
ORD01113,2024-02-22,CUST0154,여,48.0,인천,SNS,의류,티셔츠,79000.0,3,0.1,신용카드,취소,
ORD01114,2024-02-22,CUST0162,여,34.0,서울,SNS,의류,청바지,84000.0,1,0.1,간편결제,배송완료,5.0
ORD01115,2024-02-22,CUST0015,여,44.0,부산,직접방문,의류,청바지,87000.0,1,0.1,포인트,배송완료,5.0
ORD01116,2024-02-23,CUST0186,남,32.0,제주,검색,식품,견과류,49000.0,1,0.1,간편결제,배송완료,5.0
ORD01117,2024-02-23,CUST0054,남,37.0,경기,SNS,전자기기,스피커,14000.0,1,0.1,간편결제,배송완료,4.0
ORD01118,2024-02-23,CUST0161,남,48.0,경기,검색,생활용품,조명,32000.0,1,0.2,간편결제,배송완료,4.0
ORD01119,2024-02-24,CUST0092,남,29.0,경기,검색,의류,청바지,74000.0,1,0.15,간편결제,배송완료,4.0
ORD01120,2024-02-24,CUST0194,남,48.0,부산,검색,식품,차세트,20000.0,1,0.0,신용카드,배송완료,5.0
ORD01121,2024-02-24,CUST0169,남,43.0,세종,SNS,생활용품,텀블러,32000.0,2,0.2,간편결제,배송중,
ORD01122,2024-02-24,CUST0106,남,19.0,제주,SNS,의류,니트,70000.0,1,0.1,계좌이체,배송완료,5.0
ORD01123,2024-02-25,CUST0019,남,32.0,대구,검색,뷰티,향수,149000.0,2,0.15,간편결제,배송완료,4.0
ORD01124,2024-02-25,CUST0186,남,47.0,부산,이메일,뷰티,립스틱,87000.0,1,0.1,간편결제,취소,
ORD01125,2024-02-25,CUST0110,여,61.0,대구,직접방문,의류,청바지,55000.0,2,0.15,신용카드,배송완료,4.0
ORD01126,2024-02-26,CUST0044,남,51.0,서울,검색,전자기기,충전기,164000.0,1,0.0,간편결제,배송완료,4.0
ORD01127,2024-02-26,CUST0048,여,42.0,경기,검색,뷰티,스킨케어세트,101000.0,2,0.1,신용카드,배송완료,5.0
ORD01128,2024-02-26,CUST0086,남,42.0,광주,검색,생활용품,조명,26000.0,1,0.15,계좌이체,배송완료,4.0
ORD01129,2024-02-27,CUST0139,여,38.0,경기,검색,전자기기,충전기,305000.0,1,0.3,간편결제,취소,
ORD01130,2024-02-28,CUST0198,남,35.0,대전,직접방문,생활용품,조명,48000.0,1,0.0,신용카드,취소,
ORD01131,2024-02-29,CUST0091,여,31.0,인천,이메일,생활용품,수건세트,28000.0,3,0.0,계좌이체,배송완료,4.0
ORD01132,2024-02-29,CUST0037,남,34.0,경기,검색,뷰티,향수,15000.0,1,0.05,간편결제,반품,
ORD01133,2024-02-29,CUST0060,여,29.0,대전,SNS,의류,패딩,78000.0,1,0.2,신용카드,취소,
ORD01134,2024-03-01,CUST0200,남,25.0,대구,직접방문,뷰티,립스틱,137000.0,1,0.0,신용카드,취소,
ORD01135,2024-03-01,CUST0175,여,21.0,경기,직접방문,전자기기,스마트워치,16000.0,1,0.1,간편결제,배송완료,4.0
ORD01136,2024-03-01,CUST0160,여,33.0,서울,이메일,생활용품,텀블러,38000.0,3,0.2,간편결제,배송완료,4.0
ORD01137,2024-03-02,CUST0031,남,39.0,경기,직접방문,의류,니트,91000.0,1,0.1,간편결제,배송완료,4.0
ORD01138,2024-03-02,CUST0058,여,35.0,경기,SNS,식품,과일선물세트,34000.0,1,0.15,신용카드,배송완료,4.0
ORD01139,2024-03-02,CUST0038,남,44.0,경기,제휴,전자기기,이어폰,28000.0,1,0.15,포인트,배송완료,4.0
ORD01140,2024-03-02,CUST0141,남,18.0,경기,SNS,생활용품,조명,19000.0,1,0.1,계좌이체,배송완료,4.0
ORD01141,2024-03-02,CUST0094,여,21.0,인천,SNS,의류,청바지,50000.0,2,0.05,계좌이체,배송중,
ORD01142,2024-03-03,CUST0191,남,28.0,서울,이메일,의류,패딩,116000.0,2,0.05,신용카드,배송완료,5.0
ORD01143,2024-03-04,CUST0189,여,42.0,부산,검색,전자기기,스마트워치,307000.0,1,0.15,간편결제,배송완료,5.0
ORD01144,2024-03-05,CUST0116,여,46.0,부산,직접방문,뷰티,마스크팩,76000.0,1,0.15,간편결제,배송완료,4.0
ORD01145,2024-03-05,CUST0118,여,34.0,부산,검색,전자기기,충전기,14000.0,1,0.3,간편결제,배송완료,5.0
ORD01146,2024-03-06,CUST0013,여,42.0,서울,SNS,의류,원피스,106000.0,1,0.0,신용카드,배송완료,4.0
ORD01147,2024-03-07,CUST0003,남,41.0,경기,검색,식품,커피세트,43000.0,2,0.05,계좌이체,배송중,
ORD01148,2024-03-07,CUST0100,남,50.0,경기,검색,생활용품,쿠션,38000.0,1,0.3,신용카드,배송완료,5.0
ORD01149,2024-03-07,CUST0167,여,43.0,대구,이메일,뷰티,마스크팩,34000.0,1,0.0,포인트,배송완료,4.0
ORD01150,2024-03-07,CUST0192,남,37.0,대구,직접방문,뷰티,선크림,132000.0,1,0.3,간편결제,반품,
ORD01151,2024-03-07,CUST0138,여,23.0,부산,제휴,전자기기,스피커,125000.0,1,0.0,신용카드,배송완료,4.0
ORD01152,2024-03-08,CUST0183,남,34.0,경기,이메일,의류,티셔츠,24000.0,3,0.1,신용카드,배송완료,5.0
ORD01153,2024-03-08,CUST0187,여,24.0,제주,검색,전자기기,보조배터리,294000.0,3,0.2,간편결제,배송완료,5.0
ORD01154,2024-03-08,CUST0027,여,47.0,경기,검색,의류,니트,29000.0,2,0.05,계좌이체,배송완료,4.0
ORD01155,2024-03-08,CUST0022,여,28.0,세종,검색,식품,견과류,48000.0,1,0.05,신용카드,배송완료,5.0
ORD01156,2024-03-09,CUST0037,남,47.0,제주,검색,생활용품,수건세트,40000.0,2,0.2,계좌이체,배송완료,
ORD01157,2024-03-09,CUST0183,남,18.0,서울,이메일,전자기기,보조배터리,97000.0,1,0.1,간편결제,배송완료,5.0
ORD01158,2024-03-10,CUST0198,남,44.0,경기,제휴,전자기기,이어폰,22000.0,2,0.0,간편결제,취소,
ORD01159,2024-03-10,CUST0088,여,32.0,제주,검색,뷰티,립스틱,113000.0,1,0.0,간편결제,배송완료,5.0
ORD01160,2024-03-10,CUST0170,여,44.0,서울,SNS,뷰티,마스크팩,40000.0,1,0.2,간편결제,배송완료,5.0
ORD01161,2024-03-11,CUST0002,여,18.0,서울,직접방문,전자기기,이어폰,17000.0,3,0.15,신용카드,배송완료,5.0
ORD01162,2024-03-11,CUST0146,남,18.0,부산,이메일,의류,니트,118000.0,1,0.2,신용카드,배송완료,5.0
ORD01163,2024-03-11,CUST0104,여,41.0,서울,검색,의류,패딩,79000.0,1,0.0,신용카드,반품,
ORD01164,2024-03-12,CUST0116,남,35.0,광주,검색,식품,차세트,75000.0,1,0.0,계좌이체,배송완료,4.0
ORD01165,2024-03-13,CUST0092,여,22.0,제주,이메일,의류,원피스,79000.0,2,0.3,신용카드,배송완료,
ORD01166,2024-03-13,CUST0150,여,29.0,경기,검색,뷰티,마스크팩,142000.0,1,0.1,신용카드,배송완료,4.0
ORD01167,2024-03-13,CUST0193,여,38.0,부산,직접방문,식품,과일선물세트,23000.0,1,0.05,신용카드,배송완료,4.0
ORD01168,2024-03-14,CUST0083,남,37.0,경기,직접방문,의류,원피스,55000.0,2,0.1,간편결제,배송완료,4.0
ORD01169,2024-03-14,CUST0070,남,29.0,경기,직접방문,생활용품,쿠션,56000.0,1,0.05,간편결제,반품,
ORD01170,2024-03-14,CUST0055,남,35.0,세종,검색,생활용품,조명,30000.0,3,0.0,간편결제,배송완료,5.0
