주문ID,주문일시,고객ID,가게ID,메뉴,주문금액,수량,배달소요시간(분),결제방법,쿠폰사용여부,평점,주문상태
ORD02211,2024-11-15 20:55:05,CUST0159,STR058,초밥세트,21600,1,47.0,간편결제,N,,취소
ORD02212,2024-08-18 11:41:40,CUST0236,STR065,튀김,10400,1,45.0,간편결제,Y,2.0,배달완료
ORD02213,2024-08-10 11:36:51,CUST0351,STR041,퀴노아샐러드,10900,2,60.0,카드,Y,,취소
ORD02214,2024-01-28 15:09:43,CUST0251,STR096,볶음밥,15800,2,59.0,현금,Y,4.0,배달완료
ORD02215,2024-12-23 17:43:08,CUST0373,STR039,된장찌개,10400,1,15.0,카드,Y,4.0,배달완료
ORD02216,2024-07-20 23:30:40,CUST0023,STR065,튀김,6700,1,35.0,현금,N,4.0,배달완료
ORD02217,2024-11-17 17:43:03,CUST0059,STR081,오돌뼈,17300,1,49.0,카드,N,1.0,배달완료
ORD02218,2024-08-06 23:07:52,CUST0209,STR016,갈비탕,7200,1,59.0,간편결제,Y,5.0,배달완료
ORD02219,2024-09-20 20:11:02,CUST0077,STR048,라멘,9200,2,51.0,현금,N,,배달완료
ORD02220,2024-09-17 12:29:34,CUST0025,STR091,후라이드치킨,18100,1,38.0,카드,Y,,배달완료
ORD02221,2024-04-04 11:24:47,CUST0052,STR085,닭볶음탕,26600,1,57.0,카드,N,5.0,배달완료
ORD02222,2024-03-01 13:17:46,CUST0318,STR049,치킨버거,7700,1,57.0,간편결제,N,,배달완료
ORD02223,2024-08-08 17:32:50,CUST0061,STR008,마늘치킨,21000원,1,46.0,카드,Y,,취소
ORD02224,2024-12-18 18:05:21,CUST0358,STR002,포케보울,14300,1,48.0,간편결제,N,4.0,배달완료
ORD02225,2024-03-01 11:25:15,CUST0180,STR079,연어샐러드,13600,1,47.0,간편결제,Y,5.0,배달완료
ORD02226,2024-04-12 11:06:33,CUST0447,STR085,닭발,31600,1,45.0,카드,N,5.0,배달완료
ORD02227,2024-10-11 11:47:59,CUST0175,STR031,닭발,25700,1,41.0,간편결제,Y,3.0,배달완료
ORD02228,2024-09-07 09:54:20,CUST0305,STR069,비빔밥,7100,1,41.0,간편결제,N,,배달완료
ORD02229,2024-11-23 13:25:08,CUST0344,STR067,빅맥세트,6300,3,40.0,현금,N,4.0,배달완료
ORD02230,2024-04-13 19:23:41,CUST0073,STR011,크로플,12300,1,48.0,카드,N,5.0,배달완료
ORD02231,2024-08-30 18:21:56,CUST0395,STR046,연어샐러드,15800,0,22.0,간편결제,N,,배달완료
ORD02232,2024-06-24 18:46:22,CUST0415,STR092,하와이안피자,17000,2,52.0,간편결제,N,3.0,배달완료
ORD02233,2024-09-26 17:55:09,CUST0360,STR001,치킨버거,8600,1,15.0,간편결제,Y,,취소
ORD02234,2024-11-24 22:54:02,CUST0338,STR044,오뎅,6100,1,28.0,간편결제,N,1.0,배달완료
ORD02235,2024-05-06 11:49:43,CUST0312,STR073,튀김,8700,2,20.0,카드,Y,,배달완료
ORD02236,2024-06-26 12:29:33,CUST0040,STR097,김밥,7000,2,52.0,간편결제,N,4.0,배달완료
ORD02237,2024-05-21 23:46:48,CUST0482,STR100,페퍼로니피자,31600,1,43.0,간편결제,N,,배달완료
ORD02238,2024-04-02 20:57:33,CUST0032,STR065,오뎅,5800,1,22.0,간편결제,N,,배달완료
ORD02239,2024-03-05 20:40:17,CUST0391,STR096,깐풍기,14900,1,23.0,간편결제,N,,배달완료
ORD02240,2024-05-13 12:08:41,CUST0155,STR026,떡볶이,5500,1,18.0,카드,N,,배달완료
ORD02241,2024-01-06 18:00:45,CUST0312,STR007,라볶이,3900,1,52.0,간편결제,Y,,배달완료
ORD02242,2024-12-17 19:27:05,CUST0167,STR001,치킨버거,10100,2,30.0,현금,N,3.0,배달완료
ORD02243,2024-09-09 10:44:14,CUST0120,STR075,탕수육,16100,1,35.0,카드,Y,3.0,배달완료
ORD02244,2024-10-30 18:49:22,CUST0387,STR083,깐풍기,14100,1,28.0,현금,Y,2.0,배달완료
ORD02245,2024-06-26 19:43:43,CUST0048,STR026,김밥,9800,2,24.0,간편결제,Y,2.0,배달완료
ORD02246,2024-03-10 21:31:44,CUST0284,STR094,보쌈,31800,1,41.0,간편결제,Y,3.0,배달완료
ORD02247,2024-05-16 23:04:55,CUST0260,STR055,크로플,6700,1,53.0,카드,N,2.0,배달완료
ORD02248,2024-06-16 20:26:43,CUST0251,STR087,탕수육,13000,1,54.0,간편결제,N,,배달완료
ORD02249,2024-07-10 13:06:40,CUST0301,STR019,마카롱세트,10600,2,30.0,카드,N,,취소
ORD02250,2024-02-08 22:44:09,CUST0273,STR057,순살치킨,24600,2,38.0,간편결제,Y,,배달완료
ORD02251,2024-09-17 20:37:12,CUST0260,STR015,오뎅,9200,1,28.0,간편결제,N,2.0,배달완료
ORD02252,2024-11-11 21:56:58,CUST0294,STR079,퀴노아샐러드,13500,2,28.0,카드,Y,4.0,배달완료
ORD02253,2024-01-19 22:30:43,CUST0345,STR007,튀김,7100,1,28.0,현금,N,,배달완료
ORD02254,2024-09-24 11:28:34,CUST0310,STR014,짬뽕,16600,2,58.0,카드,Y,2.0,배달완료
ORD02255,2024-01-02 17:49:31,CUST0170,STR003,오꼬노미야끼,24100,1,50.0,카드,N,2.0,배달완료
ORD02256,2024-04-20 14:43:20,CUST0266,STR001,빅맥세트,9900,1,58.0,간편결제,N,5.0,배달완료
ORD02257,2024-10-21 22:55:08,CUST0236,STR040,케이크,7800,1,57.0,카드,N,5.0,배달완료
ORD02258,2024-09-12 19:40:09,CUST0070,STR060,페퍼로니피자,30100,1,38.0,카드,N,5.0,배달완료
ORD02259,2024-08-24 11:40:33,CUST0389,STR096,마파두부,8200,3,32.0,카드,Y,5.0,배달완료
ORD02260,2024-01-10 10:03:27,CUST0263,STR022,오꼬노미야끼,15800,2,33.0,카드,N,,배달완료
ORD02261,2024-07-09 17:11:20,CUST0058,STR037,비빔밥,7100,1,39.0,간편결제,Y,5.0,배달완료
ORD02262,2024-07-25 22:09:45,CUST0335,STR098,시저샐러드,9800,3,27.0,카드,N,5.0,배달완료
ORD02263,2024-03-06 19:48:30,CUST0110,STR021,퀴노아샐러드,13100,1,30.0,카드,N,,배달완료
ORD02264,2024-09-25 18:50:28,CUST0250,STR079,시저샐러드,12800,1,52.0,간편결제,N,,배달완료
ORD02265,2024-06-13 17:34:21,CUST0175,STR064,오꼬노미야끼,17300,1,58.0,간편결제,N,3.0,배달완료
ORD02266,2024-07-18 12:44:55,CUST0014,STR028,치킨버거,6500,1,15.0,간편결제,N,3.0,배달완료
ORD02267,2024-10-30 23:57:00,CUST0045,STR008,양념치킨,18300,1,34.0,카드,Y,2.0,배달완료
ORD02268,2024-08-12 11:03:42,CUST0041,STR001,치킨버거,6500,2,38.0,간편결제,N,,취소
ORD02269,2024-06-05 23:42:54,CUST0294,STR051,치즈피자,20100,1,52.0,간편결제,N,4.0,배달완료
ORD02270,2024-05-06 23:35:27,CUST0255,STR053,김밥,6100,1,27.0,카드,N,3.0,배달완료
ORD02271,2024-04-28 20:42:05,CUST0316,STR058,초밥세트,19500,1,21.0,현금,N,1.0,배달완료
ORD02272,2024-07-30 13:32:13,CUST0483,STR003,초밥세트,19300,1,43.0,간편결제,N,3.0,배달완료
ORD02273,2024-08-17 15:50:04,CUST0457,STR060,페퍼로니피자,24700,2,19.0,간편결제,Y,,배달완료
ORD02274,2024-06-07 18:53:37,CUST0420,STR059,고구마피자,34000,1,31.0,카드,N,,배달완료
ORD02275,2024-06-30 23:41:08,CUST0281,STR011,케이크,14800,1,60.0,카드,N,,배달완료
ORD02276,2024-05-31 16:10:43,CUST0235,STR091,마늘치킨,18900,1,60.0,카드,N,4.0,배달완료
ORD02277,2024-08-31 11:45:01,CUST0215,STR074,된장찌개,7200,1,40.0,간편결제,N,5.0,배달완료
ORD02278,2024-02-18 21:58:41,CUST0054,STR083,짬뽕,6800,1,53.0,현금,Y,,배달완료
ORD02279,2024-06-08 12:54:46,CUST0029,STR037,설렁탕,11600,1,39.0,간편결제,N,,취소
ORD02280,2024-11-11 17:23:35,CUST0211,STR036,고구마피자,20500,2,35.0,간편결제,Y,3.0,배달완료
ORD02281,2024-02-19 20:31:18,CUST0445,STR091,간장치킨,24600,1,52.0,간편결제,N,3.0,배달완료
ORD02282,2024-12-08 19:58:58,CUST0256,STR066,라볶이,8900,1,27.0,간편결제,Y,4.0,배달완료
ORD02283,2024-06-23 11:29:46,CUST0405,STR045,우동,11100,1,39.0,카드,N,5.0,배달완료
ORD02284,2024-03-02 17:20:56,CUST0302,STR100,페퍼로니피자,20600,2,49.0,카드,N,1.0,배달완료
ORD02285,2024-04-08 20:31:07,CUST0118,STR089,너겟세트,6500,3,30.0,카드,Y,4.0,배달완료
ORD02286,2024-05-31 18:48:11,CUST0481,STR085,족발,20300,2,49.0,간편결제,N,5.0,배달완료
ORD02287,2024-07-24 16:03:54,CUST0433,STR081,곱창,27600,1,24.0,카드,N,2.0,배달완료
ORD02288,2024-11-18 18:55:50,CUST0062,STR100,치즈피자,33300,1,34.0,간편결제,Y,5.0,배달완료
ORD02289,2024-02-25 23:44:32,CUST0457,STR006,불고기,8200,1,21.0,간편결제,N,2.0,배달완료
ORD02290,2024-04-09 22:00:08,CUST0036,STR075,탕수육,7900,1,59.0,현금,N,,배달완료
ORD02291,2024-10-18 20:15:36,CUST0186,STR024,닭볶음탕,26900,1,19.0,현금,N,4.0,배달완료
ORD02292,2024-06-30 14:05:42,CUST0239,STR005,라볶이,5600,1,46.0,간편결제,N,,배달중
ORD02293,2024-11-05 23:52:04,CUST0429,STR010,치킨텐더,19500,1,35.0,카드,N,4.0,배달완료
ORD02294,2024-06-23 12:15:06,CUST0009,STR036,하와이안피자,29000,2,51.0,현금,N,,배달중
ORD02295,2024-09-28 23:58:00,CUST0109,STR055,빙수,6000,1,36.0,카드,N,,배달완료
ORD02296,2024-06-02 13:37:20,CUST0013,STR013,우동,17000,1,27.0,카드,N,4.0,배달완료
ORD02297,2024-11-18 11:10:50,CUST0040,STR044,떡볶이,11600,3,43.0,간편결제,N,4.0,배달완료
ORD02298,2024-04-05 20:51:35,CUST0138,STR080,곱창,34400,1,37.0,카드,Y,,취소
ORD02299,2024-10-27 17:34:59,CUST0001,STR078,치즈피자,26400,1,40.0,간편결제,Y,5.0,배달완료
ORD02300,2024-10-06 21:17:58,CUST0019,STR004,보쌈,27200,1,18.0,간편결제,N,3.0,배달완료
ORD02301,2024-05-22 13:28:56,CUST0261,STR081,닭볶음탕,29600,1,56.0,간편결제,Y,5.0,배달완료
ORD02302,2024-07-05 12:18:12,CUST0487,STR024,오돌뼈,30100,1,38.0,간편결제,N,5.0,배달완료
ORD02303,2024-09-22 13:39:25,CUST0464,STR062,빅맥세트,9900,2,27.0,간편결제,N,3.0,배달완료
ORD02304,2024-11-25 15:01:57,CUST0223,STR049,감자튀김,7600,1,35.0,카드,N,5.0,배달완료
ORD02305,2024-02-06 21:16:59,CUST0129,STR099,오꼬노미야끼,23900,2,16.0,카드,N,5.0,배달완료
ORD02306,2024-05-14 14:45:26,CUST0373,STR070,마카롱세트,5700,1,18.0,카드,N,4.0,배달완료
ORD02307,2024-07-26 13:21:06,CUST0148,STR098,그릭샐러드,10100,1,39.0,카드,N,4.0,배달완료
ORD02308,2024-07-08 17:57:31,CUST0185,STR091,순살치킨,23800,1,16.0,카드,N,5.0,배달완료
ORD02309,2024-02-14 10:44:36,CUST0230,STR076,감자튀김,5400,1,34.0,간편결제,N,,배달완료
ORD02310,2024-01-15 13:27:57,CUST0488,STR047,연어샐러드,10600,1,18.0,간편결제,Y,,배달완료
ORD02311,2024-04-19 22:04:08,CUST0442,STR059,고구마피자,34500,1,15.0,카드,Y,3.0,배달완료
ORD02312,2024-03-05 14:44:12,CUST0121,STR060,콤비네이션피자,32500,1,39.0,간편결제,N,,배달완료
ORD02313,2024-11-26 22:11:28,CUST0401,STR083,깐풍기,12800,1,55.0,카드,N,,배달완료
ORD02314,2024-08-03 17:50:20,CUST0347,STR048,규동,19500,1,31.0,카드,N,,배달완료
ORD02315,2024-12-12 11:44:53,CUST0079,STR002,연어샐러드,11200,1,26.0,카드,N,5.0,배달완료
ORD02316,2024-02-17 23:38:11,CUST0334,STR051,불고기피자,23900,1,42.0,간편결제,Y,,배달완료
ORD02317,2024-06-24 20:01:25,CUST0447,STR085,오돌뼈,17200,1,54.0,카드,Y,2.0,배달완료
ORD02318,2024-05-17 10:59:42,CUST0079,STR095,닭볶음탕,19500,0,36.0,간편결제,N,4.0,배달완료
ORD02319,2024-12-31 17:21:28,CUST0037,STR002,닭가슴살샐러드,10400,1,38.0,카드,Y,5.0,배달완료
ORD02320,2024-12-31 20:38:09,CUST0014,STR070,빙수,10400,2,23.0,카드,N,4.0,배달완료
ORD02321,2024-06-23 17:21:04,CUST0173,STR094,보쌈,23400,1,27.0,카드,N,4.0,배달완료
ORD02322,2024-02-24 22:38:07,CUST0417,STR069,불고기,10300,1,56.0,간편결제,Y,5.0,배달완료
ORD02323,2024-06-06 20:07:19,CUST0314,STR061,규동,22800,2,55.0,현금,N,4.0,배달완료
ORD02324,2024-05-16 19:14:11,CUST0381,STR052,치즈피자,31900,1,24.0,카드,N,1.0,배달완료
ORD02325,2024-04-27 20:43:44,CUST0122,STR083,깐풍기,9400,1,18.0,카드,Y,5.0,배달완료
ORD02326,2024-05-09 19:29:45,CUST0455,STR023,돈카츠,22300,1,37.0,간편결제,N,,배달완료
ORD02327,2024-12-30 19:45:00,CUST0375,STR008,치킨텐더,23200,2,58.0,카드,N,5.0,배달완료
ORD02328,2024-03-05 17:41:19,CUST0498,STR044,튀김,4200,2,22.0,현금,N,,배달완료
ORD02329,2024-10-25 19:25:25,CUST0112,STR050,볶음밥,15900,1,45.0,카드,N,4.0,배달완료
ORD02330,2024-02-26 19:03:39,CUST0404,STR008,간장치킨,21400,1,36.0,현금,Y,,배달완료
ORD02331,2024-03-09 18:47:44,CUST0467,STR024,닭볶음탕,17600,1,26.0,간편결제,N,,배달완료
ORD02332,2024-04-27 15:28:41,CUST0143,STR019,크로플,4500,1,26.0,카드,N,,배달완료
ORD02333,2024-02-07 18:08:36,CUST0133,STR075,탕수육,7900,1,28.0,간편결제,N,3.0,배달완료
ORD02334,2024-07-07 17:34:02,CUST0435,STR005,순대,11000,1,53.0,간편결제,N,,배달완료
ORD02335,2024-11-17 13:51:04,CUST0177,STR099,규동,24000,1,20.0,간편결제,Y,,배달완료
ORD02336,2024-06-27 12:02:16,CUST0211,STR059,고구마피자,17800,2,43.0,카드,N,3.0,배달완료
ORD02337,2024-05-29 17:02:53,CUST0217,STR078,페퍼로니피자,15900,1,20.0,간편결제,N,,배달완료
ORD02338,2024-11-23 19:16:13,CUST0322,STR043,와퍼세트,7500,1,50.0,간편결제,N,,배달완료
ORD02339,2024-06-08 15:46:42,CUST0236,STR046,그릭샐러드,10200,1,40.0,간편결제,Y,4.0,배달완료
ORD02340,2024-03-21 18:46:45,CUST0126,STR004,닭발,21600,1,40.0,현금,Y,4.0,배달완료
ORD02341,2024-09-05 17:22:39,CUST0179,STR059,고구마피자,32700,1,31.0,카드,Y,,배달완료
ORD02342,2024-02-29 12:51:27,CUST0020,STR090,퀴노아샐러드,12200,2,39.0,카드,N,5.0,배달완료
ORD02343,2024-11-23 14:08:21,CUST0217,STR095,닭볶음탕,29600,1,52.0,카드,N,,배달완료
ORD02344,2024-05-15 14:27:02,CUST0367,STR004,족발,17200,2,48.0,간편결제,N,5.0,배달완료
ORD02345,2024-10-18 14:48:38,CUST0185,STR073,순대,4800,2,16.0,간편결제,Y,,배달완료
ORD02346,2024-05-18 16:38:08,CUST0123,STR072,제육볶음,9900,1,40.0,카드,N,,취소
ORD02347,2024-01-16 11:53:37,CUST0466,STR085,족발,17900,1,25.0,간편결제,Y,5.0,배달완료
ORD02348,2024-05-13 15:18:19,CUST0405,STR090,닭가슴살샐러드,13900,1,35.0,간편결제,N,,배달완료
ORD02349,2024-05-25 11:16:37,CUST0164,STR050,깐풍기,17600,2,27.0,현금,N,,배달완료
ORD02350,2024-02-02 18:42:35,CUST0293,STR074,불고기,10300,1,28.0,간편결제,Y,,배달중
ORD02351,2024-08-29 18:48:40,CUST0395,STR022,초밥세트,19000,1,16.0,간편결제,N,4.0,배달완료
ORD02352,2024-06-15 18:44:27,CUST0285,STR086,깐풍기,9000,1,58.0,카드,N,,배달완료
ORD02353,2024-03-04 18:25:37,CUST0122,STR015,튀김,7100,1,34.0,간편결제,N,5.0,배달완료
ORD02354,2024-06-16 13:21:18,CUST0060,STR051,페퍼로니피자,21300,1,22.0,카드,N,5.0,배달완료
ORD02355,2024-05-12 18:20:37,CUST0114,STR100,고구마피자,23100,2,17.0,카드,N,5.0,배달완료
ORD02356,2024-02-22 11:58:22,CUST0413,STR064,오꼬노미야끼,15100,1,42.0,카드,N,4.0,배달완료
ORD02357,2024-12-31 11:37:12,CUST0139,STR066,떡볶이,5400,1,21.0,간편결제,Y,4.0,배달완료
ORD02358,2024-10-06 23:07:55,CUST0345,STR005,순대,5600,1,55.0,현금,Y,,배달완료
ORD02359,2024-12-12 18:36:21,CUST0402,STR050,탕수육,12600,1,59.0,카드,N,,배달완료
ORD02360,2024-07-20 11:07:44,CUST0232,STR009,마늘치킨,22400,2,50.0,간편결제,N,,취소
ORD02361,2024-11-21 15:52:41,CUST0255,STR010,반반치킨,18200,1,52.0,카드,N,,배달완료
ORD02362,2024-05-07 22:04:41,CUST0254,STR016,비빔밥,14000,1,33.0,카드,N,4.0,배달완료
ORD02363,2024-03-02 20:41:18,CUST0264,STR087,마파두부,15100,1,25.0,카드,N,,배달완료
ORD02364,2024-06-01 13:40:40,CUST0443,STR066,떡볶이,9300,1,58.0,카드,Y,4.0,배달완료
ORD02365,2024-01-18 21:39:03,CUST0206,STR024,족발,29000,1,15.0,카드,N,3.0,배달완료
ORD02366,2024-05-20 12:28:12,CUST0139,STR077,깐풍기,12400,1,25.0,간편결제,N,,배달완료
ORD02367,2024-11-13 17:52:01,CUST0453,STR055,크로플,6700,1,25.0,카드,Y,,배달완료
ORD02368,2024-02-06 18:43:20,CUST0136,STR086,짜장면,12600,1,23.0,간편결제,N,,취소
ORD02369,2024-11-23 18:41:29,CUST0103,STR022,라멘,9900,1,53.0,간편결제,N,5.0,배달완료
ORD02370,2024-04-04 17:25:05,CUST0250,STR015,오뎅,8400,1,22.0,카드,N,4.0,배달완료
ORD02371,2024-01-22 21:01:18,CUST0479,STR078,페퍼로니피자,32900,1,18.0,간편결제,Y,,취소
ORD02372,2024-11-02 13:23:09,CUST0316,STR086,탕수육,14500,2,47.0,간편결제,N,5.0,배달완료
ORD02373,2024-05-07 23:40:43,CUST0315,STR006,김치찌개,14800,2,36.0,현금,N,4.0,배달완료
ORD02374,2024-11-11 17:10:24,CUST0296,STR018,양념치킨,19900,2,20.0,카드,Y,,취소
ORD02375,2024-05-11 11:45:53,CUST0470,STR044,떡볶이,11400,1,39.0,카드,N,2.0,배달완료
ORD02376,2024-03-22 14:20:51,CUST0276,STR072,비빔밥,9300,2,53.0,카드,N,,배달완료
ORD02377,2024-01-18 23:55:47,CUST0171,STR051,페퍼로니피자,26200,3,23.0,간편결제,N,,배달완료
ORD02378,2024-08-28 12:48:30,CUST0259,STR058,우동,11300,1,57.0,간편결제,N,,취소
ORD02379,2024-01-18 20:31:02,CUST0053,STR081,오돌뼈,33500,1,25.0,간편결제,N,4.0,배달완료
ORD02380,2024-11-02 20:53:59,CUST0358,STR036,불고기피자,33600,1,53.0,간편결제,Y,,배달완료
ORD02381,2024-03-16 16:48:13,CUST0037,STR016,제육볶음,11200,1,25.0,카드,N,,배달중
ORD02382,2024-02-04 18:12:51,CUST0306,STR086,짜장면,7300,0,28.0,카드,N,4.0,배달완료
ORD02383,2024-04-23 18:15:28,CUST0427,STR016,갈비탕,13500,2,18.0,카드,N,,배달완료
ORD02384,2024-03-01 10:46:48,CUST0073,STR087,탕수육,12000,1,32.0,현금,N,5.0,배달완료
ORD02385,2024-03-01 17:54:29,CUST0385,STR093,탕수육,7200,2,18.0,간편결제,N,5.0,배달완료
ORD02386,2024-05-31 19:21:18,CUST0323,STR068,너겟세트,8000,1,60.0,카드,Y,4.0,배달완료
ORD02387,2024-03-08 18:58:46,CUST0044,STR045,우동,24600,1,36.0,카드,Y,5.0,배달완료
ORD02388,2024-10-01 18:04:10,CUST0141,STR044,튀김,12000,1,38.0,현금,N,,취소
ORD02389,2024-10-16 13:13:39,CUST0386,STR017,규동,13100,1,19.0,간편결제,N,,배달완료
ORD02390,2024-06-15 17:55:09,CUST0204,STR011,케이크,11600,1,39.0,카드,N,,배달완료
ORD02391,2024-09-21 09:59:31,CUST0204,STR007,순대,4500,1,50.0,카드,N,5.0,배달완료
ORD02392,2024-10-10 12:28:51,CUST0316,STR099,규동,17900,1,46.0,카드,N,2.0,배달완료
ORD02393,2024-06-26 20:37:09,CUST0396,STR062,빅맥세트,7000,1,32.0,카드,Y,4.0,배달완료
ORD02394,2024-04-11 21:20:59,CUST0118,STR091,양념치킨,18900,2,38.0,간편결제,N,,배달완료
ORD02395,2024-11-16 12:45:25,CUST0077,STR015,떡볶이,9900,0,22.0,간편결제,Y,4.0,배달완료
ORD02396,2024-07-26 12:33:01,CUST0065,STR062,너겟세트,6900,1,20.0,간편결제,N,,취소
ORD02397,2024-10-30 11:14:15,CUST0061,STR003,라멘,24200,1,54.0,간편결제,N,5.0,배달완료
ORD02398,2024-09-09 11:53:35,CUST0287,STR062,너겟세트,6900,1,35.0,현금,N,3.0,배달완료
ORD02399,2024-06-29 13:44:30,CUST0072,STR080,닭볶음탕,16300,1,40.0,카드,N,,배달완료
ORD02400,2024-06-14 13:30:43,CUST0210,STR007,오뎅,10700,2,37.0,간편결제,N,,배달중
ORD02401,2024-01-15 13:07:11,CUST0489,STR045,초밥세트,21400,3,54.0,카드,N,3.0,배달완료
ORD02402,2024-04-26 11:49:33,CUST0451,STR041,연어샐러드,14900,2,30.0,간편결제,N,4.0,배달완료
ORD02403,2024-02-06 22:49:26,CUST0426,STR065,튀김,9600,1,30.0,카드,N,5.0,배달완료
ORD02404,2024-10-16 09:36:01,CUST0438,STR040,빙수,5800,1,47.0,간편결제,N,,배달완료
ORD02405,2024-02-01 13:19:35,CUST0459,STR057,마늘치킨,25000,1,33.0,간편결제,N,,취소
ORD02406,2024-10-09 20:31:21,CUST0367,STR007,튀김,8700,2,37.0,간편결제,N,2.0,배달완료
ORD02407,2024-12-13 13:29:06,CUST0343,STR050,마파두부,13300,0,22.0,간편결제,Y,1.0,배달완료
ORD02408,2024-03-12 13:51:28,CUST0099,STR016,비빔밥,12500,1,39.0,카드,N,5.0,배달완료
ORD02409,2024-09-07 09:43:41,CUST0247,STR019,아메리카노,4700,1,49.0,카드,Y,,배달완료
ORD02410,2024-02-26 20:29:12,CUST0161,STR030,설렁탕,13700,1,19.0,간편결제,Y,,배달완료
ORD02411,2024-01-24 11:30:44,CUST0290,STR024,족발,22900,1,59.0,카드,N,4.0,배달완료
ORD02412,2024-11-17 12:31:28,CUST0289,STR043,너겟세트,5900,1,38.0,현금,N,4.0,배달완료
ORD02413,2024-08-23 23:33:42,CUST0231,STR007,순대,6100,1,35.0,현금,N,5.0,배달완료
ORD02414,2024-10-10 10:51:55,CUST0112,STR011,케이크,12400,1,21.0,카드,N,5.0,배달완료
ORD02415,2024-07-19 12:30:02,CUST0185,STR041,닭가슴살샐러드,12200,2,28.0,간편결제,N,,배달완료
ORD02416,2024-06-17 19:28:10,CUST0235,STR079,시저샐러드,15000,1,16.0,간편결제,N,5.0,배달완료
ORD02417,2024-01-20 15:34:25,CUST0244,STR007,순대,11700,1,26.0,간편결제,N,3.0,배달완료
ORD02418,2024-05-20 20:10:22,CUST0324,STR047,연어샐러드,9300,2,32.0,카드,N,,배달완료
ORD02419,2024-11-15 19:49:31,CUST0184,STR012,치킨버거,11400,1,48.0,간편결제,N,,배달중
ORD02420,2024-01-23 14:20:57,CUST0037,STR100,고구마피자,30100,3,22.0,간편결제,N,,취소
ORD02421,2024-07-16 18:38:08,CUST0235,STR059,페퍼로니피자,16900,1,42.0,간편결제,N,,배달완료
ORD02422,2024-12-17 19:04:14,CUST0286,STR054,마늘치킨,23600,1,24.0,간편결제,Y,5.0,배달완료
ORD02423,2024-01-01 19:45:13,CUST0352,STR059,콤비네이션피자,18300,3,44.0,카드,N,,배달완료
ORD02424,2024-12-24 18:36:30,CUST0318,STR020,후라이드치킨,24100,2,48.0,카드,N,3.0,배달완료
ORD02425,2024-07-01 11:58:41,CUST0015,STR095,곱창,18200,0,60.0,현금,Y,,취소
ORD02426,2024-06-27 19:03:28,CUST0114,STR095,곱창,22700,1,30.0,카드,Y,3.0,배달완료
ORD02427,2024-09-16 19:37:46,CUST0259,STR017,라멘,14100,1,37.0,간편결제,N,4.0,배달완료
ORD02428,2024-03-02 18:37:41,CUST0304,STR055,마카롱세트,5000,1,37.0,카드,N,,배달완료
ORD02429,2024-12-26 13:42:48,CUST0436,STR034,마파두부,9400,2,50.0,간편결제,N,4.0,배달완료
ORD02430,2024-09-13 13:21:13,CUST0080,STR038,오꼬노미야끼,12900,1,21.0,간편결제,N,,취소
ORD02431,2024-06-02 13:40:53,CUST0329,STR030,비빔밥,14100,0,45.0,간편결제,N,,배달완료
ORD02432,2024-07-24 11:45:31,CUST0352,STR041,시저샐러드,13600,1,53.0,카드,N,4.0,배달완료
ORD02433,2024-12-11 18:13:33,CUST0141,STR043,감자튀김,8500,2,47.0,카드,Y,4.0,배달완료
ORD02434,2024-03-02 19:14:55,CUST0447,STR100,불고기피자,29800,1,60.0,간편결제,N,3.0,배달완료
ORD02435,2024-12-03 20:18:33,CUST0289,STR033,규동,13300,1,17.0,카드,Y,,취소
ORD02436,2024-11-26 18:38:35,CUST0364,STR002,닭가슴살샐러드,12900,1,22.0,간편결제,N,,배달완료
ORD02437,2024-07-27 12:33:43,CUST0354,STR066,순대,8700,1,32.0,카드,Y,5.0,배달완료
ORD02438,2024-02-10 11:06:43,CUST0140,STR025,탕수육,15800,1,60.0,카드,Y,5.0,배달완료
ORD02439,2024-12-24 19:35:38,CUST0252,STR002,포케보울,11800,2,22.0,간편결제,Y,4.0,배달완료
ORD02440,2024-03-14 17:05:30,CUST0110,STR068,너겟세트,6900,1,44.0,간편결제,N,5.0,배달완료
ORD02441,2024-05-27 11:52:07,CUST0140,STR100,페퍼로니피자,29900,1,35.0,카드,Y,4.0,배달완료
ORD02442,2024-04-14 21:52:43,CUST0164,STR027,닭발,26900,1,24.0,간편결제,Y,3.0,배달완료
ORD02443,2024-05-12 17:38:08,CUST0102,STR096,짬뽕,11300,1,48.0,카드,Y,,배달완료
ORD02444,2024-11-02 17:21:39,CUST0284,STR059,불고기피자,19800,1,51.0,간편결제,N,,취소
ORD02445,2024-06-16 13:42:35,CUST0494,STR031,곱창,25300,1,51.0,카드,N,,배달완료
ORD02446,2024-01-20 20:44:41,CUST0094,STR097,라볶이,11000,2,38.0,카드,Y,,배달중
ORD02447,2024-09-19 13:14:55,CUST0175,STR042,시저샐러드,8000,1,45.0,카드,N,,취소
ORD02448,2024-04-15 13:42:55,CUST0045,STR046,연어샐러드,13900,1,25.0,카드,Y,,배달완료
ORD02449,2024-01-14 11:07:26,CUST0276,STR053,떡볶이,3200,1,20.0,현금,N,,배달완료
ORD02450,2024-02-20 20:58:26,CUST0159,STR047,연어샐러드,15700,1,28.0,간편결제,N,4.0,배달완료
ORD02451,2024-11-21 20:40:03,CUST0414,STR044,떡볶이,5800,1,44.0,간편결제,Y,,배달중
