구매ID,유저ID,상품ID,구매일,평점,구매금액
PU011356,U0290,P080,2024-01-21,3.0,52000
PU011357,U0290,P077,2024-04-01,5.0,54900
PU011358,U0290,P025,2024-12-19,5.0,122000
PU011359,U0290,P022,2024-11-15,4.0,171900
PU011360,U0290,P075,2024-07-21,4.0,8600
PU011361,U0290,P034,2024-06-21,3.0,101200
PU011362,U0290,P072,2024-12-21,5.0,71800
PU011363,U0290,P032,2024-08-30,5.0,78400
PU011364,U0290,P037,2024-06-13,,87300
PU011365,U0290,P021,2024-06-08,5.0,125200
PU011366,U0290,P033,2024-04-17,4.0,97100
PU011367,U0290,P039,2024-04-04,4.0,178600
PU011368,U0290,P042,2024-08-10,2.0,11200
PU011369,U0290,P061,2024-12-09,3.0,48600
PU011370,U0291,P082,2024-08-01,,48700
PU011371,U0291,P016,2024-07-23,3.0,253500
PU011372,U0291,P070,2024-08-10,4.0,49700
PU011373,U0291,P015,2024-12-29,3.0,142500
PU011374,U0291,P062,2024-03-25,5.0,56800
PU011375,U0291,P015,2024-10-04,,158000
PU011376,U0291,P035,2024-01-28,5.0,95100
PU011377,U0291,P068,2024-09-09,4.0,27900
PU011378,U0291,P060,2024-06-06,4.0,26100
PU011379,U0291,P061,2024-11-13,5.0,49900
PU011380,U0291,P038,2024-11-13,,182400
PU011381,U0291,P062,2024-04-05,3.0,56500
PU011382,U0292,P003,2024-02-22,5.0,89200
PU011383,U0292,P012,2024-09-23,3.0,238200
PU011384,U0292,P009,2024-03-06,5.0,192300
PU011385,U0292,P002,2024-10-02,5.0,114700
PU011386,U0292,P044,2024-04-12,3.0,22100
PU011387,U0292,P037,2024-01-05,2.0,71300
PU011388,U0292,P006,2024-09-06,5.0,161000
PU011389,U0292,P019,2024-10-06,5.0,211500
PU011390,U0292,P090,2024-12-11,4.0,23600
PU011391,U0292,P030,2024-02-26,1.0,125300
PU011392,U0292,P009,2024-02-21,4.0,176100
PU011393,U0292,P012,2024-08-18,4.0,286600
PU011394,U0292,P100,2024-03-14,2.0,23100
PU011395,U0292,P002,2024-01-06,4.0,105000
PU011396,U0292,P092,2024-11-29,4.0,64400
PU011397,U0292,P034,2024-12-08,5.0,97600
PU011398,U0292,P057,2024-04-26,3.0,26400
PU011399,U0292,P002,2024-12-02,3.0,114800
PU011400,U0292,P048,2024-03-19,4.0,51000
PU011401,U0292,P005,2024-11-20,4.0,293600
PU011402,U0292,P019,2024-09-14,4.0,190900
PU011403,U0292,P003,2024-04-05,5.0,102200
PU011404,U0292,P006,2024-08-12,3.0,179300
PU011405,U0292,P020,2024-04-05,5.0,181300
PU011406,U0292,P019,2024-08-21,,194900
PU011407,U0292,P007,2024-12-26,4.0,358000
PU011408,U0293,P032,2024-07-05,3.0,88000
PU011409,U0293,P061,2024-10-12,5.0,58200
PU011410,U0293,P075,2024-10-01,5.0,8100
PU011411,U0293,P005,2024-05-23,2.0,234700
PU011412,U0293,P073,2024-04-13,4.0,46300
PU011413,U0293,P028,2024-04-16,5.0,46100
PU011414,U0293,P006,2024-11-07,4.0,179000
PU011415,U0293,P037,2024-04-19,,76800
PU011416,U0293,P066,2024-11-04,,14200
PU011417,U0293,P076,2024-03-19,5.0,54000
PU011418,U0293,P053,2024-10-15,3.0,31500
PU011419,U0293,P064,2024-04-24,4.0,61800
PU011420,U0293,P064,2024-01-10,4.0,57400
PU011421,U0293,P070,2024-12-21,3.0,47800
PU011422,U0293,P037,2024-01-02,4.0,77600
PU011423,U0293,P078,2024-04-24,4.0,16900
PU011424,U0293,P050,2024-06-13,5.0,36500
PU011425,U0293,P074,2024-03-17,4.0,63300
PU011426,U0293,P071,2024-05-22,5.0,14800
PU011427,U0293,P071,2024-06-17,4.0,15500
PU011428,U0293,P063,2024-01-24,4.0,57100
PU011429,U0293,P080,2024-08-09,3.0,56500
PU011430,U0293,P067,2024-10-27,3.0,55600
PU011431,U0293,P024,2024-03-18,2.0,106400
PU011432,U0293,P011,2024-10-29,4.0,132000
PU011433,U0293,P077,2024-02-19,5.0,52000
PU011434,U0293,P100,2024-11-28,3.0,21800
PU011435,U0293,P018,2024-05-18,3.0,84300
PU011436,U0293,P062,2024-05-24,5.0,46200
PU011437,U0293,P012,2024-06-28,5.0,250600
PU011438,U0293,P057,2024-06-29,5.0,24100
PU011439,U0293,P026,2024-08-10,,63300
PU011440,U0293,P017,2024-01-14,3.0,64900
PU011441,U0293,P033,2024-02-19,,91500
PU011442,U0293,P079,2024-06-11,5.0,17200
PU011443,U0293,P072,2024-04-13,,77900
PU011444,U0294,P011,2024-10-30,,115100
PU011445,U0294,P008,2024-08-16,5.0,230800
PU011446,U0294,P012,2024-04-11,5.0,222800
PU011447,U0294,P015,2024-09-07,5.0,143000
PU011448,U0294,P015,2024-05-20,4.0,133100
PU011449,U0294,P013,2024-12-20,5.0,144800
PU011450,U0294,P021,2024-12-03,3.0,111300
PU011451,U0294,P018,2024-01-23,4.0,75800
PU011452,U0294,P064,2024-12-29,3.0,50300
PU011453,U0294,P004,2024-02-23,4.0,212200
PU011454,U0294,P004,2024-08-17,4.0,195100
PU011455,U0294,P012,2024-11-15,4.0,230700
PU011456,U0294,P076,2024-11-13,,55900
PU011457,U0294,P073,2024-09-04,5.0,59700
PU011458,U0294,P001,2024-03-03,4.0,223600
PU011459,U0294,P014,2024-12-10,3.0,36300
PU011460,U0294,P014,2024-04-15,4.0,38100
PU011461,U0294,P017,2024-01-19,5.0,78000
PU011462,U0294,P004,2024-07-03,5.0,195300
PU011463,U0295,P059,2024-04-27,4.0,41000
PU011464,U0295,P041,2024-06-24,5.0,28900
PU011465,U0295,P053,2024-07-18,4.0,36400
PU011466,U0295,P042,2024-09-26,3.0,9700
PU011467,U0295,P051,2024-04-24,4.0,10300
PU011468,U0295,P051,2024-12-29,4.0,11900
PU011469,U0295,P046,2024-05-15,5.0,15400
PU011470,U0295,P047,2024-03-31,,29000
PU011471,U0295,P059,2024-06-15,4.0,42500
PU011472,U0295,P060,2024-10-29,4.0,29900
PU011473,U0295,P087,2024-02-28,,21900
PU011474,U0295,P079,2024-03-05,4.0,16400
PU011475,U0295,P027,2024-03-22,4.0,63700
PU011476,U0295,P046,2024-11-18,4.0,18300
PU011477,U0295,P058,2024-06-27,4.0,31900
PU011478,U0295,P044,2024-03-28,,21300
PU011479,U0295,P045,2024-11-20,4.0,38700
PU011480,U0295,P091,2024-03-31,5.0,42200
PU011481,U0295,P092,2024-03-31,1.0,59800
PU011482,U0295,P059,2024-12-12,,49400
PU011483,U0295,P063,2024-06-16,3.0,58600
PU011484,U0295,P059,2024-02-29,3.0,40400
PU011485,U0295,P003,2024-03-07,2.0,88000
PU011486,U0295,P005,2024-04-15,2.0,262500
PU011487,U0295,P051,2024-01-31,5.0,9500
PU011488,U0295,P005,2024-08-30,4.0,251600
PU011489,U0295,P056,2024-06-03,4.0,20300
PU011490,U0295,P016,2024-07-31,5.0,251600
PU011491,U0295,P095,2024-01-27,3.0,36600
PU011492,U0295,P010,2024-08-01,5.0,138800
PU011493,U0295,P053,2024-09-14,4.0,36100
PU011494,U0295,P051,2024-09-07,4.0,9600
PU011495,U0295,P041,2024-11-29,4.0,31000
PU011496,U0295,P045,2024-09-29,5.0,48700
PU011497,U0295,P030,2024-01-19,4.0,119700
PU011498,U0295,P048,2024-12-03,,51000
PU011499,U0295,P064,2024-08-03,,52400
PU011500,U0295,P051,2024-02-20,4.0,10300
PU011501,U0295,P009,2024-12-01,3.0,177800
PU011502,U0295,P042,2024-09-07,5.0,11500
PU011503,U0296,P012,2024-12-12,4.0,271300
PU011504,U0296,P057,2024-01-02,5.0,23200
PU011505,U0296,P009,2024-01-28,4.0,197800
PU011506,U0296,P038,2024-03-08,4.0,150200
PU011507,U0296,P071,2024-11-19,3.0,16200
PU011508,U0296,P005,2024-02-04,5.0,252900
PU011509,U0296,P017,2024-02-05,3.0,76700
PU011510,U0296,P007,2024-09-11,4.0,328700
PU011511,U0296,P013,2024-12-10,5.0,163500
PU011512,U0296,P017,2024-08-10,4.0,81400
PU011513,U0296,P046,2024-06-09,5.0,14800
PU011514,U0296,P058,2024-05-12,3.0,32400
PU011515,U0296,P001,2024-06-08,4.0,215900
PU011516,U0296,P007,2024-02-19,5.0,391100
PU011517,U0296,P014,2024-05-02,4.0,37800
PU011518,U0296,P019,2024-12-18,4.0,187500
PU011519,U0296,P081,2024-10-17,2.0,22400
PU011520,U0296,P013,2024-05-27,4.0,165200
PU011521,U0296,P001,2024-05-20,5.0,279900
PU011522,U0296,P019,2024-07-16,4.0,196400
PU011523,U0296,P015,2024-02-02,5.0,160100
PU011524,U0296,P012,2024-12-14,4.0,252600
PU011525,U0296,P004,2024-04-13,,199700
PU011526,U0296,P016,2024-06-22,5.0,234200
PU011527,U0296,P020,2024-05-27,5.0,165900
PU011528,U0296,P074,2024-10-30,2.0,55700
PU011529,U0296,P002,2024-07-18,5.0,98900
PU011530,U0296,P034,2024-06-22,,94300
PU011531,U0296,P059,2024-05-01,3.0,42400
PU011532,U0296,P002,2024-09-01,4.0,106000
PU011533,U0296,P020,2024-09-02,4.0,193000
PU011534,U0296,P035,2024-04-08,5.0,83700
PU011535,U0296,P076,2024-04-19,5.0,51400
PU011536,U0296,P002,2024-01-11,4.0,123800
PU011537,U0296,P004,2024-06-15,4.0,201600
PU011538,U0296,P011,2024-10-24,4.0,145300
PU011539,U0296,P016,2024-11-03,5.0,245300
PU011540,U0296,P010,2024-07-23,3.0,146500
PU011541,U0296,P009,2024-03-27,4.0,196100
PU011542,U0296,P079,2024-06-24,,17200
PU011543,U0296,P095,2024-03-07,3.0,38400
PU011544,U0296,P009,2024-12-04,5.0,201200
PU011545,U0296,P009,2024-05-29,5.0,170900
PU011546,U0296,P008,2024-03-18,5.0,258900
PU011547,U0296,P005,2024-03-19,5.0,245300
PU011548,U0296,P020,2024-11-09,3.0,195600
PU011549,U0296,P016,2024-12-08,4.0,283000
PU011550,U0296,P004,2024-02-03,4.0,218200
PU011551,U0296,P095,2024-09-18,4.0,39800
PU011552,U0296,P002,2024-04-05,4.0,111900
PU011553,U0296,P005,2024-04-12,5.0,255600
PU011554,U0296,P008,2024-10-20,,219600
PU011555,U0296,P013,2024-02-19,4.0,157400
PU011556,U0296,P013,2024-01-10,4.0,155500
PU011557,U0296,P007,2024-08-05,4.0,392300
PU011558,U0296,P006,2024-11-24,,143500
PU011559,U0296,P007,2024-10-21,5.0,392800
PU011560,U0296,P002,2024-01-31,5.0,96800
PU011561,U0296,P011,2024-01-13,4.0,112500
PU011562,U0296,P034,2024-01-27,2.0,92500
PU011563,U0296,P007,2024-04-25,4.0,326400
PU011564,U0297,P080,2024-08-08,4.0,66100
PU011565,U0297,P072,2024-01-08,3.0,61800
PU011566,U0297,P073,2024-02-27,4.0,49500
PU011567,U0297,P071,2024-07-14,4.0,14300
PU011568,U0297,P069,2024-10-21,5.0,23100
PU011569,U0297,P057,2024-01-12,4.0,26500
PU011570,U0297,P071,2024-02-27,4.0,16000
PU011571,U0297,P079,2024-11-17,3.0,18400
PU011572,U0297,P075,2024-01-13,5.0,8600
PU011573,U0297,P062,2024-09-22,5.0,50500
PU011574,U0297,P065,2024-03-16,3.0,65200
PU011575,U0297,P068,2024-05-09,5.0,26100
PU011576,U0297,P077,2024-02-21,4.0,55000
PU011577,U0297,P089,2024-05-10,3.0,25100
PU011578,U0297,P074,2024-09-21,5.0,60300
PU011579,U0297,P079,2024-10-30,4.0,19600
PU011580,U0297,P011,2024-10-04,5.0,125800
PU011581,U0297,P091,2024-09-23,3.0,40500
PU011582,U0297,P069,2024-12-27,4.0,21200
PU011583,U0297,P076,2024-04-09,4.0,46000
PU011584,U0297,P047,2024-10-25,4.0,29500
PU011585,U0297,P041,2024-09-05,5.0,34600
PU011586,U0297,P078,2024-01-09,4.0,20800
PU011587,U0297,P005,2024-12-09,4.0,232600
PU011588,U0297,P066,2024-12-07,4.0,14900
PU011589,U0297,P073,2024-10-16,5.0,47700
PU011590,U0297,P001,2024-04-10,3.0,263400
PU011591,U0297,P087,2024-09-22,,25200
PU011592,U0297,P067,2024-05-29,,61900
PU011593,U0297,P029,2024-03-18,,63700
PU011594,U0297,P034,2024-01-30,4.0,104000
PU011595,U0297,P078,2024-11-21,,18700
PU011596,U0297,P067,2024-01-03,4.0,72400
PU011597,U0297,P066,2024-07-12,,15000
PU011598,U0297,P076,2024-03-06,,57400
PU011599,U0298,P064,2024-02-22,4.0,48800
PU011600,U0298,P007,2024-10-25,5.0,390800
PU011601,U0298,P080,2024-02-21,4.0,49700
PU011602,U0298,P058,2024-10-12,4.0,32400
PU011603,U0298,P062,2024-09-06,4.0,47600
PU011604,U0298,P076,2024-12-09,4.0,54500
PU011605,U0298,P077,2024-07-02,,50100
PU011606,U0298,P082,2024-12-12,3.0,44900
PU011607,U0298,P067,2024-07-28,4.0,70800
PU011608,U0298,P083,2024-10-23,3.0,31300
PU011609,U0298,P070,2024-06-18,4.0,54900
PU011610,U0298,P074,2024-09-25,3.0,62900
PU011611,U0298,P071,2024-12-01,5.0,15600
PU011612,U0298,P026,2024-08-11,2.0,68400
PU011613,U0298,P073,2024-06-07,,58800
PU011614,U0298,P016,2024-06-23,,291500
PU011615,U0298,P076,2024-01-19,4.0,46400
PU011616,U0298,P076,2024-05-17,5.0,54100
PU011617,U0298,P022,2024-03-25,2.0,147000
PU011618,U0298,P084,2024-07-05,3.0,26100
PU011619,U0298,P074,2024-09-06,,52100
PU011620,U0298,P063,2024-09-28,5.0,55600
PU011621,U0298,P076,2024-10-31,4.0,50900
PU011622,U0298,P093,2024-12-04,4.0,22000
PU011623,U0298,P085,2024-07-04,3.0,59100
PU011624,U0298,P062,2024-02-18,4.0,46100
PU011625,U0298,P064,2024-03-04,5.0,48100
PU011626,U0298,P072,2024-12-29,,75800
PU011627,U0298,P056,2024-04-01,4.0,15900
PU011628,U0298,P077,2024-01-05,5.0,42900
PU011629,U0298,P062,2024-04-23,5.0,52000
PU011630,U0298,P029,2024-07-06,,59200
PU011631,U0298,P061,2024-12-04,5.0,51800
PU011632,U0298,P036,2024-12-17,4.0,68800
PU011633,U0298,P058,2024-02-27,3.0,38500
PU011634,U0298,P045,2024-08-13,,49400
PU011635,U0298,P066,2024-12-15,4.0,13100
PU011636,U0298,P030,2024-10-28,3.0,112000
PU011637,U0298,P063,2024-02-09,4.0,56700
PU011638,U0298,P023,2024-04-07,3.0,134800
PU011639,U0298,P080,2024-09-05,4.0,63200
PU011640,U0298,P072,2024-12-20,5.0,77600
PU011641,U0298,P063,2024-04-22,3.0,59000
PU011642,U0298,P074,2024-08-11,5.0,60400
PU011643,U0298,P076,2024-06-28,5.0,53400
PU011644,U0298,P075,2024-10-30,4.0,9900
PU011645,U0298,P069,2024-01-28,5.0,23300
PU011646,U0298,P061,2024-03-10,5.0,50000
PU011647,U0298,P063,2024-06-02,4.0,53300
PU011648,U0298,P068,2024-05-19,4.0,27200
PU011649,U0299,P077,2024-12-02,4.0,47000
PU011650,U0299,P042,2024-05-02,2.0,11300
PU011651,U0299,P022,2024-06-17,,163500
PU011652,U0299,P039,2024-06-06,5.0,153500
PU011653,U0299,P063,2024-05-13,3.0,56900
PU011654,U0299,P080,2024-04-24,4.0,66600
PU011655,U0299,P045,2024-10-07,4.0,40000
PU011656,U0299,P061,2024-07-23,4.0,53800
PU011657,U0299,P034,2024-01-14,4.0,107900
PU011658,U0299,P037,2024-12-10,4.0,74400
PU011659,U0299,P037,2024-04-18,5.0,89700
PU011660,U0299,P075,2024-11-28,5.0,10000
PU011661,U0299,P087,2024-02-19,3.0,27000
PU011662,U0299,P035,2024-06-03,4.0,82000
PU011663,U0299,P067,2024-02-09,5.0,58900
PU011664,U0299,P080,2024-04-01,4.0,58100
PU011665,U0299,P033,2024-02-06,4.0,87800
PU011666,U0299,P054,2024-04-29,3.0,29000
PU011667,U0299,P020,2024-10-25,4.0,173200
PU011668,U0299,P034,2024-03-18,4.0,89100
PU011669,U0299,P064,2024-05-19,3.0,56200
PU011670,U0299,P026,2024-08-13,4.0,64900
PU011671,U0299,P079,2024-04-02,3.0,21800
PU011672,U0299,P066,2024-04-05,5.0,15700
PU011673,U0299,P006,2024-01-07,3.0,140100
PU011674,U0299,P075,2024-09-09,5.0,9600
PU011675,U0299,P031,2024-06-04,,24200
PU011676,U0299,P047,2024-07-24,,26300
PU011677,U0299,P039,2024-05-31,5.0,162700
PU011678,U0299,P061,2024-07-15,4.0,56000
PU011679,U0299,P100,2024-08-23,,26500
PU011680,U0299,P098,2024-10-25,3.0,28800
PU011681,U0299,P056,2024-01-04,3.0,17200
PU011682,U0299,P072,2024-05-14,5.0,74800
PU011683,U0299,P040,2024-01-16,,89200
PU011684,U0299,P027,2024-12-15,4.0,62600
PU011685,U0299,P027,2024-10-16,,66300
PU011686,U0299,P080,2024-05-03,3.0,49900
PU011687,U0299,P098,2024-06-03,4.0,27200
PU011688,U0299,P094,2024-03-25,,52200
PU011689,U0300,P052,2024-07-11,3.0,37400
PU011690,U0300,P091,2024-09-24,4.0,38100
PU011691,U0300,P083,2024-07-20,,37800
PU011692,U0300,P044,2024-09-27,,21900
PU011693,U0300,P084,2024-06-02,4.0,27400
PU011694,U0300,P041,2024-05-24,4.0,32500
PU011695,U0300,P039,2024-09-02,3.0,191600
PU011696,U0300,P062,2024-03-12,3.0,56500
PU011697,U0300,P058,2024-07-30,3.0,39000
PU011698,U0300,P046,2024-10-20,4.0,15000
PU011699,U0300,P091,2024-10-05,5.0,38500
PU011700,U0300,P045,2024-04-20,,40200
PU011701,U0300,P084,2024-04-17,5.0,29100
PU011702,U0300,P005,2024-07-06,4.0,281700
PU011703,U0300,P001,2024-02-19,3.0,263900
PU011704,U0300,P013,2024-09-02,5.0,184300
PU011705,U0300,P058,2024-12-31,4.0,35800
PU011706,U0300,P086,2024-02-07,5.0,43600
PU011707,U0300,P044,2024-11-06,3.0,21500
PU011708,U0300,P095,2024-08-22,5.0,41400
PU011709,U0300,P081,2024-03-30,4.0,23500
PU011710,U0300,P013,2024-02-05,4.0,170000
PU011711,U0300,P046,2024-07-14,5.0,17400
PU011712,U0300,P096,2024-11-12,5.0,40600
PU011713,U0300,P089,2024-10-18,3.0,23800
PU011714,U0300,P067,2024-04-27,3.0,58200
PU011715,U0300,P098,2024-07-08,,24900
PU011716,U0300,P067,2024-06-11,3.0,57400
PU011717,U0300,P058,2024-08-13,,37800
PU011718,U0300,P086,2024-09-06,,49200
PU011719,U0300,P015,2024-11-09,3.0,147900
PU011720,U0300,P095,2024-12-31,4.0,39000
PU011721,U0300,P073,2024-06-09,3.0,46800
PU011722,U0300,P055,2024-06-04,4.0,21600
PU011723,U0300,P086,2024-03-13,5.0,46400
PU011724,U0300,P044,2024-08-14,4.0,25200
PU011725,U0300,P099,2024-03-24,5.0,19800
PU011726,U0300,P087,2024-06-12,4.0,27800
PU011727,U0300,P086,2024-11-21,4.0,57800
PU011728,U0300,P008,2024-04-20,,219500
PU011729,U0300,P091,2024-03-29,5.0,45700
PU011730,U0300,P072,2024-02-10,4.0,74800
PU011731,U0300,P059,2024-02-29,4.0,44300
PU011732,U0300,P007,2024-03-23,3.0,366700
PU011733,U0300,P056,2024-07-19,4.0,16800
PU011734,U0300,P066,2024-10-21,4.0,15800
PU011735,U0300,P084,2024-06-24,4.0,25200
PU011736,U0300,P045,2024-09-30,4.0,45800
PU011737,U0300,P005,2024-08-10,4.0,238200
PU011738,U0300,P087,2024-03-24,4.0,27900
PU011739,U0300,P100,2024-07-13,5.0,26200
PU011740,U0300,P059,2024-10-30,,47900
PU011741,U0300,P055,2024-06-03,,18700
PU011742,U0300,P041,2024-12-02,5.0,29800
PU011743,U0301,P036,2024-07-08,4.0,70200
PU011744,U0301,P073,2024-02-25,4.0,57100
PU011745,U0301,P029,2024-11-14,4.0,59600
PU011746,U0301,P093,2024-10-09,3.0,22600
PU011747,U0301,P068,2024-08-18,4.0,22000
PU011748,U0301,P009,2024-02-16,3.0,161800
PU011749,U0301,P067,2024-09-02,,54600
PU011750,U0301,P080,2024-07-13,5.0,64600
PU011751,U0301,P066,2024-01-08,4.0,14700
PU011752,U0301,P031,2024-07-08,4.0,27000
PU011753,U0301,P047,2024-10-16,,25400
PU011754,U0301,P045,2024-07-20,4.0,45200
PU011755,U0301,P066,2024-03-19,5.0,14600
PU011756,U0301,P026,2024-06-19,,75800
PU011757,U0301,P047,2024-04-17,5.0,30200
PU011758,U0301,P066,2024-05-07,5.0,16000
PU011759,U0301,P036,2024-07-31,5.0,58700
PU011760,U0301,P043,2024-12-18,4.0,19800
PU011761,U0301,P093,2024-01-25,2.0,23600
PU011762,U0301,P030,2024-08-08,,106100
PU011763,U0301,P064,2024-12-26,,51800
PU011764,U0301,P022,2024-01-27,5.0,174000
PU011765,U0301,P071,2024-01-28,3.0,14900
PU011766,U0301,P069,2024-05-18,5.0,24900
PU011767,U0301,P013,2024-05-16,,149900
PU011768,U0301,P072,2024-07-23,5.0,74000
PU011769,U0301,P032,2024-09-10,5.0,83700
PU011770,U0301,P038,2024-09-21,,160000
PU011771,U0301,P067,2024-02-12,,70100
PU011772,U0301,P027,2024-05-25,5.0,66900
PU011773,U0301,P051,2024-05-29,3.0,9200
PU011774,U0301,P030,2024-08-26,4.0,118200
PU011775,U0301,P007,2024-08-18,3.0,337600
PU011776,U0301,P068,2024-11-07,5.0,24900
PU011777,U0301,P070,2024-10-27,3.0,49400
PU011778,U0302,P026,2024-01-02,4.0,59900
PU011779,U0302,P097,2024-11-01,5.0,12100
PU011780,U0302,P015,2024-12-23,,141100
PU011781,U0302,P012,2024-04-12,5.0,278000
PU011782,U0302,P004,2024-05-31,,194000
PU011783,U0302,P037,2024-05-18,2.0,76100
PU011784,U0302,P040,2024-08-12,3.0,89800
PU011785,U0302,P081,2024-07-11,,22300
PU011786,U0302,P093,2024-01-23,5.0,25500
PU011787,U0302,P011,2024-08-05,4.0,127200
PU011788,U0302,P015,2024-02-18,4.0,167400
PU011789,U0302,P053,2024-11-22,3.0,35900
PU011790,U0302,P022,2024-10-29,3.0,163800
PU011791,U0302,P004,2024-05-28,,227800
PU011792,U0302,P013,2024-09-20,4.0,165100
PU011793,U0302,P023,2024-06-30,4.0,122100
PU011794,U0302,P018,2024-12-12,5.0,63900
PU011795,U0302,P095,2024-07-26,4.0,32400
PU011796,U0302,P079,2024-01-06,,16300
PU011797,U0302,P006,2024-08-05,5.0,174500
PU011798,U0302,P009,2024-11-10,4.0,158900
PU011799,U0302,P012,2024-12-02,4.0,269400
PU011800,U0302,P010,2024-01-14,,147700
PU011801,U0302,P011,2024-05-30,4.0,148700
PU011802,U0302,P084,2024-09-08,4.0,27300
PU011803,U0302,P074,2024-02-04,3.0,61500
PU011804,U0302,P020,2024-12-07,4.0,184100
PU011805,U0302,P016,2024-09-21,5.0,269400
PU011806,U0302,P003,2024-01-27,5.0,98100
PU011807,U0302,P001,2024-12-11,4.0,225200
PU011808,U0302,P009,2024-03-15,5.0,170900
PU011809,U0302,P005,2024-01-04,,251700
PU011810,U0302,P036,2024-10-26,1.0,70200
PU011811,U0302,P036,2024-05-21,3.0,71500
PU011812,U0302,P017,2024-03-09,4.0,73100
PU011813,U0302,P033,2024-06-12,5.0,87200
PU011814,U0302,P001,2024-11-21,,246900
PU011815,U0302,P026,2024-10-26,3.0,63300
PU011816,U0302,P014,2024-01-21,5.0,36700
PU011817,U0302,P011,2024-08-18,5.0,143000
PU011818,U0302,P028,2024-10-24,3.0,55300
PU011819,U0302,P011,2024-08-29,5.0,140700
PU011820,U0302,P010,2024-03-30,4.0,136200
PU011821,U0302,P019,2024-11-09,5.0,175100
PU011822,U0302,P017,2024-11-12,3.0,80600
PU011823,U0302,P061,2024-12-12,3.0,56000
PU011824,U0302,P011,2024-08-02,3.0,138100
PU011825,U0302,P037,2024-04-17,3.0,89100
PU011826,U0303,P086,2024-11-06,5.0,58600
PU011827,U0303,P013,2024-01-18,,185800
PU011828,U0303,P094,2024-01-28,3.0,45000
PU011829,U0303,P085,2024-12-09,5.0,59000
PU011830,U0303,P083,2024-04-05,5.0,34300
PU011831,U0303,P089,2024-02-14,4.0,25000
PU011832,U0303,P097,2024-05-06,3.0,11700
PU011833,U0303,P100,2024-08-01,4.0,23400
PU011834,U0303,P087,2024-03-04,,23700
PU011835,U0303,P094,2024-02-25,5.0,46100
PU011836,U0303,P098,2024-03-16,4.0,26100
PU011837,U0303,P098,2024-03-01,4.0,25200
PU011838,U0303,P099,2024-06-14,5.0,18200
PU011839,U0304,P034,2024-01-22,5.0,87000
PU011840,U0304,P060,2024-04-14,4.0,30000
PU011841,U0304,P027,2024-11-24,4.0,65000
PU011842,U0304,P042,2024-01-23,2.0,10800
PU011843,U0304,P027,2024-03-31,5.0,63500
PU011844,U0304,P093,2024-11-28,3.0,21900
PU011845,U0304,P024,2024-01-08,4.0,106800
PU011846,U0304,P096,2024-11-25,4.0,41100
PU011847,U0304,P029,2024-09-28,5.0,60100
PU011848,U0304,P025,2024-01-24,5.0,121300
PU011849,U0304,P035,2024-03-09,3.0,75900
PU011850,U0304,P027,2024-08-21,5.0,78300
PU011851,U0304,P008,2024-05-02,,268200
PU011852,U0304,P026,2024-05-20,5.0,62200
PU011853,U0304,P028,2024-04-20,5.0,53500
PU011854,U0304,P032,2024-03-07,4.0,96800
PU011855,U0304,P071,2024-11-30,4.0,16900
PU011856,U0304,P035,2024-11-15,5.0,93200
PU011857,U0304,P040,2024-07-03,4.0,86900
PU011858,U0304,P100,2024-03-17,4.0,25000
PU011859,U0304,P029,2024-06-17,4.0,66000
PU011860,U0304,P006,2024-11-25,3.0,152100
PU011861,U0304,P004,2024-04-12,3.0,170000
PU011862,U0304,P077,2024-10-03,2.0,51100
PU011863,U0304,P039,2024-12-28,4.0,170800
PU011864,U0304,P080,2024-07-27,4.0,51500
PU011865,U0304,P090,2024-02-06,1.0,24600
PU011866,U0304,P040,2024-01-03,,103600
PU011867,U0304,P037,2024-02-22,,94800
PU011868,U0304,P031,2024-09-16,4.0,26900
PU011869,U0304,P022,2024-08-15,4.0,168200
PU011870,U0304,P055,2024-11-21,4.0,23200
PU011871,U0304,P036,2024-06-12,4.0,61800
PU011872,U0305,P030,2024-02-05,2.0,131900
PU011873,U0305,P067,2024-08-24,5.0,67700
PU011874,U0305,P001,2024-06-14,4.0,236300
PU011875,U0305,P006,2024-03-26,5.0,164000
PU011876,U0305,P099,2024-06-02,1.0,18800
PU011877,U0305,P020,2024-12-09,4.0,192700
PU011878,U0305,P072,2024-03-10,3.0,76000
PU011879,U0305,P012,2024-07-30,3.0,249500
PU011880,U0305,P008,2024-06-16,5.0,239800
PU011881,U0305,P020,2024-06-12,4.0,165200
PU011882,U0305,P084,2024-02-01,4.0,25000
PU011883,U0305,P018,2024-10-27,5.0,81700
PU011884,U0305,P038,2024-03-07,4.0,158800
PU011885,U0305,P029,2024-09-09,,66500
PU011886,U0305,P047,2024-01-05,2.0,27900
PU011887,U0305,P019,2024-11-18,5.0,212800
PU011888,U0305,P002,2024-05-12,4.0,107000
PU011889,U0305,P059,2024-01-14,,46400
PU011890,U0305,P086,2024-09-04,2.0,51300
PU011891,U0305,P033,2024-03-17,4.0,84400
PU011892,U0305,P005,2024-07-17,5.0,284700
PU011893,U0305,P016,2024-06-04,5.0,263100
PU011894,U0305,P008,2024-11-22,4.0,212500
PU011895,U0305,P046,2024-04-04,5.0,17000
PU011896,U0305,P009,2024-05-04,4.0,151700
PU011897,U0305,P019,2024-02-12,4.0,205500
PU011898,U0305,P001,2024-07-25,4.0,221600
PU011899,U0305,P011,2024-09-21,5.0,134100
PU011900,U0305,P072,2024-04-16,4.0,76800
PU011901,U0305,P058,2024-03-16,4.0,32900
